GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:56:14 GMT+03:00 2026,02-apr.-2026 11:56:14.622,6.587929725646973,2.700000047683716,90.6,261.3699951171875,0.22,2.36,8.67,-0.07,18.43,-0.05,-,8,12.26,34.52,101,-,7.06,1795.75,0.01,90.6,0.87,-,21,5.66,7.03,-,-,62.32,0,37.68,1082,23.72,25,14.51,17.5
Thu Apr 02 11:56:16 GMT+03:00 2026,02-apr.-2026 11:56:16.400,6.596680164337158,2.700000047683716,89.1,263.5299987792969,0.25,1.96,9.35,-0.01,19.61,-0.01,-,8,12.3,34.52,101,-,5.1,1744.75,0.01,89.1,0.69,-,21,3.77,4.5,-,-,62.41,0,37.59,1084,23.75,24,15.29,21.5
Thu Apr 02 11:56:18 GMT+03:00 2026,02-apr.-2026 11:56:18.280,6.2868170738220215,2.700000047683716,90.2,265.70001220703125,-0.7,2.7,9.17,-0,24.71,0.05,-,8,12.34,34.52,101,-,7.84,1745.5,0.01,90.2,0.25,-,21,5.66,6.72,-,-,62.5,0,37.5,1086,22.63,24,22.75,21.5
Thu Apr 02 11:56:19 GMT+03:00 2026,02-apr.-2026 11:56:19.991,6.638372421264648,2.799999952316284,90.9,264.67999267578125,-0.05,2.3,9.33,-0,25.1,0.06,-,8,12.38,34.52,101,1.46,9.8,1849,0.01,90.9,2.37,1.96,21,7.25,8.92,-,-,62.58,0,37.42,1088,23.9,25,24.71,21.5
Thu Apr 02 11:56:21 GMT+03:00 2026,02-apr.-2026 11:56:21.666,7.547371864318848,3.0,91.2,265.4100036621094,0.23,2.56,9.73,0.04,25.49,0,-,8,12.43,34.52,101,5.54,10.2,1990.25,0.01,91.2,1.94,7.42,20,6.96,9.23,-,-,62.66,0,37.34,1090,27.17,28,25.1,22.5
Thu Apr 02 11:56:23 GMT+03:00 2026,02-apr.-2026 11:56:23.276,7.928266525268555,2.9000000953674316,91.0,265.04998779296875,-0.05,2.26,9.63,0.03,17.65,0,-,8,12.49,34.52,101,1.83,10.59,2107.75,0.01,91,0.91,2.46,20,6.82,9.78,-,-,62.74,0,37.26,1091,28.54,29,25.1,22.5
Thu Apr 02 11:56:24 GMT+03:00 2026,02-apr.-2026 11:56:25.051,8.056946754455566,2.9000000953674316,91.1,261.95001220703125,-0.12,1.76,9.81,0.04,13.73,0.01,-,8,12.54,34.52,101,1.83,4.31,1574,0,91.1,0.46,2.46,20,3.19,3.45,-,-,62.82,0,37.18,1093,29.01,29,12.16,21.5
Thu Apr 02 11:56:26 GMT+03:00 2026,02-apr.-2026 11:56:26.916,8.035842895507812,2.799999952316284,91.4,265.6199951171875,-0.18,2.61,9.33,0.01,21.57,0.05,-,8,12.6,34.52,101,-,5.88,1468,0.01,91.4,0.58,-,20,3.63,4.19,-,-,62.91,0,37.09,1095,28.93,29,20,18.5
Thu Apr 02 11:56:28 GMT+03:00 2026,02-apr.-2026 11:56:28.727,7.846940040588379,2.700000047683716,91.0,265.54998779296875,0.12,2.17,10.16,0.08,12.94,0,-,8,12.65,34.52,101,-,7.84,1397,0.01,91,0.19,-,20,7.25,7.01,-,-,62.99,0,37.01,1097,28.25,29,11.37,17.5
Thu Apr 02 11:56:30 GMT+03:00 2026,02-apr.-2026 11:56:30.570,7.598844051361084,2.5999999046325684,90.2,266.1099853515625,-0.15,1.75,8.32,-0.11,12.16,0,-,8,12.7,34.52,100,-,3.14,1352,0,90.2,0.2,-,20,3.34,3.1,-,-,63.08,0,36.92,1098,27.36,29,7.45,8
Thu Apr 02 11:56:32 GMT+03:00 2026,02-apr.-2026 11:56:32.314,7.471192836761475,2.5999999046325684,89.80000000000001,260.6600036621094,-0.09,2.19,9.92,0.05,19.61,0,-,8,12.75,34.52,100,-,2.75,1307.25,0,89.8,0.34,-,20,3.05,2.64,-,-,63.16,0,36.84,1100,26.9,27,17.65,24
Thu Apr 02 11:56:33 GMT+03:00 2026,02-apr.-2026 11:56:34.165,7.334277153015137,2.5,89.80000000000001,263.7300109863281,0.18,2.27,8.62,-0.07,14.12,-0.05,-,8,12.79,34.52,100,-,6.27,1260.25,0.01,89.8,0.9,-,20,6.24,5.78,-,-,63.25,0,36.75,1102,26.4,26,16.47,17.5
Thu Apr 02 11:56:35 GMT+03:00 2026,02-apr.-2026 11:56:36.039,7.168536186218262,2.5,89.0,265.3399963378906,-0.18,1.72,9.97,0.05,12.16,0.03,-,8,12.84,34.52,100,-,3.14,1276.75,0,89,0.52,-,20,3.77,3.12,-,-,63.33,0,36.67,1104,25.81,26,7.84,5.5
Thu Apr 02 11:56:37 GMT+03:00 2026,02-apr.-2026 11:56:37.771,6.76859712600708,2.700000047683716,86.2,266.0899963378906,-0.66,-0.39,10.53,0.09,11.37,0.07,-,8,12.88,34.52,100,-,2.35,1215.25,0,86.2,0.47,-,20,3.19,2.42,-,-,63.41,0,36.59,1106,24.37,25,6.27,1.5
Thu Apr 02 11:56:39 GMT+03:00 2026,02-apr.-2026 11:56:39.603,3.7600457668304443,2.5999999046325684,82.5,265.7799987792969,-0.46,1.46,9.38,-0.01,11.76,-0.03,-,8,12.88,34.52,100,-,2.35,831.25,0,82.5,5.2,-,20,3.48,2.08,-,-,63.49,0,36.51,1107,13.54,15,6.67,7.5
Thu Apr 02 11:56:41 GMT+03:00 2026,02-apr.-2026 11:56:41.454,1.4798263311386108,2.5,83.80000000000001,263.79998779296875,0.2,1.95,9.2,-0.02,12.16,-0.03,-,8,12.86,34.52,100,-,2.35,796.5,0,83.8,2.08,-,20,4.35,2.43,-,-,63.42,0,36.58,1109,5.33,5,6.27,7.5
Thu Apr 02 11:56:43 GMT+03:00 2026,02-apr.-2026 11:56:43.239,1.8164547681808472,2.299999952316284,83.30000000000001,258.2799987792969,-0.13,2.23,9.44,0.01,18.43,-0.01,-,8,12.84,34.52,99,0.35,9.8,1523,0.01,83.3,0.55,0.47,20,8.12,9.54,-,-,63.41,0,36.59,1111,6.54,6,8.63,-5.5
Thu Apr 02 11:56:44 GMT+03:00 2026,02-apr.-2026 11:56:45.017,2.1695542335510254,2.299999952316284,82.6,268.55999755859375,0.35,4.06,8.73,0,29.8,-0.01,-,8,12.82,34.52,99,1.01,13.73,1884.25,0.02,82.6,1.46,1.35,20,10.88,13.04,-,-,63.49,0,36.51,1113,7.81,8,29.02,15
Thu Apr 02 11:56:46 GMT+03:00 2026,02-apr.-2026 11:56:46.728,4.828608989715576,2.4000000953674316,82.6,261.760009765625,0.11,3.65,9.58,0.06,30.59,0.04,-,8,12.84,34.52,99,12.37,5.88,2221.25,0.02,82.6,6.16,16.59,20,10.88,15.37,-,-,63.57,0,36.43,1115,17.38,19,32.16,17
Thu Apr 02 11:56:48 GMT+03:00 2026,02-apr.-2026 11:56:48.483,7.2246413230896,2.5,81.6,264.4599914550781,0.58,3.54,9.34,0.04,31.37,-0.03,-,8,12.88,34.52,99,9.58,19.22,1754.5,0.02,81.6,3.1,12.84,20,12.04,16.71,-,-,63.65,0,36.35,1116,26.01,25,32.55,10
Thu Apr 02 11:56:50 GMT+03:00 2026,02-apr.-2026 11:56:50.271,8.679760932922363,2.799999952316284,81.1,266.8900146484375,-0.37,2.44,10.42,0.11,14.9,0.16,-,8,12.94,34.52,98,13.84,4.71,2178.75,0.01,81.1,2.47,18.55,20,7.83,9.31,-,-,63.73,0,36.27,1118,31.25,32,18.43,20
Thu Apr 02 11:56:51 GMT+03:00 2026,02-apr.-2026 11:56:52.065,8.41673755645752,2.700000047683716,81.0,264.3800048828125,-0.21,2.4,8.89,-0.04,18.82,-0.06,-,8,13,34.52,98,13.84,5.88,1475,0,81,0.25,18.55,20,3.63,3.48,-,-,63.81,0,36.19,1120,30.3,31,18.82,22
Thu Apr 02 11:56:53 GMT+03:00 2026,02-apr.-2026 11:56:53.859,8.20261287689209,2.700000047683716,80.5,265.54998779296875,1.11,1.52,9.67,0.02,12.94,0,-,8,13.05,34.52,98,-,3.53,1507,0.01,80.5,1.34,-,20,5.22,4.81,-,-,63.89,0,36.11,1122,29.53,31,8.24,14
Thu Apr 02 11:56:55 GMT+03:00 2026,02-apr.-2026 11:56:55.648,8.352911949157715,2.5999999046325684,77.9,275.8399963378906,1.85,3.09,9.15,0.02,30.2,0,-,8,13.11,34.52,98,-,9.02,1546.75,0.01,77.9,0.95,-,20,3.63,4.72,-,-,63.97,0,36.03,1124,30.07,31,29.41,8
Thu Apr 02 11:56:57 GMT+03:00 2026,02-apr.-2026 11:56:57.399,9.105951309204102,2.4000000953674316,76.7,287.70001220703125,0.07,1.89,9.84,0.04,13.33,0.07,-,8,13.17,34.52,98,4.17,3.92,1580.75,0.01,76.7,1.44,5.6,20,8.99,7.83,-,-,64.05,0,35.95,1125,32.78,33,9.02,15
Thu Apr 02 11:56:58 GMT+03:00 2026,02-apr.-2026 11:56:59.147,8.486225128173828,2.4000000953674316,77.0,290.6499938964844,0.03,2,9.52,0.01,13.73,0,-,8,13.22,34.52,98,4.17,3.53,1427.25,0,77,3.78,5.6,20,3.19,3.23,-,-,64.12,0,35.88,1127,30.55,29,22.75,11.5
Thu Apr 02 11:57:00 GMT+03:00 2026,02-apr.-2026 11:57:00.896,7.469134330749512,2.5999999046325684,77.2,295.6600036621094,0.65,1.88,9.37,-0,12.55,-0.02,-,8,13.27,34.52,98,-,3.14,1311.75,0,77.2,0.53,-,20,3.63,3.17,-,-,64.2,0,35.8,1129,26.89,28,8.24,15.5
Thu Apr 02 11:57:02 GMT+03:00 2026,02-apr.-2026 11:57:02.588,6.567855358123779,2.5999999046325684,78.1,304.4700012207031,0.54,1.53,9.75,0.03,23.14,-0.03,-,8,13.3,34.52,98,-,2.75,991.25,0,78.1,0.56,-,20,3.77,2.64,-,-,64.27,0,35.73,1131,23.64,25,14.9,18.5
Thu Apr 02 11:57:04 GMT+03:00 2026,02-apr.-2026 11:57:04.308,6.057765960693359,2.5999999046325684,82.1,306.8900146484375,-0.29,2.12,9.31,-0.01,13.33,-0.02,-,8,13.33,34.52,98,-,5.1,1703.5,0.01,82.1,0.07,-,20,6.24,7.37,-,-,64.35,0,35.65,1132,21.81,23,9.41,2
Thu Apr 02 11:57:05 GMT+03:00 2026,02-apr.-2026 11:57:06.149,5.960483551025391,2.700000047683716,83.1,309.2300109863281,0.45,3.64,9.88,0.09,30.98,-0.02,-,8,13.36,34.52,98,-,9.02,1546.75,0.01,83.1,0.81,-,20,4.93,4.65,-,-,64.42,0,35.58,1134,21.46,21,30.98,15
Thu Apr 02 11:57:07 GMT+03:00 2026,02-apr.-2026 11:57:07.892,7.261186599731445,2.5999999046325684,84.9,302.79998779296875,0.45,2.26,9.25,-0.01,16.08,-0.04,-,8,13.4,34.52,98,11.35,19.61,1955,0.02,84.9,4.64,15.22,20,11.46,18.03,-,-,64.5,0,35.5,1136,26.14,28,30.59,11.5
Thu Apr 02 11:57:09 GMT+03:00 2026,02-apr.-2026 11:57:09.589,7.74965763092041,2.700000047683716,85.4,306.6000061035156,0.09,0.11,10.14,0.05,12.94,0.08,-,8,13.45,34.52,98,1.9,2.75,1500,0,85.4,0.04,2.54,20,3.05,3.28,-,-,64.57,0,35.43,1138,27.9,29,9.02,21
Thu Apr 02 11:57:11 GMT+03:00 2026,02-apr.-2026 11:57:11.302,4.885228633880615,2.5999999046325684,88.1,306.510009765625,0,0.94,9.9,0.03,12.16,-0.01,-,8,13.46,34.52,98,1.9,2.75,977.5,0,88.1,4.62,2.54,19,3.77,2.7,-,-,64.64,0,35.36,1139,17.59,18,7.45,9.5
Thu Apr 02 11:57:12 GMT+03:00 2026,02-apr.-2026 11:57:12.948,2.6266274452209473,2.700000047683716,88.7,317.17999267578125,-0.05,1.22,9.73,0.02,11.76,0,-,8,13.44,34.52,98,-,2.75,860.5,0,88.7,11.59,-,20,4.21,2.55,-,-,64.71,0,35.29,1141,9.46,6,7.06,7.5
Thu Apr 02 11:57:14 GMT+03:00 2026,02-apr.-2026 11:57:14.676,0.0,2.5,91.4,317.17999267578125,0.24,2.35,9.32,-0,11.76,-0.01,-,8,13.4,34.52,98,-,2.75,812.5,0,91.4,0,-,20,4.35,2.5,-,-,64.65,0,35.35,1143,0,0,6.67,8
Thu Apr 02 11:57:16 GMT+03:00 2026,02-apr.-2026 11:57:16.440,0.0,2.4000000953674316,91.5,317.17999267578125,0.4,3.11,9.19,0.01,23.53,0,-,8,13.36,34.52,98,-,2.75,773.25,0,91.5,0,-,20,4.5,2.5,-,-,64.51,0,35.49,1144,0,0,25.1,4.5
Thu Apr 02 11:57:18 GMT+03:00 2026,02-apr.-2026 11:57:18.232,0.0,2.299999952316284,91.5,317.17999267578125,0.54,3.35,8.97,-0,30.59,-0.01,-,8,13.33,34.52,98,0.57,7.84,1493.25,0.01,91.5,3,0.77,20,6.96,8.41,-,-,64.38,0,35.62,1146,0,3,9.8,10
Thu Apr 02 11:57:19 GMT+03:00 2026,02-apr.-2026 11:57:19.931,2.0218288898468018,2.299999952316284,90.30000000000001,302.7300109863281,0.37,2.96,9.3,0.01,12.94,0.01,-,8,13.32,34.52,98,3.14,3.53,1831,0.01,90.3,9,4.21,20,6.09,5.94,-,-,64.38,0,35.62,1148,7.28,9,8.24,-2.5
Thu Apr 02 11:57:21 GMT+03:00 2026,02-apr.-2026 11:57:21.593,0.0,2.299999952316284,90.30000000000001,302.7300109863281,0.12,2.21,9.62,0.03,12.16,0,-,8,13.28,34.52,97,3.14,2.75,985.75,0,90.3,0,4.21,20,4.06,2.91,-,-,64.32,0,35.68,1150,0,0,7.45,2.5
Thu Apr 02 11:57:23 GMT+03:00 2026,02-apr.-2026 11:57:23.404,0.0,2.200000047683716,90.30000000000001,302.7300109863281,0.17,2.22,9.54,0.02,11.76,-0.01,-,8,13.24,34.52,97,-,2.75,862.75,0,90.3,0,-,20,4.06,2.46,-,-,64.18,0,35.82,1151,0,0,7.06,6.5
Thu Apr 02 11:57:25 GMT+03:00 2026,02-apr.-2026 11:57:25.211,0.0,2.200000047683716,90.30000000000001,302.7300109863281,0.14,2.25,9.44,0.01,11.76,-0.01,-,8,13.2,34.52,97,-,2.75,816.75,0,90.3,0,-,20,4.35,2.57,-,-,64.04,0,35.96,1153,0,0,6.67,3
Thu Apr 02 11:57:26 GMT+03:00 2026,02-apr.-2026 11:57:26.927,0.0,1.2000000476837158,90.30000000000001,302.7300109863281,0.13,2.14,9.55,0.02,11.76,0,-,8,13.16,34.52,97,-,2.35,794,0,90.3,0,-,20,4.5,2.48,-,-,63.91,0,36.09,1155,0,0,6.67,9
Thu Apr 02 11:57:28 GMT+03:00 2026,02-apr.-2026 11:57:28.789,0.0,1.100000023841858,90.30000000000001,302.7300109863281,0.22,2.2,9.45,0.01,11.76,0,-,8,13.12,34.52,98,-,2.35,775.5,0,90.3,0,-,20,4.5,2.49,-,-,63.77,0,36.23,1157,0,0,6.67,7.5
Thu Apr 02 11:57:30 GMT+03:00 2026,02-apr.-2026 11:57:30.625,0.0,1.100000023841858,90.30000000000001,302.7300109863281,0.21,2.24,9.41,0.01,12.16,0,-,8,13.08,34.52,98,-,2.75,768.75,0,90.3,0,-,20,4.64,2.44,-,-,63.64,0,36.36,1159,0,0,6.67,7
Thu Apr 02 11:57:32 GMT+03:00 2026,02-apr.-2026 11:57:32.285,0.0,1.0,90.30000000000001,302.7300109863281,0.24,2.23,9.4,0,11.76,-0.01,-,8,13.04,34.52,98,-,2.75,783.5,0,90.3,0,-,20,4.64,2.51,-,-,63.51,0,36.49,1160,0,0,6.67,7.5
Thu Apr 02 11:57:33 GMT+03:00 2026,02-apr.-2026 11:57:33.956,0.0,1.0,90.30000000000001,302.7300109863281,0.17,2.21,9.43,0.01,11.76,0,-,8,13,34.52,98,-,2.35,795,0,90.3,0,-,20,4.64,2.56,-,-,63.39,0,36.61,1162,0,0,6.67,4.5
Thu Apr 02 11:57:35 GMT+03:00 2026,02-apr.-2026 11:57:35.682,0.0,1.0,90.30000000000001,302.7300109863281,0.18,2.24,9.46,0.01,11.76,0,-,8,12.96,34.52,98,-,2.35,775,0,90.3,0,-,20,4.5,2.44,-,-,63.26,0,36.74,1164,0,0,6.67,7.5
Thu Apr 02 11:57:37 GMT+03:00 2026,02-apr.-2026 11:57:37.475,0.0,1.0,90.30000000000001,302.7300109863281,0.23,2.25,9.41,0.01,12.16,-0.01,-,8,12.93,34.52,98,-,2.35,795.75,0,90.3,0,-,20,4.64,2.52,-,-,63.13,0,36.87,1165,0,0,6.67,4.5
Thu Apr 02 11:57:39 GMT+03:00 2026,02-apr.-2026 11:57:39.146,0.0,1.0,90.30000000000001,302.7300109863281,0.25,2.24,9.38,0,11.76,0,-,8,12.89,34.52,98,-,2.75,791.75,0,90.3,0,-,20,4.5,2.46,-,-,63.01,0,36.99,1167,0,0,6.67,7.5
Thu Apr 02 11:57:40 GMT+03:00 2026,02-apr.-2026 11:57:40.972,0.0,1.0,90.30000000000001,302.7300109863281,0.21,2.25,9.41,0.01,11.76,-0.01,-,8,12.85,34.52,98,-,2.35,785.5,0,90.3,0,-,20,4.64,2.5,-,-,62.87,0,37.13,1169,0,0,7.06,4.5
Thu Apr 02 11:57:42 GMT+03:00 2026,02-apr.-2026 11:57:42.831,0.0,1.0,90.30000000000001,302.7300109863281,0.64,4.54,8.86,0.04,49.02,0.01,-,8,12.82,34.66,98,-,2.75,795.5,0,90.3,0,-,20,4.5,2.48,-,-,62.74,0,37.26,1171,0,0,48.24,9
Thu Apr 02 11:57:44 GMT+03:00 2026,02-apr.-2026 11:57:44.537,0.0,1.399999976158142,90.30000000000001,302.7300109863281,1.35,4.94,9.1,0.08,47.06,0.06,-,8,12.8,34.66,98,3.85,30.59,2104.25,0.03,90.3,8,5.16,20,14.21,24.04,-,-,62.75,0,37.25,1172,0,8,80,4
Thu Apr 02 11:57:46 GMT+03:00 2026,02-apr.-2026 11:57:46.279,5.0988383293151855,1.7999999523162842,90.5,319.8599853515625,0.39,1.47,9.27,-0.02,15.29,-0.17,-,8,12.83,34.66,98,21.97,5.49,2371.75,0.01,90.5,9.58,29.47,20,5.08,7.76,-,-,62.83,0,37.17,1174,18.36,23,17.65,13
Thu Apr 02 11:57:47 GMT+03:00 2026,02-apr.-2026 11:57:48.049,5.122515678405762,2.0999999046325684,90.4,318.5400085449219,-1.38,2.02,9,-0.03,13.33,0.02,-,8,12.85,34.66,99,21.97,3.53,1404.25,0,90.4,0.36,29.47,20,3.77,3.69,-,-,62.9,0,37.1,1176,18.44,18,10.2,-4.5
Thu Apr 02 11:57:49 GMT+03:00 2026,02-apr.-2026 11:57:49.801,3.8115179538726807,2.299999952316284,89.7,290.8500061035156,-1.25,2.94,9.54,0.04,25.1,0.04,-,8,12.84,34.66,99,-,2.75,986,0,89.7,3.52,-,19,4.06,2.85,-,-,62.98,0,37.02,1178,13.72,12,12.16,5.5
Thu Apr 02 11:57:51 GMT+03:00 2026,02-apr.-2026 11:57:51.668,4.093070983886719,2.299999952316284,88.7,243.69000244140625,-2.21,3.06,9.82,0.09,25.88,-0.06,-,8,12.85,34.66,99,1.68,7.84,1363.25,0.01,88.7,0.99,2.25,19,8.85,9.02,-,-,63.06,0,36.94,1180,14.74,14,17.65,13
Thu Apr 02 11:57:53 GMT+03:00 2026,02-apr.-2026 11:57:53.470,5.426201820373535,2.4000000953674316,86.9,206.32000732421875,0.5,3.74,9.07,0.02,31.76,0,-,8,12.86,34.66,99,4.19,13.73,1333,0.01,86.9,1.87,5.62,19,10.01,10.04,-,-,63.13,0,36.87,1181,19.53,18,31.37,7
Thu Apr 02 11:57:55 GMT+03:00 2026,02-apr.-2026 11:57:55.267,8.07856559753418,2.4000000953674316,85.6,204.35000610351562,0.72,1.82,9.78,0.04,15.69,0.01,-,8,12.9,34.66,99,14.38,22.75,1937.75,0.02,85.6,3.3,19.28,19,11.31,17.44,-,-,63.21,0,36.79,1183,29.08,27,13.33,8
Thu Apr 02 11:57:56 GMT+03:00 2026,02-apr.-2026 11:57:57.111,8.267983436584473,2.5,85.4,211.4199981689453,0.88,1.74,8.91,-0.05,15.69,-0.15,-,8,12.95,34.66,99,7.45,16.47,1672.25,0.02,85.4,1.92,10,19,8.7,17.32,-,-,63.29,0,36.71,1185,29.76,31,29.8,3.5
Thu Apr 02 11:57:58 GMT+03:00 2026,02-apr.-2026 11:57:58.913,9.212498664855957,2.4000000953674316,82.5,217.72999572753906,-0.13,3.14,9.66,0.05,27.84,0.01,-,8,13.01,34.66,99,3.91,5.88,1663.5,0.01,82.5,1.87,5.24,19,3.63,3.77,-,-,63.36,0,36.64,1187,33.16,33,28.24,9
Thu Apr 02 11:58:00 GMT+03:00 2026,02-apr.-2026 11:58:00.982,10.333563804626465,2.299999952316284,82.30000000000001,216.8699951171875,0.13,2.79,9.95,0.07,25.88,-0.03,-,8,13.08,34.66,99,9.05,14.51,1745.5,0.02,82.3,2.47,12.14,19,9.72,12.71,-,-,63.45,0,36.55,1189,37.2,37,28.63,17.5
Thu Apr 02 11:58:02 GMT+03:00 2026,02-apr.-2026 11:58:02.501,11.232268333435059,2.4000000953674316,80.30000000000001,215.3800048828125,0.33,2.46,9.21,-0.01,25.1,-0.02,-,8,13.15,34.66,99,6.91,9.8,1906.25,0.01,80.3,0.74,9.27,19,7.25,9.53,-,-,63.51,0,36.49,1190,40.44,40,25.1,22
Thu Apr 02 11:58:04 GMT+03:00 2026,02-apr.-2026 11:58:04.337,11.586397171020508,2.5999999046325684,79.7,216.42999267578125,0.42,2.94,8.94,-0.02,36.86,-0.11,-,8,13.23,34.66,100,2.56,10.2,1971.25,0.01,79.7,0.66,3.44,19,6.82,9.48,-,-,63.58,0,36.42,1192,41.71,41,40.78,4.5
Thu Apr 02 11:58:05 GMT+03:00 2026,02-apr.-2026 11:58:06.131,12.166489601135254,2.5999999046325684,79.4,217.17999267578125,-0.42,2.32,8.11,-0.12,26.67,-0.13,-,8,13.33,34.66,100,19.72,30.98,2253.5,0.04,79.4,6.29,26.44,19,13.78,27.16,-,-,63.66,0,36.34,1194,43.8,48,27.06,17.5
Thu Apr 02 11:58:07 GMT+03:00 2026,02-apr.-2026 11:58:07.918,13.801761627197266,2.5999999046325684,78.2,216.47000122070312,-0.46,1.87,9.66,0.02,18.04,0,-,8,13.43,34.66,100,5.93,12.55,2406.75,0.02,78.2,0.36,7.95,18,7.11,11.45,-,-,63.73,0,36.27,1196,49.69,50,21.96,22.5
Thu Apr 02 11:58:09 GMT+03:00 2026,02-apr.-2026 11:58:09.687,14.292806625366211,2.700000047683716,76.30000000000001,215.97999572753906,0.39,1.9,9.6,0.02,21.96,-0.02,-,8,13.53,34.66,100,5.93,4.71,2356.75,0.01,76.3,0.05,7.95,18,3.05,4.5,-,-,63.8,0,36.2,1198,51.45,50,20,23.5
Thu Apr 02 11:58:11 GMT+03:00 2026,02-apr.-2026 11:58:11.515,13.501678466796875,2.799999952316284,74.2,217.22000122070312,-0.06,2.31,9.66,0.03,25.49,-0.01,-,8,13.63,34.66,99,-,9.02,2334.75,0.01,74.2,0.11,-,18,4.79,7.37,-,-,63.88,0,36.12,1199,48.61,49,25.1,26
Thu Apr 02 11:58:13 GMT+03:00 2026,02-apr.-2026 11:58:13.257,12.652386665344238,2.700000047683716,71.80000000000001,214.58999633789062,-0.16,1.97,8.76,-0.07,14.51,-0.08,-,8,13.72,34.66,99,-,9.02,2355.25,0.01,71.8,3.79,-,18,6.09,9.6,-,-,63.95,0,36.05,1201,45.55,49,13.73,22.5
Thu Apr 02 11:58:14 GMT+03:00 2026,02-apr.-2026 11:58:14.949,13.029678344726562,2.5999999046325684,74.0,216.25999450683594,-0.05,1.29,9.63,0.01,13.73,0.01,-,8,13.82,34.66,99,-,3.53,1649,0,74,1.45,-,18,3.05,3.3,-,-,64.01,0,35.99,1203,46.91,47,9.41,26.5
Thu Apr 02 11:58:16 GMT+03:00 2026,02-apr.-2026 11:58:16.653,10.89358139038086,2.5999999046325684,74.6,215.13999938964844,-0.49,2.54,9.65,0.04,29.41,0.01,-,8,13.89,34.66,99,-,3.53,1538,0,74.6,2.69,-,18,3.05,3.23,-,-,64.08,0,35.92,1205,39.22,40,9.41,24.5
Thu Apr 02 11:58:18 GMT+03:00 2026,02-apr.-2026 11:58:18.436,11.367125511169434,2.5,75.4,214.6199951171875,0.67,2.94,9.78,0.06,58.82,0.1,-,8,13.96,34.81,99,-,19.61,1505.25,0.02,75.4,1.14,-,18,11.31,13.57,-,-,64.15,0,35.85,1206,40.92,40,70.2,1.5
Thu Apr 02 11:58:20 GMT+03:00 2026,02-apr.-2026 11:58:20.212,13.22475814819336,2.4000000953674316,76.6,214.75999450683594,0.75,3.66,8.53,-0.03,62.35,0.11,-,8,14.05,34.81,98,16.69,23.53,1730.25,0.03,76.6,5.08,22.39,18,14.21,20.91,-,-,64.22,0,35.78,1208,47.61,46,73.73,2
Thu Apr 02 11:58:21 GMT+03:00 2026,02-apr.-2026 11:58:21.891,13.900074005126953,2.5999999046325684,77.30000000000001,215.60000610351562,-0.2,2.51,10.07,0.08,28.24,0.03,-,8,14.15,34.81,98,15.94,12.94,1912,0.02,77.3,3.39,21.38,18,12.62,16.64,-,-,64.29,0,35.71,1210,50.04,51,29.02,19.5
Thu Apr 02 11:58:23 GMT+03:00 2026,02-apr.-2026 11:58:23.651,13.905735969543457,2.700000047683716,78.9,214.27000427246094,0.16,2.35,9.16,-0.02,27.45,-0.03,-,8,14.25,34.81,98,3.19,12.16,1971.25,0.01,78.9,0.25,4.28,18,8.12,11.06,-,-,64.36,0,35.64,1212,50.06,52,27.84,20
Thu Apr 02 11:58:25 GMT+03:00 2026,02-apr.-2026 11:58:25.383,14.394721984863281,2.700000047683716,80.5,215.1699981689453,-0.12,2.33,9.74,0.04,19.22,0.08,-,8,14.35,34.81,98,3.32,11.76,2011.5,0.01,80.5,3.33,4.45,18,8.27,11.15,-,-,64.43,0,35.57,1213,51.82,53,26.67,22
Thu Apr 02 11:58:27 GMT+03:00 2026,02-apr.-2026 11:58:27.236,14.326778411865234,2.700000047683716,83.2,214.80999755859375,0.33,2.37,9.33,0,25.1,-0.03,-,8,14.46,34.81,98,3.32,3.92,2016,0.01,83.2,1.18,4.45,18,3.77,4.69,-,-,64.5,0,35.5,1215,51.58,53,14.9,27
Thu Apr 02 11:58:28 GMT+03:00 2026,02-apr.-2026 11:58:28.992,14.210451126098633,2.799999952316284,84.30000000000001,214.9499969482422,-0.14,2.49,8.47,0.06,25.49,0.04,-,8,14.56,34.81,98,-,9.8,1964.25,0.01,84.3,0.42,-,18,6.82,8.96,-,-,64.57,0,35.43,1217,51.16,52,25.49,23.5
