GPS Time,Device Time,GPS Speed (Meters/second),Horizontal Dilution of Precision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),Absolute Throttle Position B(%),Acceleration Sensor(Total)(g),Air Fuel Ratio(Measured)(:1),Ambient air temp(°C),Average trip speed(whilst stopped or moving)(km/h),Barometric pressure (from vehicle)(psi),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine RPM(rpm),Fuel flow rate/minute(gal/min),GPS Altitude(m),GPS vs OBD Speed difference(km/h),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Intake Manifold Pressure(psi),Mass Air Flow Rate(g/s),O2 Bank 1 Sensor 1 Voltage(V),O2 Bank 1 Sensor 2 Voltage(V),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Run time since engine start(s),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Timing Advance(°)
Thu Apr 02 11:38:33 GMT+03:00 2026,02-apr.-2026 11:38:33.813,0.0339716672897338,1.7999999523162842,66.5,16.6200008392334,-1.55,5.2,8.41,0.04,12.94,0.0,-,11,0,35.1,75,-,2.75,819.5,0,66.5,0.12,-,29,4.64,2.51,-,-,-,-,-,20,0.12,0,8.63,3
Thu Apr 02 11:38:34 GMT+03:00 2026,02-apr.-2026 11:38:34.318,0.0267655551433563,1.7999999523162842,67.1,147.82000732421875,-1.7,5.57,7.82,0.01,12.94,0.0,-,11,0,35.1,75,-,2.75,819.5,0,67.1,0.12,-,29,4.64,2.51,-,-,-,-,-,20,0.1,0,8.63,1
Thu Apr 02 11:38:34 GMT+03:00 2026,02-apr.-2026 11:38:34.814,0.0267655551433563,1.7999999523162842,67.1,147.82000732421875,-1.7,5.36,7.99,0.01,12.94,0.01,-,11,0,35.1,75,-,2.75,819.5,0,67.1,0.12,-,29,4.64,2.51,-,-,-,-,-,20,0.1,0,8.63,1
Thu Apr 02 11:38:35 GMT+03:00 2026,02-apr.-2026 11:38:35.313,0.0504427775740623,1.7999999523162842,67.3,207.38999938964844,-2.12,5.55,7.58,0.0,12.94,-0.01,-,11,0,35.1,75,-,2.75,819.5,0,67.3,0.12,-,29,4.5,2.51,-,-,-,-,-,22,0.18,0,8.63,1
Thu Apr 02 11:38:35 GMT+03:00 2026,02-apr.-2026 11:38:35.813,0.0504427775740623,1.7999999523162842,67.3,207.38999938964844,-2.12,5.64,7.8,0.02,12.94,0.0,-,11,0,35.1,75,-,2.75,819,0,67.3,0.18,-,29,4.5,2.48,-,-,-,-,-,22,0.18,0,8.63,1
Thu Apr 02 11:38:36 GMT+03:00 2026,02-apr.-2026 11:38:36.312,0.0627961084246635,1.7000000476837158,67.6,281.9700012207031,-1.91,5.51,7.52,-0.01,12.94,0.0,-,11,0,35.1,75,-,2.75,819,0,67.6,0.18,-,29,4.5,2.48,-,-,-,-,-,22,0.23,0,8.24,3
Thu Apr 02 11:38:36 GMT+03:00 2026,02-apr.-2026 11:38:36.814,0.0627961084246635,1.7000000476837158,67.6,281.9700012207031,-1.93,5.48,8.07,0.03,12.94,0.01,-,11,0,35.1,75,-,2.75,819,0,67.6,0.18,-,29,4.5,2.48,-,-,-,-,-,24,0.23,0,8.24,3
Thu Apr 02 11:38:37 GMT+03:00 2026,02-apr.-2026 11:38:37.313,0.0622813887894153,1.7000000476837158,67.6,184.7700042724609,-1.17,4.79,8.4,0.01,12.94,0.22,-,11,0,35.1,75,-,2.75,808.75,0,67.6,0.22,-,29,4.64,2.5,-,-,-,-,-,24,0.22,0,8.24,3
Thu Apr 02 11:38:37 GMT+03:00 2026,02-apr.-2026 11:38:37.811,0.0622813887894153,1.7000000476837158,67.6,184.7700042724609,-2.1,5.41,8.11,0.04,12.94,-0.02,-,11,0,35.1,75,-,2.75,808.75,0,67.6,0.22,-,28,4.64,2.5,-,-,-,-,-,24,0.22,0,8.24,5.5
Thu Apr 02 11:38:38 GMT+03:00 2026,02-apr.-2026 11:38:38.310,0.0648550018668174,1.7999999523162842,67.6,192.6999969482422,-1.68,5.22,8.09,0.02,12.94,0.0,-,11,0,35.1,75,-,2.75,808.75,0,67.6,0.22,-,28,4.64,2.5,-,-,-,-,-,24,0.23,0,8.24,5.5
Thu Apr 02 11:38:38 GMT+03:00 2026,02-apr.-2026 11:38:38.811,0.0648550018668174,1.7999999523162842,67.6,192.6999969482422,-1.6,5.19,8.16,0.02,12.94,0.0,-,11,0,35.1,75,-,2.75,808.75,0,67.6,0.22,-,28,4.64,2.53,-,-,-,-,-,26,0.23,0,8.24,5.5
Thu Apr 02 11:38:39 GMT+03:00 2026,02-apr.-2026 11:38:39.312,0.0612519457936286,1.7999999523162842,67.5,232.5500030517578,-1.76,5.31,8.06,0.02,12.94,0.0,-,11,0,35.1,75,-,2.75,813,0,67.5,0.23,-,28,4.64,2.53,-,-,-,-,-,26,0.22,0,8.24,5.5
