# Serie EXTRAPOLATA - VW Touran 2.0 TDI (BKD) pe ciclul R_A — urban central (Brătianu–Ferdinand–Mamaia)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
1366,0.0,0.0,9438.4,0.1276,0.6335,0.4031,1671.5
1367,0.0,0.0,9438.4,0.1276,0.6336,0.4031,1671.9
1368,0.0,0.0,9438.4,0.1276,0.6338,0.4031,1672.3
1369,0.0,0.0,9438.4,0.1276,0.634,0.4031,1672.8
1370,0.0,0.0,9438.4,0.1276,0.6341,0.4031,1673.2
1371,0.0,0.0,9438.4,0.1276,0.6343,0.4031,1673.6
1372,0.0,0.0,9438.4,0.1276,0.6344,0.4031,1674.0
1373,0.0,0.0,9438.4,0.1276,0.6346,0.4031,1674.4
1374,0.0,0.0,9438.4,0.1276,0.6347,0.4031,1674.8
1375,0.0,0.0,9438.4,0.1276,0.6349,0.4031,1675.2
1376,0.0,0.0,9438.4,0.1276,0.635,0.4031,1675.6
1377,0.0,0.0,9438.4,0.1276,0.6352,0.4031,1676.0
1378,0.0,0.0,9438.4,0.1276,0.6353,0.4031,1676.4
1379,0.0,0.2764,9438.4,0.1276,0.6355,0.4031,1676.8
1380,1.99,0.6111,9439.0,0.1376,0.6356,0.4347,1677.2
1381,4.4,1.0625,9440.2,0.2664,0.636,0.8419,1678.1
1382,9.64,1.2236,9442.9,0.5379,0.6366,1.6998,1679.8
1383,13.21,0.5778,9446.6,0.4249,0.6371,1.3426,1681.1
1384,13.8,0.3292,9450.4,0.3271,0.6375,1.0335,1682.1
1385,15.58,0.5806,9454.7,0.4954,0.6381,1.5655,1683.7
1386,17.98,0.4903,9459.7,0.5121,0.6387,1.6181,1685.3
1387,19.11,0.3431,9465.0,0.4488,0.6393,1.4183,1686.7
1388,20.45,0.4917,9470.7,0.5811,0.64,1.8362,1688.6
1389,22.65,0.3736,9477.0,0.5509,0.6406,1.7407,1690.3
1390,23.14,-0.2403,9483.4,0.0502,0.6407,0.1587,1690.5
1391,20.92,-0.8,9489.2,0.049,0.6407,0.155,1690.6
1392,17.38,-1.1153,9494.1,0.0454,0.6408,0.1434,1690.8
1393,12.89,-0.9903,9497.6,0.1201,0.6409,0.3794,1691.2
1394,10.25,-0.6694,9500.5,0.1107,0.6411,0.3498,1691.5
1395,8.07,-0.6903,9502.7,0.1038,0.6412,0.3281,1691.8
1396,5.28,-0.7194,9504.2,0.0967,0.6413,0.3055,1692.1
1397,2.89,-0.4125,9505.0,0.0909,0.6414,0.2872,1692.4
1398,2.31,-0.1958,9505.6,0.0899,0.6415,0.2842,1692.7
1399,1.48,-0.275,9506.0,0.0899,0.6416,0.2842,1693.0
1400,0.33,-0.2056,9506.1,0.1276,0.6418,0.4031,1693.4
1401,0.0,-0.0458,9506.1,0.1276,0.6419,0.4031,1693.8
1402,0.0,0.0,9506.1,0.1276,0.6421,0.4031,1694.2
1403,0.0,0.0,9506.1,0.1276,0.6422,0.4031,1694.6
1404,0.0,0.0,9506.1,0.1276,0.6424,0.4031,1695.0
1405,0.0,0.0,9506.1,0.1276,0.6425,0.4031,1695.4
1406,0.0,0.0,9506.1,0.1276,0.6427,0.4031,1695.8
1407,0.0,0.0,9506.1,0.1276,0.6428,0.4031,1696.2
1408,0.0,0.0,9506.1,0.1276,0.643,0.4031,1696.6
1409,0.0,0.0,9506.1,0.1276,0.6432,0.4031,1697.0
1410,0.0,0.0,9506.1,0.1276,0.6433,0.4031,1697.4
1411,0.0,0.0,9506.1,0.1276,0.6435,0.4031,1697.8
1412,0.0,0.0,9506.1,0.1276,0.6436,0.4031,1698.2
1413,0.0,0.0,9506.1,0.1276,0.6438,0.4031,1698.6
1414,0.0,0.0,9506.1,0.1276,0.6439,0.4031,1699.0
1415,0.0,0.0,9506.1,0.1276,0.6441,0.4031,1699.4
1416,0.0,0.0,9506.1,0.1276,0.6442,0.4031,1699.8
1417,0.0,0.0,9506.1,0.1276,0.6444,0.4031,1700.2
1418,0.0,0.0,9506.1,0.1276,0.6445,0.4031,1700.6
1419,0.0,0.0,9506.1,0.1276,0.6447,0.4031,1701.1
1420,0.0,0.0,9506.1,0.1276,0.6448,0.4031,1701.5
1421,0.0,0.0,9506.1,0.1276,0.645,0.4031,1701.9
1422,0.0,0.0,9506.1,0.1276,0.6451,0.4031,1702.3
1423,0.0,0.0,9506.1,0.1276,0.6453,0.4031,1702.7
1424,0.0,0.0,9506.1,0.1276,0.6454,0.4031,1703.1
1425,0.0,0.0,9506.1,0.1276,0.6456,0.4031,1703.5
1426,0.0,0.0,9506.1,0.1276,0.6457,0.4031,1703.9
1427,0.0,0.0,9506.1,0.1276,0.6459,0.4031,1704.3
1428,0.0,0.0,9506.1,0.1276,0.6461,0.4031,1704.7
1429,0.0,0.0,9506.1,0.1276,0.6462,0.4031,1705.1
1430,0.0,0.0,9506.1,0.1276,0.6464,0.4031,1705.5
1431,0.0,0.0,9506.1,0.1276,0.6465,0.4031,1705.9
1432,0.0,0.0,9506.1,0.1276,0.6467,0.4031,1706.3
1433,0.0,0.0,9506.1,0.1276,0.6468,0.4031,1706.7
1434,0.0,0.0,9506.1,0.1276,0.647,0.4031,1707.1
1435,0.0,0.0,9506.1,0.1276,0.6471,0.4031,1707.5
1436,0.0,0.0,9506.1,0.1276,0.6473,0.4031,1707.9
1437,0.0,0.0,9506.1,0.1276,0.6474,0.4031,1708.3
1438,0.0,0.0,9506.1,0.1276,0.6476,0.4031,1708.7
1439,0.0,0.0,9506.1,0.1276,0.6477,0.4031,1709.1
1440,0.0,0.0,9506.1,0.1276,0.6479,0.4031,1709.5
1441,0.0,0.0,9506.1,0.1276,0.648,0.4031,1709.9
1442,0.0,0.0,9506.1,0.1276,0.6482,0.4031,1710.3
1443,0.0,0.0,9506.1,0.1276,0.6483,0.4031,1710.7
1444,0.0,0.0,9506.1,0.1276,0.6485,0.4031,1711.1
1445,0.0,0.0,9506.1,0.1276,0.6487,0.4031,1711.5
1446,0.0,0.0,9506.1,0.1276,0.6488,0.4031,1711.9
1447,0.0,0.0,9506.1,0.1276,0.649,0.4031,1712.3
1448,0.0,0.0,9506.1,0.1276,0.6491,0.4031,1712.7
1449,0.0,0.0,9506.1,0.1276,0.6493,0.4031,1713.1
1450,0.0,0.0,9506.1,0.1276,0.6494,0.4031,1713.5
1451,0.0,0.0,9506.1,0.1276,0.6496,0.4031,1714.0
1452,0.0,0.0,9506.1,0.1276,0.6497,0.4031,1714.4
1453,0.0,0.0,9506.1,0.1276,0.6499,0.4031,1714.8
1454,0.0,0.0,9506.1,0.1276,0.65,0.4031,1715.2
1455,0.0,0.0,9506.1,0.1276,0.6502,0.4031,1715.6
1456,0.0,0.0,9506.1,0.1276,0.6503,0.4031,1716.0
1457,0.0,0.0,9506.1,0.1276,0.6505,0.4031,1716.4
1458,0.0,0.0,9506.1,0.1276,0.6506,0.4031,1716.8
1459,0.0,0.0,9506.1,0.1276,0.6508,0.4031,1717.2
1460,0.0,0.0,9506.1,0.1276,0.6509,0.4031,1717.6
1461,0.0,0.0,9506.1,0.1276,0.6511,0.4031,1718.0
1462,0.0,0.0,9506.1,0.1276,0.6512,0.4031,1718.4
1463,0.0,0.0,9506.1,0.1276,0.6514,0.4031,1718.8
1464,0.0,0.0,9506.1,0.1276,0.6516,0.4031,1719.2
1465,0.0,0.0,9506.1,0.1276,0.6517,0.4031,1719.6
1466,0.0,0.0,9506.1,0.1276,0.6519,0.4031,1720.0
1467,0.0,0.0,9506.1,0.1276,0.652,0.4031,1720.4
1468,0.0,0.0,9506.1,0.1276,0.6522,0.4031,1720.8
1469,0.0,0.0,9506.1,0.1276,0.6523,0.4031,1721.2
1470,0.0,0.0,9506.1,0.1276,0.6525,0.4031,1721.6
1471,0.0,0.0,9506.1,0.1276,0.6526,0.4031,1722.0
1472,0.0,0.0,9506.1,0.1276,0.6528,0.4031,1722.4
1473,0.0,0.0,9506.1,0.1276,0.6529,0.4031,1722.8
1474,0.0,0.0,9506.1,0.1276,0.6531,0.4031,1723.2
1475,0.0,0.0,9506.1,0.1276,0.6532,0.4031,1723.6
1476,0.0,0.0,9506.1,0.1276,0.6534,0.4031,1724.0
1477,0.0,0.0,9506.1,0.1276,0.6535,0.4031,1724.4
1478,0.0,0.0,9506.1,0.1276,0.6537,0.4031,1724.8
1479,0.0,0.0,9506.1,0.1276,0.6538,0.4031,1725.2
1480,0.0,0.0,9506.1,0.1276,0.654,0.4031,1725.6
1481,0.0,0.0,9506.1,0.1276,0.6542,0.4031,1726.0
1482,0.0,0.0,9506.1,0.1276,0.6543,0.4031,1726.4
1483,0.0,0.0,9506.1,0.1276,0.6545,0.4031,1726.9
1484,0.0,0.0,9506.1,0.1276,0.6546,0.4031,1727.3
1485,0.0,0.0,9506.1,0.1276,0.6548,0.4031,1727.7
1486,0.0,0.0,9506.1,0.1276,0.6549,0.4031,1728.1
1487,0.0,0.0,9506.1,0.1276,0.6551,0.4031,1728.5
1488,0.0,0.0,9506.1,0.1276,0.6552,0.4031,1728.9
1489,0.0,0.0,9506.1,0.1276,0.6554,0.4031,1729.3
1490,0.0,0.0,9506.1,0.1276,0.6555,0.4031,1729.7
1491,0.0,0.0,9506.1,0.1276,0.6557,0.4031,1730.1
1492,0.0,0.0,9506.1,0.1276,0.6558,0.4031,1730.5
1493,0.0,0.0,9506.1,0.1276,0.656,0.4031,1730.9
1494,0.0,0.0292,9506.1,0.1276,0.6561,0.4031,1731.3
1495,0.21,0.1097,9506.2,0.1276,0.6563,0.4031,1731.7
1496,0.79,0.1611,9506.4,0.1276,0.6564,0.4031,1732.1
1497,1.37,0.1611,9506.8,0.1021,0.6566,0.3225,1732.4
1498,1.95,0.3597,9507.3,0.1202,0.6567,0.3798,1732.8
1499,3.96,0.5917,9508.4,0.1857,0.6569,0.5868,1733.4
1500,6.21,0.9069,9510.2,0.3092,0.6573,0.9772,1734.4
1501,10.49,1.1653,9513.1,0.558,0.658,1.7634,1736.1
1502,14.6,1.0389,9517.1,0.691,0.6588,2.1835,1738.3
1503,17.97,0.8736,9522.1,0.7426,0.6597,2.3467,1740.7
1504,20.89,0.7139,9527.9,0.7488,0.6606,2.3663,1743.0
1505,23.11,0.2347,9534.3,0.449,0.6611,1.4189,1744.4
1506,22.58,-0.4042,9540.6,0.0506,0.6612,0.16,1744.6
1507,20.2,-1.4361,9546.2,0.0483,0.6612,0.1526,1744.7
1508,12.24,-2.1708,9549.6,0.1169,0.6614,0.3695,1745.1
1509,4.57,-1.4764,9550.9,0.095,0.6615,0.3001,1745.4
1510,1.61,-0.6347,9551.3,0.0899,0.6616,0.2842,1745.7
1511,0.0,-0.2236,9551.3,0.1276,0.6618,0.4031,1746.1
1512,0.0,0.0,9551.3,0.1276,0.6619,0.4031,1746.5
1513,0.0,0.0,9551.3,0.1276,0.6621,0.4031,1746.9
1514,0.0,0.0,9551.3,0.1276,0.6622,0.4031,1747.3
1515,0.0,0.0,9551.3,0.1276,0.6624,0.4031,1747.7
1516,0.0,0.0,9551.3,0.1276,0.6625,0.4031,1748.1
1517,0.0,0.0,9551.3,0.1276,0.6627,0.4031,1748.5
1518,0.0,0.0,9551.3,0.1276,0.6628,0.4031,1748.9
1519,0.0,0.0,9551.3,0.1276,0.663,0.4031,1749.3
1520,0.0,0.0,9551.3,0.1276,0.6631,0.4031,1749.7
1521,0.0,0.0,9551.3,0.1276,0.6633,0.4031,1750.1
1522,0.0,0.0,9551.3,0.1276,0.6634,0.4031,1750.5
1523,0.0,0.0,9551.3,0.1276,0.6636,0.4031,1750.9
1524,0.0,0.0,9551.3,0.1276,0.6637,0.4031,1751.3
1525,0.0,0.0,9551.3,0.1276,0.6639,0.4031,1751.8
1526,0.0,0.0,9551.3,0.1276,0.664,0.4031,1752.2
1527,0.0,0.0,9551.3,0.1276,0.6642,0.4031,1752.6
1528,0.0,0.0,9551.3,0.1276,0.6644,0.4031,1753.0
1529,0.0,0.0,9551.3,0.1276,0.6645,0.4031,1753.4
1530,0.0,0.0,9551.3,0.1276,0.6647,0.4031,1753.8
1531,0.0,0.0,9551.3,0.1276,0.6648,0.4031,1754.2
1532,0.0,0.0,9551.3,0.1276,0.665,0.4031,1754.6
1533,0.0,0.0,9551.3,0.1276,0.6651,0.4031,1755.0
1534,0.0,0.0,9551.3,0.1276,0.6653,0.4031,1755.4
1535,0.0,0.0,9551.3,0.1276,0.6654,0.4031,1755.8
1536,0.0,0.0,9551.3,0.1276,0.6656,0.4031,1756.2
1537,0.0,0.0,9551.3,0.1276,0.6657,0.4031,1756.6
1538,0.0,0.0,9551.3,0.1276,0.6659,0.4031,1757.0
1539,0.0,0.0,9551.3,0.1276,0.666,0.4031,1757.4
1540,0.0,0.0,9551.3,0.1276,0.6662,0.4031,1757.8
1541,0.0,0.0,9551.3,0.1276,0.6663,0.4031,1758.2
1542,0.0,0.0,9551.3,0.1276,0.6665,0.4031,1758.6
1543,0.0,0.0,9551.3,0.1276,0.6666,0.4031,1759.0
1544,0.0,0.0,9551.3,0.1276,0.6668,0.4031,1759.4
1545,0.0,0.0,9551.3,0.1276,0.6669,0.4031,1759.8
1546,0.0,0.0,9551.3,0.1276,0.6671,0.4031,1760.2
1547,0.0,0.0,9551.3,0.1276,0.6673,0.4031,1760.6
1548,0.0,0.0,9551.3,0.1276,0.6674,0.4031,1761.0
1549,0.0,0.0,9551.3,0.1276,0.6676,0.4031,1761.4
1550,0.0,0.0,9551.3,0.1276,0.6677,0.4031,1761.8
1551,0.0,0.0,9551.3,0.1276,0.6679,0.4031,1762.2
1552,0.0,0.0,9551.3,0.1276,0.668,0.4031,1762.6
1553,0.0,0.0,9551.3,0.1276,0.6682,0.4031,1763.0
1554,0.0,0.0,9551.3,0.1276,0.6683,0.4031,1763.4
1555,0.0,0.0,9551.3,0.1276,0.6685,0.4031,1763.8
1556,0.0,0.0,9551.3,0.1276,0.6686,0.4031,1764.2
1557,0.0,0.0,9551.3,0.1276,0.6688,0.4031,1764.7
1558,0.0,0.0,9551.3,0.1276,0.6689,0.4031,1765.1
1559,0.0,0.0,9551.3,0.1276,0.6691,0.4031,1765.5
1560,0.0,0.0,9551.3,0.1276,0.6692,0.4031,1765.9
1561,0.0,0.0,9551.3,0.1276,0.6694,0.4031,1766.3
1562,0.0,0.0,9551.3,0.1276,0.6695,0.4031,1766.7
1563,0.0,0.0,9551.3,0.1276,0.6697,0.4031,1767.1
1564,0.0,0.0,9551.3,0.1276,0.6699,0.4031,1767.5
1565,0.0,0.0,9551.3,0.1276,0.67,0.4031,1767.9
1566,0.0,0.0,9551.3,0.1276,0.6702,0.4031,1768.3
1567,0.0,0.0,9551.3,0.1276,0.6703,0.4031,1768.7
1568,0.0,0.0,9551.3,0.1276,0.6705,0.4031,1769.1
1569,0.0,0.0,9551.3,0.1276,0.6706,0.4031,1769.5
1570,0.0,0.0,9551.3,0.1276,0.6708,0.4031,1769.9
1571,0.0,0.0,9551.3,0.1276,0.6709,0.4031,1770.3
1572,0.0,0.0,9551.3,0.1276,0.6711,0.4031,1770.7
1573,0.0,0.0,9551.3,0.1276,0.6712,0.4031,1771.1
1574,0.0,0.0,9551.3,0.1276,0.6714,0.4031,1771.5
1575,0.0,0.0,9551.3,0.1276,0.6715,0.4031,1771.9
1576,0.0,0.0,9551.3,0.1276,0.6717,0.4031,1772.3
1577,0.0,0.0,9551.3,0.1276,0.6718,0.4031,1772.7
1578,0.0,0.0,9551.3,0.1276,0.672,0.4031,1773.1
1579,0.0,0.0,9551.3,0.1276,0.6721,0.4031,1773.5
1580,0.0,0.0,9551.3,0.1276,0.6723,0.4031,1773.9
1581,0.0,0.0,9551.3,0.1276,0.6724,0.4031,1774.3
1582,0.0,0.0,9551.3,0.1276,0.6726,0.4031,1774.7
1583,0.0,0.0,9551.3,0.1276,0.6728,0.4031,1775.1
1584,0.0,0.0,9551.3,0.1276,0.6729,0.4031,1775.5
1585,0.0,0.0,9551.3,0.1276,0.6731,0.4031,1775.9
1586,0.0,0.0,9551.3,0.1276,0.6732,0.4031,1776.3
1587,0.0,0.0,9551.3,0.1276,0.6734,0.4031,1776.7
1588,0.0,0.0,9551.3,0.1276,0.6735,0.4031,1777.1
1589,0.0,0.0,9551.3,0.1276,0.6737,0.4031,1777.6
1590,0.0,0.0,9551.3,0.1276,0.6738,0.4031,1778.0
1591,0.0,0.0,9551.3,0.1276,0.674,0.4031,1778.4
1592,0.0,0.0,9551.3,0.1276,0.6741,0.4031,1778.8
1593,0.0,0.0,9551.3,0.1276,0.6743,0.4031,1779.2
1594,0.0,0.0,9551.3,0.1276,0.6744,0.4031,1779.6
1595,0.0,0.0,9551.3,0.1276,0.6746,0.4031,1780.0
1596,0.0,0.0,9551.3,0.1276,0.6747,0.4031,1780.4
1597,0.0,0.0,9551.3,0.1276,0.6749,0.4031,1780.8
1598,0.0,0.0,9551.3,0.1276,0.675,0.4031,1781.2
1599,0.0,0.0,9551.3,0.1276,0.6752,0.4031,1781.6
1600,0.0,0.0,9551.3,0.1276,0.6754,0.4031,1782.0
1601,0.0,0.0,9551.3,0.1276,0.6755,0.4031,1782.4
1602,0.0,0.0,9551.3,0.1276,0.6757,0.4031,1782.8
1603,0.0,0.0,9551.3,0.1276,0.6758,0.4031,1783.2
1604,0.0,0.0,9551.3,0.1276,0.676,0.4031,1783.6
1605,0.0,0.0,9551.3,0.1276,0.6761,0.4031,1784.0
1606,0.0,0.0,9551.3,0.1276,0.6763,0.4031,1784.4
1607,0.0,0.0,9551.3,0.1276,0.6764,0.4031,1784.8
1608,0.0,0.0,9551.3,0.1276,0.6766,0.4031,1785.2
1609,0.0,0.0,9551.3,0.1276,0.6767,0.4031,1785.6
1610,0.0,0.0,9551.3,0.1276,0.6769,0.4031,1786.0
1611,0.0,0.0,9551.3,0.1276,0.677,0.4031,1786.4
1612,0.0,0.0,9551.3,0.1276,0.6772,0.4031,1786.8
1613,0.0,0.0,9551.3,0.1276,0.6773,0.4031,1787.2
1614,0.0,0.0,9551.3,0.1276,0.6775,0.4031,1787.6
1615,0.0,0.3639,9551.3,0.1276,0.6776,0.4031,1788.0
1616,2.62,0.9903,9552.1,0.1862,0.6779,0.5885,1788.6
1617,7.13,1.4042,9554.1,0.4615,0.6784,1.4583,1790.1
1618,12.73,1.5569,9557.6,0.8286,0.6794,2.6185,1792.7
1619,18.34,1.2569,9562.7,0.9911,0.6806,3.1318,1795.8
1620,21.78,1.1181,9568.7,1.0647,0.6819,3.3644,1799.2
1621,26.39,1.5806,9576.1,1.5675,0.6838,4.9533,1804.1
1622,33.16,1.5597,9585.3,1.9001,0.686,6.0042,1810.2
1623,37.62,1.0083,9595.7,1.5493,0.6879,4.8957,1815.0
1624,40.42,0.6667,9607.0,1.249,0.6894,3.9467,1819.0
1625,42.42,0.5361,9618.7,1.1396,0.6907,3.601,1822.6
1626,44.28,0.5861,9631.0,1.2197,0.6922,3.8542,1826.4
1627,46.64,0.55,9644.0,1.1954,0.6936,3.7775,1830.2
1628,48.24,0.3028,9657.4,0.8659,0.6947,2.7362,1833.0
1629,48.82,0.2139,9671.0,0.7317,0.6955,2.3121,1835.3
1630,49.78,0.2889,9684.8,0.8727,0.6966,2.7576,1838.0
1631,50.9,0.2444,9698.9,0.8184,0.6976,2.5862,1840.6
1632,51.54,0.1375,9713.2,0.6452,0.6983,2.0388,1842.7
1633,51.89,-0.0278,9727.7,0.3628,0.6988,1.1465,1843.8
1634,51.34,-0.0958,9741.9,0.2408,0.6991,0.761,1844.6
1635,51.2,0.0556,9756.1,0.4997,0.6997,1.579,1846.1
1636,51.74,-0.0097,9770.5,0.3928,0.7001,1.2412,1847.4
1637,51.13,-0.3194,9784.7,0.0435,0.7002,0.1375,1847.5
1638,49.44,-0.4819,9798.4,0.0433,0.7002,0.1369,1847.7
1639,47.66,-0.5306,9811.7,0.0431,0.7003,0.1362,1847.8
1640,45.62,-0.9222,9824.4,0.0468,0.7003,0.1479,1847.9
1641,41.02,-1.3514,9835.7,0.0531,0.7004,0.1679,1848.1
1642,35.89,-1.5625,9845.7,0.0522,0.7005,0.165,1848.3
1643,29.77,-1.5347,9854.0,0.0483,0.7005,0.1527,1848.4
1644,24.84,-1.2347,9860.9,0.049,0.7006,0.155,1848.6
1645,20.88,-1.2611,9866.7,0.049,0.7007,0.1548,1848.7
1646,15.76,-1.4694,9871.1,0.044,0.7007,0.1389,1848.9
1647,10.3,-1.2444,9873.9,0.1108,0.7008,0.3503,1849.2
1648,6.8,-0.8889,9875.8,0.1004,0.701,0.3171,1849.5
1649,3.9,-0.4861,9876.9,0.0933,0.7011,0.2949,1849.8
1650,3.3,-0.1667,9877.8,0.0919,0.7012,0.2904,1850.1
1651,2.7,-0.1653,9878.6,0.0904,0.7013,0.2858,1850.4
1652,2.11,-0.2236,9879.2,0.0899,0.7014,0.2842,1850.7
1653,1.09,-0.2931,9879.5,0.0899,0.7015,0.2842,1851.0
1654,0.0,-0.1514,9879.5,0.1276,0.7017,0.4031,1851.4
1655,0.0,0.0,9879.5,0.1276,0.7018,0.4031,1851.8
1656,0.0,0.0,9879.5,0.1276,0.702,0.4031,1852.2
1657,0.0,0.0,9879.5,0.1276,0.7021,0.4031,1852.6
1658,0.0,0.0,9879.5,0.1276,0.7023,0.4031,1853.0
1659,0.0,0.0,9879.5,0.1276,0.7024,0.4031,1853.4
1660,0.0,0.0,9879.5,0.1276,0.7026,0.4031,1853.8
1661,0.0,0.0,9879.5,0.1276,0.7027,0.4031,1854.2
1662,0.0,0.0,9879.5,0.1276,0.7029,0.4031,1854.6
1663,0.0,0.0,9879.5,0.1276,0.703,0.4031,1855.0
1664,0.0,0.0,9879.5,0.1276,0.7032,0.4031,1855.4
1665,0.0,0.0,9879.5,0.1276,0.7033,0.4031,1855.8
1666,0.0,0.0,9879.5,0.1276,0.7035,0.4031,1856.2
1667,0.0,0.0,9879.5,0.1276,0.7036,0.4031,1856.6
1668,0.0,0.0,9879.5,0.1276,0.7038,0.4031,1857.0
1669,0.0,0.0,9879.5,0.1276,0.7039,0.4031,1857.4
1670,0.0,0.0,9879.5,0.1276,0.7041,0.4031,1857.8
1671,0.0,0.0,9879.5,0.1276,0.7043,0.4031,1858.2
1672,0.0,0.0,9879.5,0.1276,0.7044,0.4031,1858.6
1673,0.0,0.0,9879.5,0.1276,0.7046,0.4031,1859.0
1674,0.0,0.0,9879.5,0.1276,0.7047,0.4031,1859.4
1675,0.0,0.0,9879.5,0.1276,0.7049,0.4031,1859.9
1676,0.0,0.0,9879.5,0.1276,0.705,0.4031,1860.3
1677,0.0,0.0,9879.5,0.1276,0.7052,0.4031,1860.7
1678,0.0,0.0,9879.5,0.1276,0.7053,0.4031,1861.1
1679,0.0,0.0,9879.5,0.1276,0.7055,0.4031,1861.5
1680,0.0,0.0,9879.5,0.1276,0.7056,0.4031,1861.9
1681,0.0,0.0,9879.5,0.1276,0.7058,0.4031,1862.3
1682,0.0,0.0,9879.5,0.1276,0.7059,0.4031,1862.7
1683,0.0,0.0,9879.5,0.1276,0.7061,0.4031,1863.1
1684,0.0,0.0,9879.5,0.1276,0.7062,0.4031,1863.5
1685,0.0,0.0,9879.5,0.1276,0.7064,0.4031,1863.9
1686,0.0,0.0,9879.5,0.1276,0.7065,0.4031,1864.3
1687,0.0,0.0,9879.5,0.1276,0.7067,0.4031,1864.7
1688,0.0,0.0,9879.5,0.1276,0.7068,0.4031,1865.1
1689,0.0,0.0,9879.5,0.1276,0.707,0.4031,1865.5
1690,0.0,0.0,9879.5,0.1276,0.7072,0.4031,1865.9
1691,0.0,0.0,9879.5,0.1276,0.7073,0.4031,1866.3
1692,0.0,0.0,9879.5,0.1276,0.7075,0.4031,1866.7
1693,0.0,0.0,9879.5,0.1276,0.7076,0.4031,1867.1
1694,0.0,0.0,9879.5,0.1276,0.7078,0.4031,1867.5
1695,0.0,0.0,9879.5,0.1276,0.7079,0.4031,1867.9
1696,0.0,0.0,9879.5,0.1276,0.7081,0.4031,1868.3
1697,0.0,0.0,9879.5,0.1276,0.7082,0.4031,1868.7
1698,0.0,0.0,9879.5,0.1276,0.7084,0.4031,1869.1
1699,0.0,0.0,9879.5,0.1276,0.7085,0.4031,1869.5
1700,0.0,0.0,9879.5,0.1276,0.7087,0.4031,1869.9
1701,0.0,0.0,9879.5,0.1276,0.7088,0.4031,1870.3
1702,0.0,0.0,9879.5,0.1276,0.709,0.4031,1870.7
1703,0.0,0.0,9879.5,0.1276,0.7091,0.4031,1871.1
1704,0.0,0.0,9879.5,0.1276,0.7093,0.4031,1871.5
1705,0.0,0.0,9879.5,0.1276,0.7094,0.4031,1871.9
1706,0.0,0.0,9879.5,0.1276,0.7096,0.4031,1872.3
1707,0.0,0.0,9879.5,0.1276,0.7098,0.4031,1872.8
1708,0.0,0.0,9879.5,0.1276,0.7099,0.4031,1873.2
1709,0.0,0.0,9879.5,0.1276,0.7101,0.4031,1873.6
1710,0.0,0.0,9879.5,0.1276,0.7102,0.4031,1874.0
1711,0.0,0.0,9879.5,0.1276,0.7104,0.4031,1874.4
1712,0.0,0.0,9879.5,0.1276,0.7105,0.4031,1874.8
1713,0.0,0.0,9879.5,0.1276,0.7107,0.4031,1875.2
1714,0.0,0.0,9879.5,0.1276,0.7108,0.4031,1875.6
1715,0.0,0.0,9879.5,0.1276,0.711,0.4031,1876.0
1716,0.0,0.0,9879.5,0.1276,0.7111,0.4031,1876.4
1717,0.0,0.0,9879.5,0.1276,0.7113,0.4031,1876.8
1718,0.0,0.0,9879.5,0.1276,0.7114,0.4031,1877.2
1719,0.0,0.0,9879.5,0.1276,0.7116,0.4031,1877.6
1720,0.0,0.0,9879.5,0.1276,0.7117,0.4031,1878.0
1721,0.0,0.0,9879.5,0.1276,0.7119,0.4031,1878.4
1722,0.0,0.0,9879.5,0.1276,0.712,0.4031,1878.8
1723,0.0,0.0,9879.5,0.1276,0.7122,0.4031,1879.2
1724,0.0,0.0,9879.5,0.1276,0.7123,0.4031,1879.6
1725,0.0,0.0,9879.5,0.1276,0.7125,0.4031,1880.0
1726,0.0,0.0,9879.5,0.1276,0.7127,0.4031,1880.4
1727,0.0,0.0,9879.5,0.1276,0.7128,0.4031,1880.8
1728,0.0,0.0,9879.5,0.1276,0.713,0.4031,1881.2
1729,0.0,0.0,9879.5,0.1276,0.7131,0.4031,1881.6
1730,0.0,0.0,9879.5,0.1276,0.7133,0.4031,1882.0
1731,0.0,0.0,9879.5,0.1276,0.7134,0.4031,1882.4
1732,0.0,0.0,9879.5,0.1276,0.7136,0.4031,1882.8
1733,0.0,0.0,9879.5,0.1276,0.7137,0.4031,1883.2
1734,0.0,0.0,9879.5,0.1276,0.7139,0.4031,1883.6
1735,0.0,0.0,9879.5,0.1276,0.714,0.4031,1884.0
1736,0.0,0.0,9879.5,0.1276,0.7142,0.4031,1884.4
1737,0.0,0.1208,9879.5,0.1276,0.7143,0.4031,1884.8
1738,0.87,0.3056,9879.7,0.1276,0.7145,0.4031,1885.2
1739,2.2,0.9681,9880.3,0.1689,0.7147,0.5337,1885.8
1740,7.84,1.4583,9882.5,0.5136,0.7153,1.6231,1887.4
1741,12.7,1.0472,9886.0,0.6098,0.716,1.9271,1889.3
1742,15.38,0.9292,9890.3,0.6692,0.7168,2.1148,1891.4
1743,19.39,1.3986,9895.7,1.1187,0.7182,3.535,1895.0
1744,25.45,1.2903,9902.7,1.3137,0.7198,4.1511,1899.1
1745,28.68,0.6111,9910.7,0.8652,0.7208,2.734,1901.9
