# Serie EXTRAPOLATA - VW Touran 2.0 TDI (BKD) pe ciclul R_A — urban central (Brătianu–Ferdinand–Mamaia)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
1746,29.85,0.4611,9919.0,0.7492,0.7217,2.3674,1904.2
1747,32.0,0.6194,9927.9,0.9712,0.7228,3.0689,1907.3
1748,34.31,0.6514,9937.4,1.0696,0.7241,3.3799,1910.7
1749,36.69,0.5125,9947.6,0.987,0.7253,3.119,1913.8
1750,38.0,0.1819,9958.2,0.6006,0.726,1.898,1915.7
1751,38.0,-0.2083,9968.7,0.0534,0.7261,0.1686,1915.9
1752,36.5,-0.5167,9978.9,0.0527,0.7262,0.1664,1916.0
1753,34.28,-0.6083,9988.4,0.051,0.7262,0.1612,1916.2
1754,32.12,-0.5972,9997.3,0.0495,0.7263,0.1565,1916.4
1755,29.98,-0.5417,10005.6,0.0484,0.7263,0.1531,1916.5
1756,28.22,-0.3417,10013.5,0.0476,0.7264,0.1503,1916.7
1757,27.52,0.1417,10021.1,0.3987,0.7269,1.2597,1917.9
1758,29.24,0.3444,10029.2,0.6201,0.7276,1.9597,1919.9
1759,30.0,0.1056,10037.6,0.3953,0.7281,1.2492,1921.1
1760,30.0,-0.0722,10045.9,0.2166,0.7283,0.6844,1921.8
1761,29.48,-0.1542,10054.1,0.1652,0.7285,0.5221,1922.3
1762,28.89,-0.1611,10062.1,0.1632,0.7287,0.5158,1922.8
1763,28.32,0.0694,10070.0,0.3407,0.7291,1.0765,1923.9
1764,29.39,0.6014,10078.1,0.8763,0.7302,2.769,1926.7
1765,32.65,0.8181,10087.2,1.1782,0.7316,3.7231,1930.4
1766,35.28,0.6681,10097.0,1.1143,0.7329,3.5211,1933.9
1767,37.46,0.6167,10107.4,1.1231,0.7343,3.549,1937.5
1768,39.72,0.6306,10118.5,1.1907,0.7357,3.7627,1941.2
1769,42.0,0.3167,10130.1,0.84,0.7367,2.6544,1943.9
1770,42.0,-0.0778,10141.8,0.2848,0.7371,0.8999,1944.8
1771,41.44,-0.3194,10153.3,0.0531,0.7371,0.1678,1945.0
1772,39.7,-0.6778,10164.3,0.0532,0.7372,0.1682,1945.1
1773,36.56,-1.0056,10174.5,0.0527,0.7372,0.1665,1945.3
1774,32.46,-1.1486,10183.5,0.0497,0.7373,0.157,1945.5
1775,28.29,-1.25,10191.4,0.0476,0.7374,0.1504,1945.6
1776,23.46,-1.6694,10197.9,0.05,0.7374,0.158,1945.8
1777,16.27,-1.9431,10202.4,0.0444,0.7375,0.1403,1945.9
1778,9.47,-1.8069,10205.0,0.1082,0.7376,0.342,1946.3
1779,3.26,-1.225,10205.9,0.0918,0.7377,0.29,1946.5
1780,0.65,-0.4403,10206.1,0.1276,0.7379,0.4031,1946.9
1781,0.09,-0.0903,10206.1,0.1276,0.738,0.4031,1947.4
1782,0.0,-0.0125,10206.1,0.1276,0.7382,0.4031,1947.8
1783,0.0,0.0,10206.1,0.1276,0.7383,0.4031,1948.2
1784,0.0,0.0,10206.1,0.1276,0.7385,0.4031,1948.6
1785,0.0,0.0,10206.1,0.1276,0.7386,0.4031,1949.0
1786,0.0,0.0,10206.1,0.1276,0.7388,0.4031,1949.4
1787,0.0,0.0,10206.1,0.1276,0.7389,0.4031,1949.8
1788,0.0,0.0,10206.1,0.1276,0.7391,0.4031,1950.2
1789,0.0,0.0,10206.1,0.1276,0.7392,0.4031,1950.6
1790,0.0,0.0,10206.1,0.1276,0.7394,0.4031,1951.0
1791,0.0,0.0,10206.1,0.1276,0.7396,0.4031,1951.4
1792,0.0,0.0,10206.1,0.1276,0.7397,0.4031,1951.8
1793,0.0,0.0,10206.1,0.1276,0.7399,0.4031,1952.2
1794,0.0,0.0,10206.1,0.1276,0.74,0.4031,1952.6
1795,0.0,0.0,10206.1,0.1276,0.7402,0.4031,1953.0
1796,0.0,0.0,10206.1,0.1276,0.7403,0.4031,1953.4
1797,0.0,0.0,10206.1,0.1276,0.7405,0.4031,1953.8
1798,0.0,0.0,10206.1,0.1276,0.7406,0.4031,1954.2
1799,0.0,0.0,10206.1,0.1276,0.7408,0.4031,1954.6
1800,0.0,0.0,10206.1,0.1276,0.7409,0.4031,1955.0
1801,0.0,0.0,10206.1,0.1276,0.7411,0.4031,1955.4
1802,0.0,0.0,10206.1,0.1276,0.7412,0.4031,1955.8
1803,0.0,0.3125,10206.1,0.1276,0.7414,0.4031,1956.2
1804,2.25,1.2903,10206.8,0.195,0.7416,0.6162,1956.8
1805,9.29,1.5556,10209.3,0.6245,0.7424,1.9736,1958.8
1806,13.45,0.9042,10213.1,0.579,0.7431,1.8295,1960.6
1807,15.8,0.9903,10217.5,0.7188,0.7439,2.2715,1962.9
1808,20.58,1.3931,10223.2,1.1757,0.7453,3.7151,1966.6
1809,25.83,1.6944,10230.4,1.6267,0.7473,5.1405,1971.8
1810,32.78,1.6833,10239.5,1.9955,0.7497,6.3058,1978.1
1811,37.95,1.0542,10250.0,1.6103,0.7516,5.0887,1983.2
1812,40.37,0.7778,10261.2,1.3763,0.7532,4.3491,1987.5
1813,43.55,0.9194,10273.3,1.6285,0.7552,5.1461,1992.7
1814,46.99,0.3278,10286.4,0.8885,0.7563,2.8077,1995.5
1815,45.91,-0.2639,10299.1,0.0462,0.7563,0.1461,1995.6
1816,45.09,-0.0347,10311.6,0.3301,0.7567,1.0431,1996.7
1817,45.66,0.1264,10324.3,0.5728,0.7574,1.8101,1998.5
1818,46.0,0.0472,10337.1,0.4504,0.7579,1.4232,1999.9
1819,46.0,-0.1208,10349.9,0.1913,0.7582,0.6045,2000.5
1820,45.13,-0.2958,10362.4,0.0478,0.7582,0.151,2000.6
1821,43.87,-0.4111,10374.6,0.0503,0.7583,0.159,2000.8
1822,42.17,-0.6014,10386.3,0.0531,0.7583,0.1677,2001.0
1823,39.54,-0.7319,10397.3,0.0532,0.7584,0.1682,2001.1
1824,36.9,-0.2722,10407.6,0.0529,0.7585,0.1673,2001.3
1825,37.58,0.4292,10418.0,0.9069,0.7596,2.8659,2004.2
1826,39.99,0.6389,10429.1,1.2066,0.761,3.8128,2008.0
1827,42.18,0.4611,10440.8,1.0438,0.7623,3.2985,2011.3
1828,43.31,0.3139,10452.8,0.8484,0.7633,2.6809,2014.0
1829,44.44,-0.1333,10465.2,0.1876,0.7635,0.593,2014.6
1830,42.35,-1.0264,10477.0,0.053,0.7636,0.1676,2014.7
1831,37.05,-1.4722,10487.2,0.0531,0.7636,0.1677,2014.9
1832,31.75,-2.1903,10496.1,0.0493,0.7637,0.1559,2015.0
1833,21.28,-3.025,10502.0,0.0494,0.7637,0.1561,2015.2
1834,9.97,-2.2806,10504.7,0.1098,0.7639,0.347,2015.5
1835,4.86,-1.2569,10506.1,0.0957,0.764,0.3023,2015.9
1836,0.92,-0.6264,10506.4,0.1276,0.7641,0.4031,2016.3
1837,0.35,-0.1278,10506.5,0.1276,0.7643,0.4031,2016.7
1838,0.0,-0.0486,10506.5,0.1276,0.7644,0.4031,2017.1
1839,0.0,0.0,10506.5,0.1276,0.7646,0.4031,2017.5
1840,0.0,0.0,10506.5,0.1276,0.7647,0.4031,2017.9
1841,0.0,0.0,10506.5,0.1276,0.7649,0.4031,2018.3
1842,0.0,0.0,10506.5,0.1276,0.7651,0.4031,2018.7
1843,0.0,0.3597,10506.5,0.1276,0.7652,0.4031,2019.1
1844,2.59,0.7639,10507.2,0.1654,0.7654,0.5227,2019.6
1845,5.5,1.0472,10508.7,0.3093,0.7658,0.9774,2020.6
1846,10.13,1.3861,10511.5,0.6165,0.7665,1.9482,2022.5
1847,15.48,1.65,10515.8,1.0348,0.7678,3.27,2025.8
1848,22.01,1.6694,10521.9,1.4224,0.7695,4.4947,2030.3
1849,27.5,1.4056,10529.6,1.4794,0.7712,4.675,2035.0
1850,32.13,0.8917,10538.5,1.2293,0.7727,3.8846,2038.8
1851,33.92,0.4194,10547.9,0.8033,0.7737,2.5384,2041.4
1852,35.15,0.5639,10557.7,1.0041,0.7749,3.1729,2044.6
1853,37.98,0.5806,10568.2,1.0958,0.7762,3.4628,2048.0
1854,39.33,-0.1431,10579.2,0.199,0.7764,0.629,2048.7
1855,36.95,-0.8403,10589.4,0.053,0.7765,0.1674,2048.8
1856,33.28,-1.1417,10598.7,0.0503,0.7765,0.1589,2049.0
1857,28.73,-0.9403,10606.6,0.0478,0.7766,0.1511,2049.1
1858,26.51,-0.4694,10614.0,0.0479,0.7767,0.1513,2049.3
1859,25.35,0.1556,10621.0,0.3994,0.7771,1.2622,2050.5
1860,27.63,0.4139,10628.7,0.6522,0.7779,2.0609,2052.6
1861,28.33,-0.1319,10636.6,0.1614,0.7781,0.5099,2053.1
1862,26.68,0.1153,10644.0,0.3706,0.7786,1.1712,2054.3
1863,29.16,1.0875,10652.1,1.2933,0.7801,4.0869,2058.4
1864,34.51,1.2347,10661.7,1.6523,0.7821,5.2213,2063.6
1865,38.05,0.8861,10672.3,1.4306,0.7838,4.5207,2068.1
1866,40.89,0.1722,10683.6,0.623,0.7845,1.9686,2070.1
1867,39.29,-0.5722,10694.5,0.0533,0.7846,0.1683,2070.2
1868,36.77,-0.9833,10704.7,0.0528,0.7847,0.167,2070.4
1869,32.21,-0.8514,10713.7,0.0496,0.7847,0.1566,2070.6
1870,30.64,-0.0444,10722.2,0.2491,0.785,0.7873,2071.4
1871,31.89,0.6194,10731.1,0.9679,0.7862,3.0585,2074.4
1872,35.1,0.8917,10740.8,1.334,0.7878,4.2154,2078.6
1873,38.31,0.75,10751.5,1.2891,0.7893,4.0734,2082.7
1874,40.5,0.3458,10762.7,0.8538,0.7903,2.6981,2085.4
1875,40.8,-0.4903,10774.0,0.0532,0.7904,0.168,2085.6
1876,36.97,-0.9958,10784.3,0.053,0.7905,0.1675,2085.7
1877,33.63,-0.8583,10793.6,0.0505,0.7905,0.1597,2085.9
1878,30.79,-0.4472,10802.2,0.0488,0.7906,0.1544,2086.1
1879,30.41,0.0264,10810.6,0.3197,0.791,1.0101,2087.1
1880,30.98,0.3069,10819.3,0.6165,0.7917,1.948,2089.0
1881,32.62,0.3458,10828.3,0.6907,0.7925,2.1825,2091.2
1882,33.47,-0.2917,10837.6,0.0504,0.7926,0.1593,2091.4
1883,30.52,-0.7375,10846.1,0.0487,0.7927,0.1539,2091.5
1884,28.16,-0.5681,10853.9,0.0475,0.7927,0.1502,2091.7
1885,26.43,-0.3,10861.3,0.0479,0.7928,0.1515,2091.8
1886,26.0,-0.0597,10868.5,0.2153,0.793,0.6805,2092.5
1887,26.0,0.0778,10875.7,0.3352,0.7934,1.0591,2093.6
1888,26.56,0.1083,10883.1,0.364,0.7939,1.1501,2094.7
1889,26.78,-0.1167,10890.5,0.1629,0.7941,0.5147,2095.2
1890,25.72,-0.4514,10897.7,0.0484,0.7941,0.153,2095.4
1891,23.53,-0.9542,10904.2,0.05,0.7942,0.1579,2095.5
1892,18.85,-1.1972,10909.4,0.0469,0.7942,0.1482,2095.7
1893,14.91,-1.0278,10913.6,0.132,0.7944,0.4172,2096.1
1894,11.45,-0.8819,10916.8,0.1145,0.7945,0.3617,2096.5
1895,8.56,-0.7833,10919.1,0.1054,0.7947,0.333,2096.8
1896,5.81,-0.7042,10920.7,0.098,0.7948,0.3096,2097.1
1897,3.49,-0.5833,10921.7,0.0923,0.7949,0.2918,2097.4
1898,1.61,-0.4125,10922.2,0.0899,0.795,0.2842,2097.7
1899,0.52,-0.2236,10922.3,0.1276,0.7951,0.4031,2098.1
1900,0.0,-0.0722,10922.3,0.1276,0.7953,0.4031,2098.5
1901,0.0,0.0,10922.3,0.1276,0.7955,0.4031,2098.9
1902,0.0,0.0,10922.3,0.1276,0.7956,0.4031,2099.3
1903,0.0,0.0,10922.3,0.1276,0.7958,0.4031,2099.7
1904,0.0,0.0,10922.3,0.1276,0.7959,0.4031,2100.1
1905,0.0,0.0,10922.3,0.1276,0.7961,0.4031,2100.5
1906,0.0,0.0431,10922.3,0.1276,0.7962,0.4031,2100.9
1907,0.31,0.1208,10922.4,0.1276,0.7964,0.4031,2101.3
1908,0.87,0.2806,10922.6,0.1276,0.7965,0.4031,2101.7
1909,2.33,0.4292,10923.3,0.1315,0.7967,0.4155,2102.1
1910,3.96,-0.0069,10924.4,0.1062,0.7968,0.3357,2102.5
1911,2.28,-0.2625,10925.0,0.0899,0.7969,0.2842,2102.7
1912,2.07,0.5833,10925.6,0.1376,0.7971,0.4347,2103.2
1913,6.48,1.4153,10927.4,0.4294,0.7976,1.357,2104.5
1914,12.26,1.8653,10930.8,0.9269,0.7987,2.9291,2107.5
1915,19.91,1.5736,10936.3,1.2449,0.8002,3.9337,2111.4
1916,23.59,0.8139,10942.9,0.9106,0.8013,2.8776,2114.3
1917,25.77,1.1792,10950.0,1.2432,0.8028,3.9287,2118.2
1918,32.08,1.7181,10958.9,1.9875,0.8052,6.2805,2124.5
1919,38.14,0.9972,10969.5,1.5548,0.807,4.9132,2129.4
1920,39.26,0.4611,10980.4,0.9833,0.8082,3.1073,2132.5
1921,41.46,0.8986,10992.0,1.5502,0.8101,4.8986,2137.4
1922,45.73,0.9444,11004.7,1.704,0.8121,5.3846,2142.8
1923,48.26,0.4264,11018.1,1.0505,0.8133,3.3195,2146.1
1924,48.8,0.2014,11031.6,0.7109,0.8142,2.2465,2148.3
1925,49.71,0.2819,11045.4,0.8598,0.8152,2.7168,2151.1
1926,50.83,0.3181,11059.6,0.9426,0.8164,2.9785,2154.0
1927,52.0,0.3264,11074.0,0.978,0.8175,3.0906,2157.1
1928,53.18,0.3264,11088.8,1.0,0.8187,3.1599,2160.3
1929,54.35,0.1792,11103.9,0.7642,0.8196,2.4147,2162.7
1930,54.47,-0.1486,11119.0,0.1679,0.8198,0.5305,2163.2
1931,53.28,-0.2653,11133.8,0.0439,0.8199,0.1387,2163.4
1932,52.56,-0.1764,11148.4,0.1353,0.8201,0.4275,2163.8
1933,52.01,-0.0014,11162.8,0.4099,0.8205,1.2953,2165.1
1934,52.55,0.1889,11177.4,0.7504,0.8214,2.3713,2167.5
1935,53.37,0.4125,11192.3,1.1353,0.8228,3.5877,2171.1
1936,55.52,0.5278,11207.7,1.3656,0.8244,4.3154,2175.4
1937,57.17,0.3069,11223.6,1.0458,0.8257,3.3047,2178.7
1938,57.73,0.1153,11239.6,0.6995,0.8265,2.2103,2180.9
1939,58.0,0.0375,11255.7,0.5514,0.8272,1.7423,2182.6
1940,58.0,-0.2,11271.8,0.1422,0.8274,0.4495,2183.1
1941,56.56,-0.4514,11287.5,0.0447,0.8274,0.1413,2183.2
1942,54.75,-0.7139,11302.7,0.0443,0.8275,0.1398,2183.4
1943,51.42,-1.0139,11317.0,0.0436,0.8275,0.1376,2183.5
1944,47.45,-1.3431,11330.2,0.0432,0.8276,0.1364,2183.6
1945,41.75,-1.4583,11341.8,0.0531,0.8276,0.1678,2183.8
1946,36.95,-1.2153,11352.1,0.053,0.8277,0.1674,2184.0
1947,33.0,-1.2556,11361.2,0.0501,0.8278,0.1582,2184.1
1948,27.91,-1.4667,11369.0,0.0474,0.8278,0.1498,2184.3
1949,22.44,-1.4556,11375.2,0.0506,0.8279,0.1599,2184.4
1950,17.43,-1.3889,11380.1,0.0454,0.8279,0.1436,2184.6
1951,12.44,-1.4,11383.5,0.1176,0.8281,0.3715,2185.0
1952,7.35,-1.2833,11385.6,0.1017,0.8282,0.3213,2185.3
1953,3.2,-0.9014,11386.5,0.0916,0.8283,0.2896,2185.6
1954,0.86,-0.4444,11386.7,0.1276,0.8285,0.4031,2186.0
1955,0.0,-0.1194,11386.7,0.1276,0.8286,0.4031,2186.4
1956,0.0,0.0,11386.7,0.1276,0.8288,0.4031,2186.8
1957,0.0,0.0,11386.7,0.1276,0.8289,0.4031,2187.2
1958,0.0,0.0,11386.7,0.1276,0.8291,0.4031,2187.6
1959,0.0,0.0,11386.7,0.1276,0.8292,0.4031,2188.0
1960,0.0,0.0,11386.7,0.1276,0.8294,0.4031,2188.4
1961,0.0,0.0,11386.7,0.1276,0.8295,0.4031,2188.8
1962,0.0,0.0,11386.7,0.1276,0.8297,0.4031,2189.2
1963,0.0,0.0,11386.7,0.1276,0.8298,0.4031,2189.6
1964,0.0,0.0,11386.7,0.1276,0.83,0.4031,2190.0
1965,0.0,0.0,11386.7,0.1276,0.8301,0.4031,2190.4
1966,0.0,0.0,11386.7,0.1276,0.8303,0.4031,2190.8
1967,0.0,0.0,11386.7,0.1276,0.8304,0.4031,2191.2
1968,0.0,0.0,11386.7,0.1276,0.8306,0.4031,2191.6
1969,0.0,0.0,11386.7,0.1276,0.8308,0.4031,2192.0
1970,0.0,0.0,11386.7,0.1276,0.8309,0.4031,2192.4
1971,0.0,0.0,11386.7,0.1276,0.8311,0.4031,2192.8
1972,0.0,0.5569,11386.7,0.1276,0.8312,0.4031,2193.2
1973,4.01,1.1819,11387.8,0.2663,0.8315,0.8415,2194.1
1974,8.51,1.8083,11390.2,0.6507,0.8323,2.0562,2196.1
1975,17.03,2.125,11394.9,1.3544,0.8339,4.28,2200.4
1976,23.81,1.3181,11401.5,1.273,0.8355,4.0226,2204.4
1977,26.52,0.8625,11408.9,1.0275,0.8367,3.247,2207.7
1978,30.02,1.1069,11417.2,1.3436,0.8383,4.2459,2211.9
1979,34.49,0.7778,11426.8,1.1997,0.8397,3.791,2215.7
1980,35.62,0.0778,11436.7,0.4378,0.8403,1.3835,2217.1
1981,35.05,-0.0139,11446.4,0.3224,0.8406,1.0188,2218.1
1982,35.52,0.1819,11456.3,0.5605,0.8413,1.771,2219.9
1983,36.36,0.4194,11466.4,0.8643,0.8423,2.7311,2222.6
1984,38.54,0.4542,11477.1,0.9588,0.8435,3.0298,2225.6
1985,39.63,-0.0014,11488.1,0.3771,0.8439,1.1916,2226.8
1986,38.53,-0.6639,11498.8,0.0533,0.844,0.1685,2227.0
1987,34.85,-1.3444,11508.5,0.0514,0.8441,0.1625,2227.2
1988,28.85,-1.0181,11516.5,0.0479,0.8441,0.1513,2227.3
1989,27.52,-0.2417,11524.2,0.0472,0.8442,0.1491,2227.5
1990,27.11,0.1792,11531.7,0.4305,0.8447,1.3603,2228.8
1991,28.81,0.4014,11539.7,0.6665,0.8455,2.1061,2230.9
1992,30.0,0.1653,11548.0,0.4554,0.846,1.4389,2232.4
1993,30.0,-0.1194,11556.4,0.1691,0.8462,0.5344,2232.9
1994,29.14,-0.35,11564.4,0.048,0.8463,0.1517,2233.1
1995,27.48,-0.3514,11572.1,0.0472,0.8464,0.1492,2233.2
1996,26.61,-0.1972,11579.5,0.0478,0.8464,0.1511,2233.4
1997,26.06,0.1306,11586.7,0.3814,0.8469,1.2053,2234.6
1998,27.55,0.4639,11594.4,0.6966,0.8477,2.2011,2236.8
1999,29.4,0.5903,11602.5,0.8656,0.8487,2.7353,2239.5
2000,31.8,0.625,11611.4,0.9711,0.8499,3.0688,2242.6
2001,33.9,0.5417,11620.8,0.9417,0.851,2.9756,2245.5
2002,35.7,0.2917,11630.7,0.6948,0.8519,2.1956,2247.7
2003,36.0,0.0042,11640.7,0.3542,0.8523,1.1192,2248.9
2004,35.73,-0.3472,11650.6,0.0521,0.8524,0.1646,2249.0
2005,33.5,-0.8222,11659.9,0.0504,0.8524,0.1594,2249.2
2006,29.81,-1.4319,11668.2,0.0484,0.8525,0.1528,2249.3
2007,23.19,-1.6958,11674.7,0.0502,0.8525,0.1586,2249.5
2008,17.6,-1.4167,11679.5,0.0456,0.8526,0.1441,2249.6
2009,12.99,-1.2944,11683.1,0.1207,0.8527,0.3813,2250.0
2010,8.28,-1.2569,11685.4,0.1045,0.8529,0.3302,2250.4
2011,3.94,-0.6833,11686.5,0.0934,0.853,0.2953,2250.6
2012,3.36,-0.1931,11687.5,0.092,0.8531,0.2908,2250.9
2013,2.55,-0.2708,11688.2,0.0901,0.8532,0.2846,2251.2
2014,1.41,-0.2639,11688.6,0.0899,0.8533,0.2842,2251.5
2015,0.65,-0.1833,11688.8,0.1276,0.8534,0.4031,2251.9
2016,0.09,-0.0903,11688.8,0.1276,0.8536,0.4031,2252.3
2017,0.0,-0.0125,11688.8,0.1276,0.8538,0.4031,2252.7
2018,0.0,0.3833,11688.8,0.1276,0.8539,0.4031,2253.1
2019,2.76,0.8431,11689.5,0.1781,0.8541,0.5627,2253.7
2020,6.07,1.1875,11691.2,0.3612,0.8546,1.1415,2254.8
2021,11.31,1.3375,11694.4,0.661,0.8553,2.0886,2256.9
2022,15.7,1.0931,11698.7,0.7686,0.8563,2.4287,2259.3
2023,19.18,0.7236,11704.1,0.695,0.8571,2.1963,2261.5
2024,20.91,0.3986,11709.9,0.5286,0.8577,1.6704,2263.2
2025,22.05,0.2403,11716.0,0.4397,0.8583,1.3895,2264.6
2026,22.64,0.1028,11722.3,0.3452,0.8587,1.091,2265.7
2027,22.79,-0.0569,11728.6,0.2238,0.8589,0.7071,2266.4
2028,22.23,0.0306,11734.8,0.287,0.8593,0.9068,2267.3
2029,23.01,0.3431,11741.2,0.5318,0.8599,1.6804,2269.0
2030,24.7,0.1417,11748.0,0.3845,0.8604,1.2149,2270.2
2031,24.03,-0.2958,11754.7,0.0496,0.8604,0.1568,2270.4
2032,22.57,-0.6569,11761.0,0.0506,0.8605,0.16,2270.5
2033,19.3,-0.8944,11766.4,0.0474,0.8606,0.1497,2270.7
2034,16.13,-0.8514,11770.8,0.0443,0.8606,0.1399,2270.8
2035,13.17,-0.6708,11774.5,0.1217,0.8608,0.3846,2271.2
2036,11.3,-0.4222,11777.6,0.114,0.8609,0.3602,2271.5
2037,10.13,-0.3208,11780.4,0.1103,0.861,0.3486,2271.9
2038,8.99,-0.3375,11782.9,0.1067,0.8612,0.3373,2272.2
2039,7.7,-0.4875,11785.1,0.1027,0.8613,0.3245,2272.6
2040,5.48,-0.5389,11786.6,0.0972,0.8614,0.307,2272.9
2041,3.82,-0.3083,11787.7,0.0931,0.8615,0.2943,2273.2
2042,3.26,-0.2403,11788.6,0.0918,0.8616,0.29,2273.5
2043,2.09,-0.4028,11789.1,0.0899,0.8617,0.2842,2273.7
2044,0.36,-0.2903,11789.2,0.1276,0.8619,0.4031,2274.1
2045,0.0,-0.05,11789.2,0.1276,0.862,0.4031,2274.5
2046,0.0,0.0,11789.2,0.1276,0.8622,0.4031,2274.9
2047,0.0,0.0,11789.2,0.1276,0.8623,0.4031,2275.3
2048,0.0,0.0,11789.2,0.1276,0.8625,0.4031,2275.8
2049,0.0,0.0,11789.2,0.1276,0.8626,0.4031,2276.2
2050,0.0,0.0,11789.2,0.1276,0.8628,0.4031,2276.6
2051,0.0,0.0,11789.2,0.1276,0.8629,0.4031,2277.0
2052,0.0,0.0,11789.2,0.1276,0.8631,0.4031,2277.4
2053,0.0,0.0,11789.2,0.1276,0.8632,0.4031,2277.8
2054,0.0,0.0,11789.2,0.1276,0.8634,0.4031,2278.2
2055,0.0,0.0,11789.2,0.1276,0.8636,0.4031,2278.6
2056,0.0,0.0,11789.2,0.1276,0.8637,0.4031,2279.0
2057,0.0,0.0,11789.2,0.1276,0.8639,0.4031,2279.4
2058,0.0,0.0,11789.2,0.1276,0.864,0.4031,2279.8
2059,0.0,0.0,11789.2,0.1276,0.8642,0.4031,2280.2
2060,0.0,0.0,11789.2,0.1276,0.8643,0.4031,2280.6
2061,0.0,0.0,11789.2,0.1276,0.8645,0.4031,2281.0
2062,0.0,0.0,11789.2,0.1276,0.8646,0.4031,2281.4
2063,0.0,0.0,11789.2,0.1276,0.8648,0.4031,2281.8
2064,0.0,0.0,11789.2,0.1276,0.8649,0.4031,2282.2
2065,0.0,0.0,11789.2,0.1276,0.8651,0.4031,2282.6
2066,0.0,0.0,11789.2,0.1276,0.8652,0.4031,2283.0
2067,0.0,0.0,11789.2,0.1276,0.8654,0.4031,2283.4
2068,0.0,0.0,11789.2,0.1276,0.8655,0.4031,2283.8
2069,0.0,0.0,11789.2,0.1276,0.8657,0.4031,2284.2
2070,0.0,0.0,11789.2,0.1276,0.8658,0.4031,2284.6
2071,0.0,0.0,11789.2,0.1276,0.866,0.4031,2285.0
2072,0.0,0.0,11789.2,0.1276,0.8662,0.4031,2285.4
2073,0.0,0.0,11789.2,0.1276,0.8663,0.4031,2285.8
2074,0.0,0.0,11789.2,0.1276,0.8665,0.4031,2286.2
2075,0.0,0.0,11789.2,0.1276,0.8666,0.4031,2286.6
2076,0.0,0.0,11789.2,0.1276,0.8668,0.4031,2287.0
2077,0.0,0.0,11789.2,0.1276,0.8669,0.4031,2287.4
2078,0.0,0.0,11789.2,0.1276,0.8671,0.4031,2287.8
2079,0.0,0.0,11789.2,0.1276,0.8672,0.4031,2288.2
2080,0.0,0.0,11789.2,0.1276,0.8674,0.4031,2288.6
2081,0.0,0.0,11789.2,0.1276,0.8675,0.4031,2289.1
2082,0.0,0.0,11789.2,0.1276,0.8677,0.4031,2289.5
2083,0.0,0.0,11789.2,0.1276,0.8678,0.4031,2289.9
2084,0.0,0.0,11789.2,0.1276,0.868,0.4031,2290.3
2085,0.0,0.0,11789.2,0.1276,0.8681,0.4031,2290.7
2086,0.0,0.0,11789.2,0.1276,0.8683,0.4031,2291.1
2087,0.0,0.0,11789.2,0.1276,0.8684,0.4031,2291.5
2088,0.0,0.0,11789.2,0.1276,0.8686,0.4031,2291.9
2089,0.0,0.0,11789.2,0.1276,0.8687,0.4031,2292.3
2090,0.0,0.0,11789.2,0.1276,0.8689,0.4031,2292.7
2091,0.0,0.0,11789.2,0.1276,0.8691,0.4031,2293.1
2092,0.0,0.0,11789.2,0.1276,0.8692,0.4031,2293.5
2093,0.0,0.0,11789.2,0.1276,0.8694,0.4031,2293.9
2094,0.0,0.0,11789.2,0.1276,0.8695,0.4031,2294.3
2095,0.0,0.0,11789.2,0.1276,0.8697,0.4031,2294.7
2096,0.0,0.0,11789.2,0.1276,0.8698,0.4031,2295.1
2097,0.0,0.0708,11789.2,0.1276,0.87,0.4031,2295.5
2098,0.51,0.5375,11789.4,0.1276,0.8701,0.4031,2295.9
2099,3.87,0.9333,11790.5,0.2277,0.8704,0.7195,2296.6
2100,7.23,0.9903,11792.5,0.3665,0.8708,1.1582,2297.8
2101,11.0,1.1069,11795.5,0.5599,0.8715,1.7694,2299.6
2102,15.2,1.1028,11799.8,0.7503,0.8724,2.3709,2301.9
2103,18.94,0.9069,11805.0,0.8029,0.8734,2.5372,2304.5
2104,21.73,0.7333,11811.0,0.7926,0.8743,2.5046,2307.0
2105,24.22,0.6542,11817.8,0.7982,0.8753,2.5222,2309.5
2106,26.44,0.3861,11825.1,0.6096,0.876,1.9264,2311.4
2107,27.0,0.0778,11832.6,0.338,0.8764,1.0682,2312.5
2108,27.0,-1.9208,11840.1,0.0475,0.8765,0.1502,2312.6
2109,13.17,-3.275,11843.8,0.1217,0.8766,0.3846,2313.0
2110,3.42,-1.5903,11844.7,0.0922,0.8767,0.2913,2313.3
2111,1.72,-0.3819,11845.2,0.0899,0.8768,0.2842,2313.6
2112,0.67,-0.2264,11845.4,0.1276,0.877,0.4031,2314.0
2113,0.09,-0.0931,11845.4,0.1276,0.8771,0.4031,2314.4
2114,0.0,-0.0125,11845.4,0.1276,0.8773,0.4031,2314.8
2115,0.0,0.0,11845.4,0.1276,0.8774,0.4031,2315.2
2116,0.0,0.0375,11845.4,0.1276,0.8776,0.4031,2315.6
2117,0.27,0.1917,11845.5,0.1276,0.8777,0.4031,2316.0
2118,1.38,0.2403,11845.9,0.1058,0.8779,0.3344,2316.3
