# Serie EXTRAPOLATA - Opel Astra H GTC 1.6i 16V (Z16XEP) pe ciclul R_DN3 — mixt (Constanța–Murfatlar–retur)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
1394,88.63,0.2778,23374.8,1.664,1.6146,5.2748,3813.1
1395,90.0,0.1496,23399.8,1.4671,1.6166,4.6506,3817.8
1396,89.71,-0.1551,23424.7,0.8644,1.6177,2.7403,3820.5
1397,88.88,-0.2879,23449.4,0.5862,1.6185,1.8584,3822.4
1398,87.63,-0.2616,23473.7,0.621,1.6194,1.9685,3824.3
1399,87.0,-0.0879,23497.9,0.9504,1.6206,3.0129,3827.4
1400,87.0,-0.1377,23522.1,0.8534,1.6218,2.7053,3830.1
1401,86.01,-0.0043,23546.0,1.0939,1.6232,3.4678,3833.5
1402,86.97,0.2937,23570.1,1.6519,1.6255,5.2366,3838.8
1403,88.12,0.2716,23594.6,1.6409,1.6277,5.2017,3844.0
1404,88.92,-0.0171,23619.3,1.126,1.6292,3.5693,3847.5
1405,88.0,-0.1284,23643.7,0.8884,1.6304,2.8164,3850.4
1406,88.0,-0.1698,23668.2,0.807,1.6314,2.5581,3852.9
1407,86.78,-0.2778,23692.3,0.5776,1.6322,1.8309,3854.7
1408,86.0,-0.108,23716.2,0.8941,1.6334,2.8342,3857.6
1409,86.0,0.0283,23740.1,1.1565,1.635,3.6661,3861.2
1410,86.2,0.1877,23764.0,1.4514,1.6369,4.6009,3865.8
1411,87.35,0.3884,23788.3,1.8262,1.6394,5.7891,3871.6
1412,89.0,0.1849,23813.0,1.5081,1.6414,4.7805,3876.4
1413,88.68,-0.1815,23837.6,0.7948,1.6425,2.5196,3878.9
1414,87.69,-0.2338,23862.0,0.6763,1.6434,2.1439,3881.1
1415,87.0,-0.0963,23886.2,0.934,1.6446,2.9609,3884.0
1416,87.0,0.0447,23910.3,1.2086,1.6463,3.8312,3887.9
1417,87.32,0.1389,23934.6,1.3906,1.6481,4.4083,3892.3
1418,88.0,0.0825,23959.0,1.304,1.6499,4.1336,3896.4
1419,87.92,-0.1389,23983.5,0.8664,1.651,2.7464,3899.2
1420,87.0,-0.1272,24007.6,0.8738,1.6522,2.77,3901.9
1421,87.0,0.0556,24031.8,1.2299,1.6539,3.8987,3905.8
1422,87.4,0.0959,24056.1,1.3171,1.6556,4.1753,3910.0
1423,87.69,-0.0751,24080.4,0.9879,1.6569,3.1315,3913.1
1424,86.86,-0.1942,24104.6,0.7412,1.6579,2.3498,3915.5
1425,86.29,0.059,24128.5,1.2216,1.6596,3.8726,3919.4
1426,87.28,0.3429,24152.8,1.7452,1.6619,5.5322,3924.9
1427,88.76,0.0994,24177.4,1.3511,1.6637,4.283,3929.2
1428,88.0,-0.1459,24201.9,0.854,1.6649,2.7071,3931.9
1429,87.71,-0.0556,24226.2,1.0265,1.6663,3.254,3935.1
1430,87.6,0.153,24250.6,1.4211,1.6682,4.5048,3939.6
1431,88.81,0.0459,24275.2,1.249,1.6698,3.9595,3943.6
1432,87.93,-0.2216,24299.7,0.7039,1.6708,2.2314,3945.8
1433,87.22,-0.0319,24323.9,1.0637,1.6722,3.3718,3949.2
1434,87.7,0.0358,24348.2,1.2057,1.6738,3.8221,3953.0
1435,87.47,0.1762,24372.5,1.459,1.6758,4.6252,3957.6
1436,88.97,0.2119,24397.3,1.5553,1.6779,4.9302,3962.6
1437,89.0,0.0281,24422.0,1.2175,1.6795,3.8596,3966.4
1438,89.17,0.0563,24446.8,1.2774,1.6812,4.0494,3970.5
1439,89.41,-0.1628,24471.6,0.8438,1.6824,2.675,3973.2
1440,88.0,-0.1952,24496.0,0.7569,1.6834,2.3993,3975.6
1441,88.0,0.0063,24520.5,1.1539,1.6849,3.6578,3979.2
1442,88.05,0.223,24544.9,1.5537,1.687,4.9253,3984.1
1443,89.61,0.3264,24569.8,1.7746,1.6894,5.6255,3989.8
1444,90.4,0.8699,24594.9,2.7751,1.6931,8.7972,3998.6
1445,95.87,1.8596,24621.6,4.8718,1.6997,15.4438,4014.0
1446,103.78,1.6668,24650.4,4.9368,1.7063,15.6498,4029.7
1447,107.87,0.9853,24680.4,3.7008,1.7113,11.7316,4041.4
1448,110.88,0.6512,24711.2,3.0942,1.7154,9.8085,4051.2
1449,112.56,0.4335,24742.4,2.669,1.719,8.4608,4059.7
1450,114.0,0.2003,24774.1,2.1878,1.7219,6.9354,4066.6
1451,114.0,0.0374,24805.8,1.8173,1.7244,5.761,4072.4
1452,114.27,0.1072,24837.5,1.9836,1.727,6.288,4078.6
1453,114.77,0.0455,24869.4,1.8564,1.7295,5.8849,4084.5
1454,114.6,0.2018,24901.2,2.2091,1.7325,7.003,4091.5
1455,116.22,0.392,24933.5,2.6998,1.7361,8.5584,4100.1
1456,117.42,0.1485,24966.1,2.1705,1.739,6.8804,4107.0
1457,117.29,-0.1971,24998.7,1.343,1.7408,4.2574,4111.2
1458,116.0,-0.1796,25030.9,1.3562,1.7426,4.2993,4115.5
1459,116.0,-0.2478,25063.1,1.1793,1.7442,3.7384,4119.3
1460,114.22,-0.139,25094.9,1.416,1.7461,4.4886,4123.8
1461,115.0,0.2879,25126.8,2.4189,1.7494,7.6679,4131.4
1462,116.29,0.2779,25159.1,2.4372,1.7527,7.7259,4139.1
1463,117.0,0.0933,25191.6,2.0291,1.7554,6.4323,4145.6
1464,116.96,-0.1577,25224.1,1.4378,1.7573,4.558,4150.1
1465,115.86,0.1444,25256.3,2.1149,1.7601,6.7041,4156.8
1466,118.0,0.2966,25289.1,2.5368,1.7635,8.0417,4164.9
1467,118.0,0.0244,25321.8,1.8958,1.7661,6.0096,4170.9
1468,118.18,0.1148,25354.7,2.1138,1.7689,6.7007,4177.6
1469,118.83,-0.6248,25387.7,0.2029,1.7692,0.6431,4178.2
1470,113.68,-1.9107,25419.3,0.1988,1.7695,0.6301,4178.9
1471,105.07,-1.9987,25448.4,0.1919,1.7697,0.6083,4179.5
1472,99.29,-1.4341,25476.0,0.1873,1.77,0.5937,4180.1
1473,94.74,-0.8731,25502.3,0.1837,1.7702,0.5822,4180.7
1474,93.0,-0.376,25528.2,0.1823,1.7705,0.5778,4181.2
1475,92.04,0.0,25553.7,1.2244,1.7721,3.8813,4185.1
1476,93.0,0.1162,25579.6,1.4719,1.7741,4.6658,4189.8
1477,92.87,-0.1332,25605.4,0.9652,1.7754,3.0597,4192.8
1478,92.04,-0.0609,25630.9,1.099,1.7769,3.4837,4196.3
1479,92.43,0.1947,25656.6,1.6043,1.779,5.0856,4201.4
1480,93.44,0.2174,25682.6,1.6703,1.7813,5.2949,4206.7
1481,94.0,-0.0113,25708.7,1.2426,1.7829,3.9392,4210.6
1482,93.36,-0.2778,25734.6,0.6721,1.7838,2.1306,4212.8
1483,92.0,-0.1891,25760.2,0.8342,1.7849,2.6445,4215.4
1484,92.0,0.0,25785.7,1.2236,1.7866,3.8789,4219.3
1485,92.0,-0.0102,25811.3,1.2026,1.7882,3.8124,4223.1
1486,91.93,-0.0398,25836.8,1.1401,1.7897,3.614,4226.7
1487,91.71,0.1991,25862.3,1.5956,1.7919,5.0579,4231.8
1488,93.36,0.2822,25888.2,1.789,1.7943,5.6712,4237.4
1489,93.74,-0.0398,25914.3,1.1774,1.7959,3.7324,4241.2
1490,93.07,0.0026,25940.1,1.2519,1.7975,3.9684,4245.1
1491,93.76,-0.01,25966.2,1.2405,1.7992,3.9322,4249.1
1492,93.0,-0.1185,25992.0,0.9983,1.8005,3.1646,4252.2
1493,92.91,-0.1536,26017.8,0.9235,1.8018,2.9276,4255.2
1494,91.9,-0.3975,26043.3,0.1814,1.802,0.575,4255.7
1495,90.05,-0.1556,26068.3,0.8692,1.8032,2.7555,4258.5
1496,90.78,0.2985,26093.6,1.7539,1.8055,5.5599,4264.1
1497,92.2,0.2976,26119.2,1.788,1.8079,5.6679,4269.7
1498,92.92,-0.0258,26145.0,1.1895,1.8095,3.7707,4273.5
1499,92.01,-0.2664,26170.5,0.6751,1.8104,2.1399,4275.6
1500,91.0,-0.0879,26195.8,1.0235,1.8118,3.2445,4278.9
1501,91.38,0.1895,26221.2,1.5701,1.8139,4.9773,4283.9
1502,92.36,0.1821,26246.9,1.5793,1.816,5.0064,4288.9
1503,92.69,-0.0831,26272.6,1.0658,1.8175,3.3786,4292.2
1504,91.77,-0.2347,26298.1,0.7366,1.8185,2.3352,4294.6
1505,91.0,-0.1063,26323.4,0.986,1.8198,3.1256,4297.7
1506,91.0,0.0,26348.6,1.2026,1.8214,3.8123,4301.5
1507,91.0,0.0,26373.9,1.2026,1.823,3.8123,4305.3
1508,91.0,0.0,26399.2,1.2026,1.8246,3.8123,4309.1
1509,91.0,-0.0354,26424.5,1.1306,1.8262,3.5839,4312.7
1510,90.75,-0.1389,26449.7,0.9152,1.8274,2.9012,4315.6
1511,90.0,-0.1035,26474.7,0.9734,1.8287,3.0857,4318.7
1512,90.0,0.0136,26499.7,1.2093,1.8303,3.8333,4322.6
1513,90.1,0.1102,26524.7,1.3983,1.8322,4.4326,4327.0
1514,90.79,-0.141,26549.9,0.9118,1.8334,2.8905,4329.9
1515,89.08,-0.5709,26574.7,0.1791,1.8337,0.5679,4330.4
1516,86.68,-0.5605,26598.8,0.1772,1.8339,0.5618,4331.0
1517,85.05,-0.4278,26622.4,0.1759,1.8341,0.5576,4331.6
1518,83.6,-0.4747,26645.6,0.1748,1.8344,0.554,4332.1
1519,81.63,-0.4296,26668.3,0.1732,1.8346,0.549,4332.7
1520,80.51,-0.4948,26690.6,0.1723,1.8348,0.5462,4333.2
1521,78.07,-0.605,26712.3,0.1703,1.8351,0.54,4333.8
1522,76.15,-0.1965,26733.5,0.5879,1.8358,1.8636,4335.6
1523,76.65,-0.0417,26754.8,0.859,1.837,2.7229,4338.3
1524,75.85,-0.3657,26775.8,0.1685,1.8372,0.5343,4338.9
1525,74.02,-0.5557,26796.4,0.1675,1.8374,0.5309,4339.4
1526,71.85,-0.4652,26816.4,0.1664,1.8377,0.5275,4339.9
1527,70.67,-0.2572,26836.0,0.4952,1.8383,1.5697,4341.5
1528,70.0,-0.097,26855.4,0.6855,1.8393,2.173,4343.7
1529,69.97,-0.1337,26874.9,0.6277,1.8401,1.9898,4345.7
1530,69.04,-0.4374,26894.1,0.1656,1.8403,0.5251,4346.2
1531,66.82,-0.4882,26912.6,0.1658,1.8405,0.5257,4346.7
1532,65.52,-0.3958,26930.8,0.167,1.8408,0.5293,4347.2
1533,63.97,-0.4893,26948.6,0.1683,1.841,0.5336,4347.8
1534,62.0,-0.3051,26965.8,0.1692,1.8412,0.5365,4348.3
1535,61.78,-0.1568,26983.0,0.5657,1.842,1.7933,4350.1
1536,60.87,-0.2117,26999.9,0.5102,1.8427,1.6175,4351.7
1537,60.25,-0.074,27016.6,0.6621,1.8436,2.0989,4353.8
1538,60.34,-0.2145,27033.4,0.5074,1.8442,1.6085,4355.4
1539,58.71,-0.5624,27049.7,0.1666,1.8445,0.5282,4356.0
1540,56.29,-0.2869,27065.3,0.1647,1.8447,0.522,4356.5
1541,56.64,-0.0786,27081.1,0.6149,1.8455,1.9493,4358.4
1542,55.72,-0.2278,27096.5,0.1642,1.8457,0.5205,4359.0
1543,55.0,-0.128,27111.8,0.536,1.8464,1.6991,4360.6
1544,54.8,-0.2299,27127.0,0.1634,1.8467,0.5181,4361.2
1545,53.34,-0.412,27141.8,0.1622,1.8469,0.5142,4361.7
1546,51.83,-0.3326,27156.2,0.1611,1.8471,0.5106,4362.2
1547,50.95,-0.2548,27170.4,0.1605,1.8473,0.5086,4362.7
1548,50.0,-0.1385,27184.3,0.4798,1.848,1.5211,4364.2
1549,49.95,-0.1365,27198.2,0.4816,1.8486,1.5268,4365.7
1550,49.02,-0.0241,27211.8,0.5977,1.8494,1.8948,4367.6
1551,49.78,-0.0024,27225.6,0.6298,1.8502,1.9964,4369.6
1552,49.0,-0.1121,27239.2,0.5011,1.8509,1.5885,4371.2
1553,48.97,-0.1345,27252.8,0.4763,1.8516,1.51,4372.7
1554,48.03,-0.0232,27266.2,0.5888,1.8524,1.8666,4374.6
1555,48.81,-0.0044,27279.7,0.6171,1.8532,1.9563,4376.6
1556,48.0,-0.1118,27293.1,0.4932,1.8538,1.5636,4378.1
1557,48.0,0.0553,27306.4,0.6729,1.8547,2.133,4380.3
1558,48.4,0.1389,27319.8,0.7681,1.8558,2.4349,4382.7
1559,49.0,0.0475,27333.4,0.6762,1.8567,2.1434,4384.8
1560,48.74,-0.1032,27347.0,0.5087,1.8574,1.6126,4386.4
1561,48.26,0.1749,27360.4,0.8051,1.8584,2.5522,4389.0
1562,50.0,0.242,27374.3,0.9057,1.8597,2.8712,4391.9
1563,50.0,-0.1192,27388.2,0.5014,1.8603,1.5894,4393.5
1564,49.14,0.0,27401.8,0.6256,1.8612,1.983,4395.4
1565,50.0,0.0998,27415.7,0.7465,1.8622,2.3665,4397.8
1566,49.86,-0.1389,27429.6,0.4783,1.8628,1.5162,4399.3
1567,49.0,-0.1127,27443.2,0.5004,1.8635,1.5864,4400.9
1568,49.05,0.1286,27456.8,0.7657,1.8645,2.4274,4403.3
1569,49.93,-0.0068,27470.7,0.6264,1.8654,1.9857,4405.3
1570,49.0,-0.1284,27484.3,0.4832,1.866,1.5317,4406.9
1571,49.0,0.1577,27497.9,0.797,1.8671,2.5265,4409.4
1572,50.14,0.2925,27511.8,0.9646,1.8684,3.0578,4412.4
1573,51.11,0.2264,27526.0,0.9059,1.8696,2.8718,4415.3
1574,51.77,-0.144,27540.4,0.4874,1.8702,1.5451,4416.9
1575,50.07,-0.1819,27554.3,0.4536,1.8709,1.438,4418.3
1576,50.46,-0.1375,27568.3,0.4845,1.8715,1.536,4419.8
1577,49.08,-0.1293,27581.9,0.4828,1.8722,1.5306,4421.4
1578,49.52,0.2209,27595.7,0.8746,1.8733,2.7724,4424.1
1579,50.67,0.066,27609.8,0.7171,1.8743,2.2731,4426.4
1580,50.0,-0.0488,27623.7,0.5802,1.8751,1.8393,4428.2
1581,50.32,0.0931,27637.6,0.7431,1.8761,2.3557,4430.6
1582,50.67,-0.0445,27651.7,0.5917,1.8769,1.8755,4432.5
1583,50.0,-0.0572,27665.6,0.5708,1.8776,1.8096,4434.3
1584,50.26,0.1098,27679.6,0.7612,1.8786,2.4129,4436.7
1585,50.79,-0.0749,27693.7,0.5584,1.8794,1.77,4438.5
1586,49.72,-0.2383,27707.5,0.1596,1.8796,0.506,4439.0
1587,49.07,0.0674,27721.1,0.6988,1.8805,2.2153,4441.2
1588,50.2,0.2674,27735.1,0.9376,1.8818,2.9721,4444.2
1589,51.0,0.1105,27749.2,0.7719,1.8828,2.4469,4446.6
1590,51.0,0.0,27763.4,0.6458,1.8837,2.0471,4448.7
1591,51.0,0.0,27777.6,0.6458,1.8846,2.0471,4450.7
1592,51.0,0.0,27791.7,0.6458,1.8854,2.0471,4452.8
1593,51.0,0.0,27805.9,0.6458,1.8863,2.0471,4454.8
1594,51.0,0.0,27820.1,0.6458,1.8872,2.0471,4456.8
1595,51.0,0.0,27834.2,0.6458,1.888,2.0471,4458.9
1596,51.0,0.0,27848.4,0.6458,1.8889,2.0471,4460.9
1597,51.0,0.0,27862.6,0.6458,1.8898,2.0471,4463.0
1598,51.0,0.0,27876.7,0.6458,1.8906,2.0471,4465.0
1599,51.0,0.0,27890.9,0.6458,1.8915,2.0471,4467.1
1600,51.0,0.0,27905.1,0.6458,1.8924,2.0471,4469.1
1601,51.0,0.0106,27919.2,0.6579,1.8933,2.0854,4471.2
1602,51.08,0.1114,27933.4,0.774,1.8943,2.4535,4473.7
1603,51.8,-0.0439,27947.8,0.6037,1.8951,1.9138,4475.6
1604,50.76,-0.162,27961.9,0.459,1.8957,1.4551,4477.0
1605,50.64,0.1722,27976.0,0.837,1.8968,2.6532,4479.7
1606,52.0,0.1819,27990.4,0.8686,1.898,2.7535,4482.4
1607,51.95,-0.1389,28004.8,0.4948,1.8987,1.5684,4484.0
1608,51.0,-0.1055,28019.0,0.5253,1.8994,1.6652,4485.7
1609,51.19,0.0786,28033.2,0.7379,1.9004,2.339,4488.0
1610,51.57,-0.0258,28047.6,0.6223,1.9012,1.9726,4490.0
1611,51.0,-0.0786,28061.7,0.556,1.902,1.7627,4491.8
1612,51.0,-0.0298,28075.9,0.6118,1.9028,1.9393,4493.7
1613,50.79,-0.1061,28090.0,0.5228,1.9035,1.6573,4495.3
1614,50.24,0.0298,28103.9,0.6709,1.9044,2.1267,4497.5
1615,51.0,0.1061,28118.1,0.7669,1.9054,2.4309,4499.9
1616,51.0,0.0,28132.3,0.6458,1.9063,2.0471,4502.0
1617,51.0,0.0643,28146.4,0.7192,1.9072,2.2799,4504.2
1618,51.46,0.084,28160.7,0.7477,1.9082,2.3701,4506.6
1619,51.6,-0.0643,28175.1,0.5781,1.909,1.8327,4508.4
1620,51.0,-0.0544,28189.2,0.5836,1.9098,1.8501,4510.3
1621,51.21,0.1057,28203.5,0.7693,1.9108,2.4388,4512.7
1622,51.76,-0.0262,28217.8,0.6238,1.9117,1.9775,4514.7
1623,51.02,-0.18,28232.0,0.458,1.9123,1.4518,4516.2
1624,50.47,-0.0034,28246.0,0.6361,1.9131,2.0164,4518.2
1625,51.0,0.0743,28260.2,0.7306,1.9141,2.3159,4520.5
1626,51.0,0.0,28274.4,0.6458,1.915,2.0471,4522.5
1627,51.0,0.1389,28288.5,0.8043,1.9161,2.5497,4525.1
1628,52.0,0.1389,28303.0,0.8185,1.9172,2.5948,4527.7
1629,52.0,0.0,28317.4,0.6569,1.918,2.0823,4529.8
1630,52.0,-0.0137,28331.9,0.6409,1.9189,2.0316,4531.8
1631,51.9,-0.1389,28346.3,0.4944,1.9196,1.5672,4533.4
1632,51.0,-0.1252,28360.5,0.5029,1.9202,1.5941,4535.0
1633,51.0,0.0474,28374.6,0.6999,1.9212,2.2185,4537.2
1634,51.34,0.039,28388.9,0.6944,1.9221,2.2012,4539.4
1635,51.28,-0.1482,28403.1,0.4787,1.9228,1.5174,4540.9
1636,50.27,-0.0022,28417.1,0.6353,1.9236,2.0138,4542.9
1637,51.26,0.3786,28431.3,1.0832,1.9251,3.4338,4546.3
1638,53.0,0.241,28446.1,0.9546,1.9264,3.0259,4549.4
1639,53.0,0.1389,28460.8,0.8334,1.9275,2.6419,4552.0
1640,54.0,0.1931,28475.8,0.9144,1.9287,2.8987,4554.9
1641,54.39,0.1896,28490.9,0.9168,1.9299,2.9062,4557.8
1642,55.37,0.2617,28506.3,1.0226,1.9313,3.2417,4561.1
1643,56.27,0.227,28521.9,0.9959,1.9326,3.157,4564.2
1644,57.0,0.1639,28537.7,0.9284,1.9339,2.943,4567.2
1645,57.45,0.2727,28553.7,1.076,1.9353,3.411,4570.6
1646,58.96,0.3536,28570.1,1.2115,1.937,3.8406,4574.4
1647,60.0,0.1934,28586.7,1.0183,1.9383,3.228,4577.6
1648,60.36,0.2391,28603.5,1.0864,1.9398,3.4438,4581.1
1649,61.72,0.5061,28620.6,1.4572,1.9417,4.6192,4585.7
1650,64.0,0.3676,28638.4,1.316,1.9435,4.1718,4589.9
1651,64.37,0.1389,28656.3,0.998,1.9448,3.1635,4593.0
1652,65.0,0.1354,28674.4,0.9968,1.9462,3.16,4596.2
1653,65.34,0.1389,28692.5,1.004,1.9475,3.1828,4599.4
1654,66.0,0.2068,28710.8,1.1086,1.949,3.5143,4602.9
1655,66.83,0.3581,28729.4,1.3305,1.9508,4.2177,4607.1
1656,68.58,0.44,28748.5,1.4681,1.9528,4.6539,4611.8
1657,70.0,0.2236,28767.9,1.1878,1.9544,3.7653,4615.5
1658,70.19,0.1355,28787.4,1.0526,1.9558,3.3368,4618.9
1659,70.98,-1.4643,28807.1,0.1662,1.956,0.5267,4619.4
1660,59.64,-2.6869,28823.7,0.1674,1.9562,0.5306,4619.9
1661,51.63,-2.0947,28838.0,0.1609,1.9564,0.5101,4620.4
1662,44.56,-1.7963,28850.4,0.1592,1.9567,0.5046,4620.9
1663,38.7,-1.7926,28861.2,0.1561,1.9569,0.495,4621.4
1664,31.66,-2.1983,28869.9,0.1492,1.9571,0.473,4621.9
1665,22.87,-1.8946,28876.3,0.15,1.9573,0.4756,4622.4
1666,18.01,-1.5828,28881.3,0.3367,1.9577,1.0674,4623.4
1667,11.47,-1.6189,28884.5,0.292,1.9581,0.9257,4624.4
1668,6.36,-1.0529,28886.3,0.28,1.9585,0.8875,4625.3
1669,3.89,-0.5964,28887.3,0.2613,1.9588,0.8282,4626.1
1670,2.06,-0.4911,28887.9,0.2509,1.9592,0.7954,4626.9
1671,0.36,-0.1869,28888.0,0.1552,1.9594,0.492,4627.4
1672,0.72,-0.0479,28888.2,0.1552,1.9596,0.492,4627.9
1673,0.01,0.0077,28888.2,0.1552,1.9598,0.492,4628.4
1674,0.77,-0.0017,28888.4,0.1552,1.96,0.492,4628.9
1675,0.0,-0.1075,28888.4,0.1552,1.9602,0.492,4629.3
1676,0.0,0.0,28888.4,0.1552,1.9604,0.492,4629.8
1677,0.0,0.0,28888.4,0.1552,1.9606,0.492,4630.3
1678,0.0,0.0371,28888.4,0.1552,1.9608,0.492,4630.8
1679,0.27,0.1062,28888.5,0.1552,1.961,0.492,4631.3
1680,0.76,-0.0371,28888.7,0.1552,1.9613,0.492,4631.8
1681,0.0,-0.1062,28888.7,0.1552,1.9615,0.492,4632.3
1682,0.0,0.0,28888.7,0.1552,1.9617,0.492,4632.8
1683,0.0,0.0,28888.7,0.1552,1.9619,0.492,4633.3
1684,0.0,0.0,28888.7,0.1552,1.9621,0.492,4633.8
1685,0.0,0.0,28888.7,0.1552,1.9623,0.492,4634.3
1686,0.0,0.0,28888.7,0.1552,1.9625,0.492,4634.8
1687,0.0,0.0155,28888.7,0.1552,1.9627,0.492,4635.2
1688,0.11,0.0906,28888.7,0.1552,1.9629,0.492,4635.7
1689,0.65,-0.0155,28888.9,0.1552,1.9631,0.492,4636.2
1690,0.0,-0.0906,28888.9,0.1552,1.9633,0.492,4636.7
1691,0.0,0.0,28888.9,0.1552,1.9635,0.492,4637.2
1692,0.0,0.0,28888.9,0.1552,1.9638,0.492,4637.7
1693,0.0,0.0,28888.9,0.1552,1.964,0.492,4638.2
1694,0.0,0.1903,28888.9,0.1552,1.9642,0.492,4638.7
1695,1.37,0.6673,28889.3,0.2745,1.9645,0.8703,4639.6
1696,4.8,1.2859,28890.6,0.4176,1.9651,1.3237,4640.9
1697,10.63,1.4495,28893.6,0.6612,1.966,2.0961,4643.0
1698,15.24,1.2557,28897.8,0.7789,1.967,2.4691,4645.4
1699,19.67,1.0953,28903.3,0.888,1.9682,2.8151,4648.3
1700,23.13,1.2778,28909.7,1.1081,1.9697,3.5128,4651.8
1701,28.87,1.3492,28917.7,1.2983,1.9715,4.1157,4655.9
1702,32.84,1.2687,28926.9,1.3858,1.9733,4.3929,4660.3
1703,38.0,1.4485,28937.4,1.7079,1.9756,5.4139,4665.7
1704,43.27,1.3574,28949.4,1.8325,1.9781,5.8092,4671.5
1705,47.78,1.1854,28962.7,1.804,1.9805,5.7187,4677.2
1706,51.8,1.3942,28977.1,2.1561,1.9834,6.8349,4684.1
1707,57.82,1.4219,28993.2,2.4259,1.9866,7.69,4691.8
1708,62.04,1.1099,29010.4,2.2122,1.9896,7.0127,4698.8
1709,65.81,1.3333,29028.7,2.6016,1.9931,8.2471,4707.0
1710,71.64,1.3101,29048.6,2.7724,1.9968,8.7886,4715.8
1711,75.24,1.1812,29069.5,2.7201,2.0005,8.6228,4724.4
1712,80.15,1.3886,29091.7,3.2452,2.0048,10.2873,4734.7
1713,85.24,1.0907,29115.4,2.9667,2.0088,9.4045,4744.1
1714,88.0,0.423,29139.9,1.904,2.0114,6.0357,4750.2
1715,88.28,0.1719,29164.4,1.4691,2.0133,4.6572,4754.8
1716,89.24,0.2833,29189.2,1.6885,2.0156,5.3526,4760.2
1717,90.32,0.2448,29214.3,1.6457,2.0178,5.2167,4765.4
1718,91.0,0.058,29239.5,1.3208,2.0196,4.1869,4769.6
1719,90.74,-0.1389,29264.7,0.9151,2.0208,2.9009,4772.5
1720,90.0,-0.0699,29289.7,1.041,2.0222,3.3001,4775.8
1721,90.24,0.1389,29314.8,1.4529,2.0242,4.6058,4780.4
1722,91.0,0.1059,29340.1,1.4096,2.0261,4.4685,4784.8
1723,91.0,-0.0136,29365.4,1.175,2.0276,3.7247,4788.6
1724,90.9,-0.1634,29390.6,0.868,2.0288,2.7516,4791.3
1725,89.82,-0.2641,29415.6,0.6473,2.0297,2.0519,4793.4
1726,89.0,0.0665,29440.3,1.2941,2.0314,4.1022,4797.5
1727,90.3,0.2649,29465.4,1.6814,2.0337,5.3299,4802.8
1728,90.91,-0.1314,29490.6,0.9332,2.0349,2.9583,4805.8
1729,89.36,-0.1261,29515.4,0.9166,2.0361,2.9055,4808.7
1730,90.0,0.1349,29540.4,1.4406,2.0381,4.5668,4813.2
1731,90.33,0.3716,29565.5,1.8745,2.0406,5.9421,4819.2
1732,92.68,0.2324,29591.3,1.6796,2.0429,5.3243,4824.5
1733,92.0,-0.0939,29616.8,1.0303,2.0442,3.2661,4827.8
1734,92.0,0.0,29642.4,1.2236,2.0459,3.8789,4831.6
1735,92.0,0.0,29667.9,1.2236,2.0475,3.8789,4835.5
1736,92.0,0.0729,29693.5,1.3705,2.0494,4.3445,4839.9
1737,92.52,0.2772,29719.2,1.7587,2.0517,5.575,4845.4
1738,94.0,-0.0171,29745.3,1.2304,2.0534,3.9005,4849.3
1739,92.4,-0.3779,29771.0,0.1818,2.0536,0.5763,4849.9
1740,91.27,-0.0087,29796.3,1.1907,2.0552,3.7745,4853.7
1741,92.34,0.2396,29822.0,1.6848,2.0575,5.3409,4859.0
1742,93.0,0.0917,29847.8,1.4264,2.0594,4.5216,4863.6
1743,93.0,0.0,29873.6,1.2449,2.0611,3.9463,4867.5
1744,93.0,0.0087,29899.5,1.2631,2.0628,4.0039,4871.5
1745,93.06,0.1389,29925.3,1.5154,2.0648,4.8037,4876.3
1746,94.0,0.1062,29951.4,1.4752,2.0668,4.6764,4881.0
1747,93.83,-0.1968,29977.5,0.8493,2.0679,2.6924,4883.7
1748,92.58,-0.2109,30003.2,0.7989,2.069,2.5325,4886.2
1749,92.31,0.0579,30028.9,1.3493,2.0708,4.2774,4890.5
1750,93.0,0.0092,30054.7,1.2641,2.0725,4.0072,4894.5
1751,92.38,-0.2485,30080.4,0.7177,2.0735,2.275,4896.8
1752,91.21,-0.0046,30105.7,1.1976,2.0751,3.7964,4900.6
1753,92.34,0.2172,30131.3,1.6436,2.0773,5.2104,4905.8
1754,92.77,-0.0435,30157.1,1.1498,2.0788,3.6448,4909.4
1755,92.03,-0.2116,30182.7,0.7883,2.0799,2.4988,4911.9
1756,91.25,0.0165,30208.0,1.2415,2.0815,3.9355,4915.9
1757,92.15,0.2429,30233.6,1.6862,2.0838,5.3453,4921.2
1758,93.0,0.1184,30259.5,1.4759,2.0858,4.6786,4925.9
1759,93.0,-0.1873,30285.3,0.8549,2.0869,2.71,4928.6
1760,91.65,-0.264,30310.7,0.6747,2.0878,2.1387,4930.7
1761,91.1,0.0334,30336.1,1.2728,2.0895,4.0349,4934.8
1762,91.89,0.0632,30361.6,1.3503,2.0914,4.2806,4939.0
1763,91.55,0.1539,30387.0,1.5092,2.0934,4.7843,4943.8
1764,93.0,0.1865,30412.8,1.6023,2.0955,5.0792,4948.9
1765,92.9,-0.4229,30438.6,0.1822,2.0958,0.5775,4949.5
