# Serie EXTRAPOLATA - Opel Astra H GTC 1.6i 16V (Z16XEP) pe ciclul R_DN3 — mixt (Constanța–Murfatlar–retur)
# Ciclul v(t) este masurat; consumul si CO2 sunt calculate cu modelul Willans calibrat pe masuratorile proprii ale vehiculului.
# Incertitudine estimata +/-10% (+/-15% peste 90 km/h pentru vehiculul MAS, in afara domeniului de calibrare).
t_s,v_kmh,a_ms2,dist_cum_m,debit_comb_g_s,consum_cum_l,CO2_g_s,CO2_cum_g
1766,89.96,-0.5378,30463.6,0.1798,2.096,0.5701,4950.1
1767,89.02,0.0062,30488.4,1.1744,2.0976,3.7228,4953.8
1768,90.0,0.1676,30513.4,1.4994,2.0996,4.7531,4958.5
1769,90.23,0.1108,30538.4,1.4023,2.1015,4.4452,4963.0
1770,90.8,-0.0597,30563.7,1.077,2.1029,3.4141,4966.4
1771,89.8,0.1669,30588.6,1.4938,2.1049,4.7352,4971.1
1772,92.0,0.2538,30614.2,1.7026,2.1072,5.3973,4976.5
1773,91.63,-0.2731,30639.6,0.6556,2.1081,2.0781,4978.6
1774,90.03,-0.3219,30664.6,0.5873,2.1089,1.8616,4980.5
1775,89.31,0.0429,30689.4,1.2536,2.1106,3.9739,4984.4
1776,90.34,0.2077,30714.5,1.5792,2.1127,5.0061,4989.4
1777,90.81,-0.0475,30739.7,1.102,2.1142,3.4932,4992.9
1778,90.0,-0.1119,30764.7,0.9564,2.1155,3.0319,4996.0
1779,90.0,0.0,30789.7,1.1819,2.117,3.7467,4999.7
1780,90.0,-0.0371,30814.7,1.1073,2.1185,3.51,5003.2
1781,89.73,-0.1367,30839.7,0.9019,2.1197,2.8589,5006.1
1782,89.02,-0.0043,30864.4,1.1532,2.1213,3.6556,5009.7
1783,89.7,0.0243,30889.3,1.2246,2.1229,3.8818,5013.6
1784,89.19,0.0352,30914.1,1.2358,2.1246,3.9174,5017.5
1785,89.96,-0.0265,30939.1,1.1277,2.1261,3.5749,5021.1
1786,89.0,-0.1327,30963.8,0.8971,2.1273,2.8438,5024.0
1787,89.0,-0.0209,30988.5,1.1198,2.1288,3.5499,5027.5
1788,88.85,-0.1161,31013.2,0.9275,2.1301,2.9401,5030.4
1789,88.16,0.0209,31037.7,1.186,2.1316,3.7596,5034.2
1790,89.0,0.1161,31062.4,1.3858,2.1335,4.3931,5038.6
1791,89.0,-0.0355,31087.1,1.0909,2.135,3.4581,5042.1
1792,88.74,-0.1423,31111.8,0.8737,2.1361,2.7695,5044.8
1793,87.98,-0.1899,31136.2,0.7669,2.1372,2.4311,5047.3
1794,87.38,0.0458,31160.5,1.2187,2.1388,3.8631,5051.1
1795,88.31,0.2207,31185.0,1.5556,2.1409,4.9312,5056.1
1796,88.97,0.0965,31209.7,1.3502,2.1427,4.2802,5060.3
1797,89.0,-0.092,31234.5,0.9782,2.144,3.1008,5063.4
1798,88.3,-0.0009,31259.0,1.1458,2.1456,3.6321,5067.1
1799,88.99,0.0458,31283.7,1.2527,2.1472,3.9709,5071.0
1800,88.63,-0.1963,31308.3,0.7646,2.1483,2.4237,5073.5
1801,87.58,-0.1868,31332.7,0.7669,2.1493,2.431,5075.9
1802,87.29,0.0314,31356.9,1.1886,2.1509,3.768,5079.7
1803,87.81,0.0215,31381.3,1.1797,2.1525,3.7397,5083.4
1804,87.44,0.0269,31405.6,1.183,2.1541,3.7501,5087.1
1805,88.0,0.1161,31430.0,1.3649,2.1559,4.3268,5091.5
1806,88.28,0.1389,31454.5,1.4109,2.1578,4.4724,5095.9
1807,89.0,0.1001,31479.3,1.3574,2.1596,4.3028,5100.3
1808,89.0,-0.0092,31504.0,1.1433,2.1611,3.6242,5103.9
1809,88.93,-0.1346,31528.7,0.8922,2.1623,2.8282,5106.7
1810,88.03,-0.1058,31553.2,0.9335,2.1636,2.9591,5109.7
1811,88.17,0.0965,31577.6,1.3341,2.1654,4.229,5113.9
1812,88.73,-0.1567,31602.3,0.8447,2.1665,2.6777,5116.6
1813,87.04,-0.2323,31626.5,0.6698,2.1674,2.1232,5118.7
1814,87.05,0.1184,31650.6,1.3495,2.1692,4.2778,5123.0
1815,87.9,-0.1463,31675.1,0.8515,2.1704,2.6993,5125.7
1816,86.0,-0.22,31699.0,0.6784,2.1713,2.1506,5127.8
1817,86.31,0.189,31722.9,1.456,2.1732,4.6155,5132.4
1818,87.36,0.2344,31747.2,1.558,2.1753,4.9389,5137.4
1819,88.0,0.0887,31771.6,1.3162,2.1771,4.1723,5141.5
1820,88.0,0.0,31796.1,1.1414,2.1786,3.6183,5145.2
1821,88.0,0.0227,31820.5,1.1862,2.1802,3.7602,5148.9
1822,88.16,0.1389,31845.0,1.4084,2.1821,4.4647,5153.4
1823,89.0,0.1162,31869.7,1.3858,2.184,4.3931,5157.8
1824,89.0,0.0,31894.5,1.1615,2.1855,3.682,5161.5
1825,89.0,-0.0325,31919.2,1.0967,2.187,3.4765,5164.9
1826,88.77,-0.1389,31943.8,0.8808,2.1882,2.7922,5167.7
1827,88.0,-0.1448,31968.3,0.8561,2.1893,2.7137,5170.4
1828,87.72,-0.1296,31992.7,0.8814,2.1905,2.7939,5173.2
1829,87.07,0.0385,32016.8,1.1979,2.1921,3.7974,5177.0
1830,88.0,0.1296,32041.3,1.3886,2.194,4.402,5181.4
1831,88.0,0.0,32065.7,1.1414,2.1955,3.6183,5185.1
1832,88.0,0.0784,32090.2,1.2958,2.1973,4.1078,5189.2
1833,88.56,0.2778,32114.8,1.6624,2.1995,5.2699,5194.4
1834,90.0,0.1738,32139.8,1.5106,2.2015,4.7885,5199.2
1835,89.82,-0.128,32164.7,0.9208,2.2028,2.919,5202.1
1836,89.08,0.0243,32189.5,1.2115,2.2044,3.8406,5206.0
1837,89.99,0.3112,32214.5,1.757,2.2067,5.5696,5211.6
1838,91.32,-0.0323,32239.8,1.1432,2.2083,3.6239,5215.2
1839,89.76,-0.3168,32264.8,0.5858,2.2091,1.857,5217.0
1840,89.04,-0.1594,32289.5,0.8445,2.2102,2.6771,5219.7
1841,88.61,0.0673,32314.1,1.2871,2.2119,4.0801,5223.8
1842,89.52,0.195,32339.0,1.5378,2.214,4.8748,5228.7
1843,90.01,0.3379,32364.0,1.8056,2.2164,5.7239,5234.4
1844,91.96,0.1152,32389.5,1.4472,2.2184,4.5876,5239.0
1845,90.84,-0.4105,32414.8,0.1805,2.2186,0.5723,5239.6
1846,89.0,-0.2141,32439.5,0.7349,2.2196,2.3297,5241.9
1847,89.3,0.2305,32464.3,1.596,2.2217,5.0593,5246.9
1848,90.66,0.318,32489.5,1.7862,2.2241,5.6624,5252.6
1849,91.59,-0.0566,32514.9,1.099,2.2256,3.4837,5256.1
1850,90.25,-0.3212,32540.0,0.5884,2.2264,1.8653,5258.0
1851,89.28,-0.035,32564.8,1.0972,2.2279,3.4783,5261.4
1852,90.0,0.1001,32589.8,1.3781,2.2297,4.3687,5265.8
1853,90.0,-0.039,32614.8,1.1034,2.2312,3.4979,5269.3
1854,89.72,-0.1389,32639.7,0.8972,2.2324,2.8442,5272.1
1855,89.0,-0.0999,32664.4,0.9625,2.2337,3.051,5275.2
1856,89.0,0.074,32689.2,1.3089,2.2354,4.1493,5279.3
1857,89.53,0.2743,32714.0,1.6796,2.2377,5.3244,5284.7
1858,90.97,0.0948,32739.3,1.3891,2.2396,4.4033,5289.1
1859,90.22,0.0693,32764.4,1.3264,2.2413,4.2046,5293.3
1860,91.47,0.2478,32789.8,1.6789,2.2436,5.3221,5298.6
1861,92.0,0.0731,32815.3,1.3708,2.2454,4.3453,5302.9
1862,92.0,0.0634,32840.9,1.353,2.2473,4.2891,5307.2
1863,92.46,0.1389,32866.6,1.5018,2.2493,4.7607,5312.0
1864,93.0,0.0755,32892.4,1.3963,2.2511,4.4262,5316.4
1865,93.0,-0.0505,32918.2,1.1397,2.2527,3.6128,5320.0
1866,92.64,-0.1389,32944.0,0.9491,2.2539,3.0087,5323.0
1867,92.0,-0.0884,32969.5,1.0417,2.2553,3.302,5326.3
1868,92.0,0.0424,32995.1,1.3109,2.2571,4.1555,5330.5
1869,92.31,0.1389,33020.7,1.4984,2.2591,4.75,5335.2
1870,93.0,0.0965,33046.5,1.4353,2.261,4.55,5339.8
1871,93.0,-0.2047,33072.4,0.8188,2.2621,2.5955,5342.4
1872,91.53,0.0,33097.8,1.2136,2.2638,3.8472,5346.2
1873,93.0,0.1474,33123.6,1.5298,2.2658,4.8496,5351.1
1874,92.59,-0.1389,33149.3,0.9482,2.2671,3.0059,5354.1
1875,92.0,-0.0514,33174.9,1.1177,2.2686,3.5431,5357.6
1876,92.22,0.1122,33200.5,1.4474,2.2705,4.5882,5362.2
1877,92.81,-0.0386,33226.3,1.1607,2.2721,3.6794,5365.9
1878,91.94,-0.2611,33251.8,0.6849,2.273,2.1712,5368.1
1879,90.93,-0.4391,33277.1,0.1806,2.2733,0.5725,5368.6
1880,88.78,-0.4403,33301.8,0.1789,2.2735,0.5671,5369.2
1881,87.76,-0.2704,33326.1,0.6053,2.2743,1.9189,5371.1
1882,86.83,-0.4376,33350.3,0.1773,2.2746,0.5622,5371.7
1883,84.61,-0.4777,33373.8,0.1756,2.2748,0.5565,5372.3
1884,83.39,-0.3701,33396.9,0.1746,2.275,0.5535,5372.8
1885,81.94,-0.4711,33419.7,0.1734,2.2753,0.5498,5373.4
1886,80.0,-0.3326,33441.9,0.1719,2.2755,0.5449,5373.9
1887,79.55,-0.2701,33464.0,0.5315,2.2762,1.6847,5375.6
1888,78.06,-0.5319,33485.7,0.1703,2.2764,0.54,5376.1
1889,75.72,-0.4566,33506.7,0.1685,2.2767,0.534,5376.7
1890,74.77,-0.3775,33527.5,0.1679,2.2769,0.5323,5377.2
1891,73.0,-0.2727,33547.8,0.1669,2.2771,0.529,5377.7
1892,72.8,-0.1421,33568.0,0.6409,2.278,2.0317,5379.8
1893,71.98,-0.3426,33588.0,0.1664,2.2782,0.5276,5380.3
1894,70.34,-0.4135,33607.5,0.166,2.2784,0.5262,5380.8
1895,69.0,-0.1859,33626.7,0.5386,2.2791,1.7073,5382.5
1896,69.0,-0.1503,33645.9,0.5935,2.2799,1.8812,5384.4
1897,67.92,-0.5078,33664.7,0.1653,2.2802,0.5241,5384.9
1898,65.34,-0.5924,33682.9,0.1671,2.2804,0.5298,5385.4
1899,63.65,-0.3255,33700.5,0.1686,2.2806,0.5345,5386.0
1900,63.0,-0.101,33718.0,0.6514,2.2815,2.065,5388.0
1901,62.92,-0.4167,33735.5,0.1693,2.2817,0.5366,5388.6
1902,60.0,-0.4364,33752.2,0.1677,2.2819,0.5315,5389.1
1903,59.78,-0.3237,33768.8,0.1675,2.2822,0.5309,5389.6
1904,57.67,-0.4259,33784.8,0.1658,2.2824,0.5256,5390.2
1905,56.72,-0.2503,33800.6,0.165,2.2826,0.5231,5390.7
1906,55.87,-0.2379,33816.1,0.1643,2.2828,0.5209,5391.2
1907,55.0,-0.1451,33831.4,0.5149,2.2835,1.6324,5392.8
1908,54.82,-0.1791,33846.6,0.4776,2.2841,1.5139,5394.4
1909,53.71,-0.2703,33861.5,0.1625,2.2844,0.5152,5394.9
1910,52.88,-0.2535,33876.2,0.1618,2.2846,0.513,5395.4
1911,51.89,-0.2605,33890.6,0.1611,2.2848,0.5107,5395.9
1912,51.0,-0.1846,33904.8,0.4579,2.2854,1.4514,5397.4
1913,50.56,-0.1389,33918.8,0.4837,2.2861,1.5334,5398.9
1914,50.0,-0.0777,33932.7,0.5479,2.2868,1.7368,5400.6
1915,50.0,0.0,33946.6,0.6348,2.2877,2.0124,5402.6
1916,50.0,0.0,33960.5,0.6348,2.2885,2.0124,5404.6
1917,50.0,-0.0587,33974.4,0.5691,2.2893,1.804,5406.5
1918,49.58,-0.1389,33988.2,0.4761,2.2899,1.5092,5408.0
1919,49.0,-0.0173,34001.8,0.6051,2.2907,1.9182,5409.9
1920,49.45,0.1389,34015.5,0.7827,2.2918,2.481,5412.4
1921,50.0,0.0219,34029.4,0.6593,2.2927,2.09,5414.5
1922,49.61,-0.1389,34043.2,0.4764,2.2933,1.51,5416.0
1923,49.0,-0.0848,34056.8,0.5311,2.294,1.6835,5417.6
1924,49.0,0.0,34070.4,0.624,2.2948,1.9782,5419.6
1925,49.0,0.0,34084.0,0.624,2.2957,1.9782,5421.6
1926,49.0,0.0,34097.6,0.624,2.2965,1.9782,5423.6
1927,49.0,-0.0256,34111.2,0.596,2.2973,1.8893,5425.5
1928,48.82,-0.1607,34124.8,0.4479,2.2979,1.4198,5426.9
1929,47.84,-0.2207,34138.1,0.1583,2.2981,0.5019,5427.4
1930,47.23,0.1607,34151.2,0.7771,2.2992,2.4633,5429.9
1931,49.0,0.2463,34164.8,0.8942,2.3004,2.8345,5432.7
1932,49.0,0.0,34178.4,0.624,2.3012,1.9782,5434.7
1933,49.0,0.0,34192.0,0.624,2.3021,1.9782,5436.6
1934,49.0,0.0,34205.6,0.624,2.3029,1.9782,5438.6
1935,49.0,-0.0212,34219.3,0.6007,2.3037,1.9043,5440.5
1936,48.85,-0.481,34232.8,0.159,2.3039,0.5041,5441.0
1937,45.54,-1.2868,34245.5,0.1588,2.3041,0.5034,5441.5
1938,39.58,-1.9425,34256.5,0.157,2.3043,0.4978,5442.0
1939,31.55,-1.8221,34265.2,0.1492,2.3045,0.4728,5442.5
1940,26.46,-1.7606,34272.6,0.1471,2.3047,0.4663,5443.0
1941,18.87,-1.9227,34277.8,0.1439,2.3049,0.456,5443.4
1942,12.62,-1.3835,34281.3,0.2938,2.3053,0.9313,5444.4
1943,8.91,-0.9925,34283.8,0.2898,2.3057,0.9187,5445.3
1944,5.47,-0.8505,34285.3,0.2733,2.3061,0.8662,5446.1
1945,2.79,-0.6506,34286.1,0.2529,2.3064,0.8018,5446.9
1946,0.79,-0.3875,34286.3,0.1552,2.3066,0.492,5447.4
1947,0.0,-0.1097,34286.3,0.1552,2.3068,0.492,5447.9
1948,0.0,0.0,34286.3,0.1552,2.307,0.492,5448.4
1949,0.0,0.0,34286.3,0.1552,2.3072,0.492,5448.9
1950,0.0,0.0896,34286.3,0.1552,2.3075,0.492,5449.4
1951,0.65,0.0,34286.5,0.1552,2.3077,0.492,5449.9
1952,0.0,-0.0896,34286.5,0.1552,2.3079,0.492,5450.4
1953,0.0,0.0,34286.5,0.1552,2.3081,0.492,5450.9
1954,0.0,0.0,34286.5,0.1552,2.3083,0.492,5451.4
1955,0.0,0.0,34286.5,0.1552,2.3085,0.492,5451.9
1956,0.0,0.0,34286.5,0.1552,2.3087,0.492,5452.4
1957,0.0,0.0,34286.5,0.1552,2.3089,0.492,5452.8
1958,0.0,0.0,34286.5,0.1552,2.3091,0.492,5453.3
1959,0.0,0.0,34286.5,0.1552,2.3093,0.492,5453.8
1960,0.0,0.0,34286.5,0.1552,2.3095,0.492,5454.3
1961,0.0,0.0,34286.5,0.1552,2.3097,0.492,5454.8
1962,0.0,0.0,34286.5,0.1552,2.31,0.492,5455.3
1963,0.0,0.0,34286.5,0.1552,2.3102,0.492,5455.8
1964,0.0,0.0,34286.5,0.1552,2.3104,0.492,5456.3
1965,0.0,0.0,34286.5,0.1552,2.3106,0.492,5456.8
1966,0.0,0.0201,34286.5,0.1552,2.3108,0.492,5457.3
1967,0.14,0.13,34286.5,0.1552,2.311,0.492,5457.8
1968,0.94,-0.0201,34286.8,0.1552,2.3112,0.492,5458.3
1969,0.0,-0.13,34286.8,0.1552,2.3114,0.492,5458.8
1970,0.0,0.0,34286.8,0.1552,2.3116,0.492,5459.2
1971,0.0,0.0,34286.8,0.1552,2.3118,0.492,5459.7
1972,0.0,0.0,34286.8,0.1552,2.312,0.492,5460.2
1973,0.0,0.0,34286.8,0.1552,2.3122,0.492,5460.7
1974,0.0,0.0,34286.8,0.1552,2.3125,0.492,5461.2
1975,0.0,0.0972,34286.8,0.1552,2.3127,0.492,5461.7
1976,0.7,0.0129,34287.0,0.1552,2.3129,0.492,5462.2
1977,0.09,-0.0108,34287.0,0.1552,2.3131,0.492,5462.7
1978,0.62,-0.0129,34287.2,0.1552,2.3133,0.492,5463.2
1979,0.0,-0.0864,34287.2,0.1552,2.3135,0.492,5463.7
1980,0.0,0.0,34287.2,0.1552,2.3137,0.492,5464.2
1981,0.0,0.0,34287.2,0.1552,2.3139,0.492,5464.7
1982,0.0,0.0,34287.2,0.1552,2.3141,0.492,5465.1
1983,0.0,0.0,34287.2,0.1552,2.3143,0.492,5465.6
1984,0.0,0.2393,34287.2,0.1552,2.3145,0.492,5466.1
1985,1.72,0.7723,34287.7,0.2847,2.3149,0.9024,5467.0
1986,5.56,1.0991,34289.2,0.4236,2.3155,1.3428,5468.4
1987,9.64,1.1755,34291.9,0.5666,2.3163,1.7963,5470.2
1988,14.02,1.2924,34295.8,0.7439,2.3172,2.358,5472.5
1989,18.94,1.5338,34301.1,1.0453,2.3187,3.3137,5475.8
1990,25.07,1.4133,34308.0,1.2231,2.3203,3.8772,5479.7
1991,29.12,1.0094,34316.1,1.1087,2.3218,3.5145,5483.2
1992,32.34,1.3019,34325.1,1.3895,2.3236,4.4047,5487.6
1993,38.49,1.3213,34335.8,1.6294,2.3258,5.1653,5492.8
1994,41.85,1.0808,34347.4,1.554,2.3279,4.9263,5497.7
1995,46.27,1.0666,34360.3,1.6527,2.3301,5.2391,5503.0
1996,49.53,0.6566,34374.0,1.3402,2.3319,4.2486,5507.2
1997,51.0,0.2044,34388.2,0.8791,2.3331,2.7867,5510.0
1998,51.0,0.0,34402.3,0.6458,2.334,2.0471,5512.1
1999,51.0,0.0445,34416.5,0.6965,2.3349,2.208,5514.3
2000,51.32,0.121,34430.8,0.7883,2.336,2.499,5516.8
2001,51.87,-0.0047,34445.2,0.65,2.3369,2.0605,5518.8
2002,51.29,0.0179,34459.4,0.6695,2.3377,2.1222,5520.9
2003,52.0,0.0991,34473.9,0.7722,2.3388,2.4479,5523.4
2004,52.0,0.0,34488.3,0.6569,2.3397,2.0823,5525.5
2005,52.0,0.0,34502.8,0.6569,2.3405,2.0823,5527.6
2006,52.0,-0.0122,34517.2,0.6427,2.3414,2.0373,5529.6
2007,51.91,-0.1389,34531.6,0.4945,2.3421,1.5675,5531.2
2008,51.0,-0.1267,34545.8,0.5011,2.3427,1.5885,5532.8
2009,51.0,0.0,34560.0,0.6458,2.3436,2.0471,5534.8
2010,51.0,0.0,34574.1,0.6458,2.3445,2.0471,5536.8
2011,51.0,0.0,34588.3,0.6458,2.3453,2.0471,5538.9
2012,51.0,0.0,34602.5,0.6458,2.3462,2.0471,5540.9
2013,51.0,0.0112,34616.6,0.6586,2.3471,2.0877,5543.0
2014,51.08,0.1073,34630.8,0.7694,2.3481,2.439,5545.5
2015,51.77,-0.0112,34645.2,0.6413,2.349,2.033,5547.5
2016,51.0,-0.1073,34659.4,0.5232,2.3497,1.6586,5549.2
2017,51.0,0.0,34673.5,0.6458,2.3506,2.0471,5551.2
2018,51.0,0.0,34687.7,0.6458,2.3514,2.0471,5553.3
2019,51.0,0.0314,34701.9,0.6816,2.3523,2.1607,5555.4
2020,51.23,0.0954,34716.1,0.7577,2.3534,2.4019,5557.8
2021,51.69,-0.0314,34730.4,0.617,2.3542,1.956,5559.8
2022,51.0,-0.0556,34744.6,0.5823,2.355,1.8459,5561.6
2023,51.29,0.1346,34758.9,0.8034,2.356,2.5469,5564.2
2024,51.97,-0.0399,34773.3,0.6101,2.3569,1.9341,5566.1
2025,51.0,-0.1346,34787.5,0.4921,2.3575,1.56,5567.7
2026,51.0,0.0,34801.6,0.6458,2.3584,2.0471,5569.7
2027,51.0,0.0,34815.8,0.6458,2.3593,2.0471,5571.8
2028,51.0,0.0,34830.0,0.6458,2.3601,2.0471,5573.8
2029,51.0,0.0205,34844.1,0.6691,2.361,2.1211,5575.9
2030,51.15,0.1366,34858.3,0.8037,2.3621,2.5479,5578.5
2031,51.98,0.0294,34872.8,0.6908,2.363,2.19,5580.7
2032,51.36,-0.0736,34887.0,0.5651,2.3638,1.7915,5582.4
2033,51.45,-0.1887,34901.3,0.4599,2.3644,1.458,5583.9
2034,50.0,-0.2019,34915.2,0.4533,2.365,1.4369,5585.3
2035,50.0,0.0,34929.1,0.6348,2.3659,2.0124,5587.4
2036,50.0,0.0,34943.0,0.6348,2.3667,2.0124,5589.4
2037,50.0,0.0,34956.9,0.6348,2.3676,2.0124,5591.4
2038,50.0,0.0,34970.8,0.6348,2.3684,2.0124,5593.4
2039,50.0,0.0366,34984.7,0.6757,2.3693,2.1421,5595.5
2040,50.26,0.1367,34998.6,0.7914,2.3704,2.5089,5598.0
2041,50.98,0.0093,35012.8,0.6562,2.3713,2.0801,5600.1
2042,50.33,-0.0421,35026.8,0.5909,2.3721,1.8733,5602.0
2043,50.68,-0.0458,35040.9,0.5902,2.3729,1.8711,5603.9
2044,50.0,-0.0945,35054.7,0.529,2.3736,1.677,5605.5
2045,50.0,-0.0164,35068.6,0.6165,2.3744,1.9543,5607.5
2046,49.88,-0.1389,35082.5,0.4785,2.375,1.5167,5609.0
2047,49.0,-0.0669,35096.1,0.5507,2.3758,1.7457,5610.8
2048,49.4,0.0848,35109.8,0.7221,2.3768,2.2891,5613.1
2049,49.61,-0.0557,35123.6,0.5688,2.3775,1.8031,5614.9
2050,49.0,-0.0848,35137.2,0.531,2.3782,1.6833,5616.5
2051,49.0,0.003,35150.8,0.6273,2.3791,1.9885,5618.5
2052,49.02,0.1313,35164.4,0.7684,2.3801,2.4357,5621.0
2053,49.95,0.1359,35178.3,0.7862,2.3812,2.4923,5623.5
2054,50.0,0.0212,35192.2,0.6585,2.382,2.0875,5625.5
2055,50.1,0.0901,35206.1,0.7369,2.383,2.3359,5627.9
2056,50.65,-0.1525,35220.2,0.469,2.3837,1.4868,5629.4
2057,49.0,-0.2289,35233.8,0.1591,2.3839,0.5044,5629.9
2058,49.0,0.0,35247.4,0.624,2.3847,1.9782,5631.8
2059,49.0,0.0,35261.0,0.624,2.3855,1.9782,5633.8
2060,49.0,-0.0457,35274.6,0.5739,2.3863,1.8194,5635.6
2061,48.67,-0.1389,35288.2,0.4692,2.3869,1.4874,5637.1
2062,48.0,-0.1228,35301.5,0.4815,2.3876,1.5264,5638.7
2063,47.79,-0.1386,35314.8,0.4629,2.3882,1.4675,5640.1
2064,47.0,0.0776,35327.8,0.6881,2.3891,2.1812,5642.3
2065,48.35,0.1228,35341.2,0.7499,2.3901,2.3773,5644.7
2066,47.89,-1.5686,35354.5,0.1584,2.3904,0.502,5645.2
2067,37.05,-2.7743,35364.8,0.1545,2.3906,0.4897,5645.7
2068,27.91,-2.4136,35372.6,0.1465,2.3908,0.4645,5646.1
2069,19.67,-2.1642,35378.1,0.1453,2.391,0.4605,5646.6
2070,12.33,-1.7957,35381.5,0.2927,2.3913,0.928,5647.5
2071,6.74,-1.1965,35383.4,0.2829,2.3917,0.8967,5648.4
2072,3.71,-0.7609,35384.4,0.2599,2.3921,0.824,5649.3
2073,1.27,-0.5158,35384.7,0.2509,2.3924,0.7954,5650.0
2074,0.0,-0.1759,35384.7,0.1552,2.3926,0.492,5650.5
2075,0.0,0.0,35384.7,0.1552,2.3928,0.492,5651.0
2076,0.0,0.0,35384.7,0.1552,2.393,0.492,5651.5
2077,0.0,0.0,35384.7,0.1552,2.3932,0.492,5652.0
2078,0.0,0.1386,35384.7,0.1552,2.3935,0.492,5652.5
2079,1.0,0.0,35385.0,0.1552,2.3937,0.492,5653.0
2080,0.0,-0.1386,35385.0,0.1552,2.3939,0.492,5653.5
2081,0.0,0.0,35385.0,0.1552,2.3941,0.492,5654.0
2082,0.0,0.0,35385.0,0.1552,2.3943,0.492,5654.5
2083,0.0,0.1278,35385.0,0.1552,2.3945,0.492,5655.0
2084,0.92,0.0043,35385.3,0.1552,2.3947,0.492,5655.5
2085,0.03,-0.1278,35385.3,0.1552,2.3949,0.492,5655.9
2086,0.0,-0.0043,35385.3,0.1552,2.3951,0.492,5656.4
2087,0.0,0.0,35385.3,0.1552,2.3953,0.492,5656.9
2088,0.0,0.0,35385.3,0.1552,2.3955,0.492,5657.4
2089,0.0,0.053,35385.3,0.1552,2.3957,0.492,5657.9
2090,0.38,0.1114,35385.4,0.1552,2.396,0.492,5658.4
2091,0.8,-0.053,35385.6,0.1552,2.3962,0.492,5658.9
2092,0.0,-0.1114,35385.6,0.1552,2.3964,0.492,5659.4
2093,0.0,0.0,35385.6,0.1552,2.3966,0.492,5659.9
2094,0.0,0.0,35385.6,0.1552,2.3968,0.492,5660.4
2095,0.0,0.0,35385.6,0.1552,2.397,0.492,5660.9
2096,0.0,0.0,35385.6,0.1552,2.3972,0.492,5661.4
2097,0.0,0.0,35385.6,0.1552,2.3974,0.492,5661.9
2098,0.0,0.0,35385.6,0.1552,2.3976,0.492,5662.3
2099,0.0,0.0,35385.6,0.1552,2.3978,0.492,5662.8
2100,0.0,0.0,35385.6,0.1552,2.398,0.492,5663.3
2101,0.0,0.8753,35385.6,0.1552,2.3982,0.492,5663.8
2102,6.3,1.3555,35387.4,0.4854,2.3989,1.5387,5665.4
2103,9.76,1.1693,35390.1,0.5689,2.3997,1.8036,5667.2
2104,14.72,1.4595,35394.2,0.8262,2.4008,2.619,5669.8
2105,20.27,1.2487,35399.8,0.9812,2.4021,3.1104,5672.9
2106,23.71,1.1826,35406.4,1.073,2.4035,3.4014,5676.3
2107,28.78,1.3187,35414.4,1.2778,2.4052,4.0507,5680.3
2108,33.21,1.4002,35423.6,1.486,2.4072,4.7107,5685.1
2109,38.86,1.071,35434.4,1.4492,2.4092,4.5938,5689.7
2110,40.92,1.0077,35445.8,1.4639,2.4111,4.6406,5694.3
2111,46.12,0.9836,35458.6,1.5727,2.4133,4.9853,5699.3
2112,48.0,0.274,35471.9,0.9078,2.4145,2.8777,5702.2
2113,48.09,0.1364,35485.3,0.7613,2.4155,2.4132,5704.6
2114,48.98,0.2649,35498.9,0.9143,2.4167,2.8985,5707.5
2115,50.0,0.1414,35512.8,0.793,2.4178,2.5139,5710.0
2116,50.0,0.0368,35526.6,0.676,2.4187,2.1431,5712.1
2117,50.27,0.1389,35540.6,0.794,2.4198,2.5169,5714.6
2118,51.0,0.147,35554.8,0.8136,2.4209,2.5791,5717.2
2119,51.32,0.0824,35569.0,0.744,2.4219,2.3584,5719.6
2120,51.59,-0.0449,35583.4,0.6004,2.4227,1.9034,5721.5
2121,51.0,-0.0348,35597.5,0.6061,2.4235,1.9212,5723.4
2122,51.34,0.0956,35611.8,0.7594,2.4245,2.4074,5725.8
2123,51.69,-0.0476,35626.1,0.5983,2.4253,1.8967,5727.7
2124,51.0,-0.0692,35640.3,0.5668,2.4261,1.7967,5729.5
2125,51.19,0.0818,35654.5,0.7416,2.4271,2.3509,5731.9
2126,51.59,-0.0264,35668.9,0.6218,2.4279,1.9711,5733.8
2127,51.0,-0.0656,35683.0,0.5708,2.4287,1.8095,5735.6
2128,51.12,0.1389,35697.2,0.806,2.4297,2.5549,5738.2
2129,52.0,0.024,35711.7,0.6848,2.4307,2.1707,5740.4
2130,51.29,-0.2412,35725.9,0.1607,2.4309,0.5094,5740.9
2131,50.26,0.0099,35739.9,0.6488,2.4317,2.0567,5742.9
2132,51.36,0.1481,35754.1,0.82,2.4328,2.5995,5745.5
2133,51.33,-0.0844,35768.4,0.5524,2.4336,1.7511,5747.3
2134,50.75,0.0454,35782.5,0.6946,2.4345,2.202,5749.5
2135,51.66,-0.0082,35796.9,0.6435,2.4354,2.04,5751.5
2136,50.69,-0.2227,35810.9,0.1603,2.4356,0.5081,5752.0
2137,50.05,0.0388,35824.8,0.6789,2.4365,2.152,5754.2
2138,50.97,0.1315,35839.0,0.7955,2.4376,2.5217,5756.7
2139,51.0,0.0038,35853.2,0.6501,2.4384,2.0609,5758.8
