ruta,fereastra_orara,timestamp_local,t_rel_s,v_kmh,rpm,maf_g_s,sarcina_motor_pct,t_lichid_racire_C,t_aer_admisie_C,t_ambiant_C,altitudine_m,p_galerie_psi,HDOP,a_ms2,dist_cum_m,stationare,clasa_RDE,segment,debit_comb_model_ml_s,comb_cum_l_model,CO2_g_s_model,CO2_g_s_stoich_MAF,debit_comb_fizic_ml_s,CO2_g_s_fizic
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:24,302,0.0,864.5602766798416,11.092292490118572,18.864268774703568,60.0,27.11067193675892,20.0,38.33359683794465,14.79,4.147907445243583,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1563,0.3329,2.4174,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:25,303,0.0,856.0377358490568,10.965094339622643,19.22,60.09433962264153,28.0,20.0,37.92264150943399,14.79,4.412289339881947,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1564,0.3329,2.3896,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:26,304,0.0,865.4134615384612,11.101538461538455,19.22,60.961538461538446,28.0,20.0,39.057692307692285,14.79,4.264247861646421,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1566,0.3329,2.4194,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:27,305,0.0,850.75,10.89,19.22,60.0,28.0,20.0,38.0,14.79,4.811756336623769,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1567,0.3329,2.3733,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:28,306,0.0,859.404936461388,11.006999022482892,19.71140762463344,60.0,27.739980449657857,20.0,38.66197458455521,14.79,4.277482419847482,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1568,0.3329,2.3988,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:29,307,0.0,858.9901719901719,10.997862407862408,20.0,60.0,27.0,20.0,37.71990171990172,14.79,4.626198477579524,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1569,0.3329,2.3968,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:30,308,0.0,866.8044822256569,11.107279752704793,20.01326120556413,60.034003091190094,27.0,20.0,37.88160741885623,14.79,3.998966448378809,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1571,0.3329,2.4206,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:31,309,0.0,858.4588441330998,10.98731173380035,20.39,61.0,27.0,20.0,40.29851138353766,14.79,4.453007299169972,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1572,0.3329,2.3945,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:32,310,0.0,851.2852053646269,10.880469404861692,20.4661693210394,61.0,27.0,20.0,40.36328583403185,14.79,4.222293002636152,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1573,0.3329,2.3712,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:33,311,0.0,845.25,10.8,20.78,61.0,27.03976143141155,20.0,39.7284294234592,14.79,4.206444664336457,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1574,0.3329,2.3537,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:34,312,0.0,845.7352670349907,10.807513812154696,20.80504604051565,61.0,28.0,20.0,38.18158379373845,14.79,4.050791176592125,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1576,0.3329,2.3553,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:35,313,0.0,846.1864700780573,10.822055507372072,21.18,60.57415437987858,28.0,20.0,39.32437120555073,14.79,3.763338217445518,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1577,0.3329,2.3585,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:36,314,0.0,837.8251953125,10.703203125,21.18,60.0,28.0,20.0,37.36503906250002,14.79,3.890526816044708,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1578,0.3329,2.3326,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:37,315,0.0,834.0316223648026,10.649413382218144,21.29224564619616,60.28780934922092,28.0,20.0,37.93024747937673,14.79,3.8710903064527367,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1579,0.3329,2.3208,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:38,316,0.0,821.1408045977012,10.457689655172414,21.57,61.0,28.0,20.0,38.65379310344829,14.79,4.110751888322739,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1581,0.3329,2.2791,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:39,317,0.0,827.5447732513453,10.547832436587242,21.57,61.0,28.0,20.0,38.77440430438124,14.79,4.03535632312032,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1582,0.3329,2.2987,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:40,318,0.0,840.2150077760499,10.736469673405912,21.57,61.0,28.0,20.0,38.06982892690519,14.79,4.445035279432389,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1583,0.3329,2.3398,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:41,319,0.0,848.2592521202776,10.850994602929838,21.57,61.0,28.0,20.0,39.08550501156515,14.79,4.038152135748012,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1584,0.3329,2.3648,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:42,320,0.0,853.9149572649573,10.935213675213674,21.57,61.0,28.0,20.0,37.26273504273507,14.79,4.820298673237991,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1586,0.3329,2.3831,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:43,321,0.0,850.9235042735042,10.892478632478632,21.57,61.0,28.0,20.0,38.71572649572651,14.79,4.639916870964665,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1587,0.3329,2.3738,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:44,322,0.0,860.1487053883834,11.017669699090272,21.18,61.0,28.0,20.0,38.5885234429671,14.79,4.42582795426617,0.0,2899.2,1,urban,S1_urban_iesire,0.1262,0.1588,0.3329,2.4011,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:45,323,0.0,854.5503848845348,10.940692792162352,21.18,61.0,28.0,20.0,37.60881735479358,14.79,4.271107185797646,0.0626,2899.2,1,urban,S1_urban_iesire,0.1262,0.1589,0.3329,2.3843,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:46,324,0.4506578947368546,867.7072368421054,11.137598684210529,20.999736842105257,61.0,28.0,20.0,39.95493421052631,14.79,4.231200626045573,0.0896,2899.4,1,urban,S1_urban_iesire,0.1262,0.1591,0.3329,2.4272,0.1567,0.4134
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:47,325,0.6448398576512362,868.7777580071173,11.141864768683272,20.78,61.355160142348765,28.0,20.0,39.9,14.79,4.681315236131665,-0.0626,2899.5,1,urban,S1_urban_iesire,0.1262,0.1592,0.3329,2.4282,0.1541,0.4065
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:48,326,0.0,861.9259259259258,11.030797720797718,20.78,61.86609686609688,28.0,20.0,39.53846153846156,14.79,5.444159961082272,-0.0896,2899.5,1,urban,S1_urban_iesire,0.1262,0.1593,0.3329,2.404,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:49,327,0.0,876.4434389140272,11.23,20.641647058823533,61.35475113122171,28.0,20.0,37.83855203619908,14.79,4.54244523161381,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.1595,0.3329,2.4474,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:50,328,0.0,873.7852112676059,11.175140845070423,20.27739436619719,62.0,28.288732394366185,20.0,38.97112676056338,14.79,5.198273373571862,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.1596,0.3329,2.4354,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:51,329,0.0,857.3927335640138,10.921718569780852,20.0,62.0,29.0,20.0,39.102768166089966,14.79,4.512148319417328,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.1597,0.3329,2.3802,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:52,330,0.0,843.3157172271791,10.70461908030199,19.88597117364448,62.0,29.2923816060398,20.0,39.32457103637612,14.79,4.010911203956368,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.1598,0.3329,2.3329,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:53,331,0.0,846.4042553191489,10.738936170212764,19.618297872340428,62.0,29.97872340425532,20.0,38.91276595744681,14.79,3.6781020695241766,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.16,0.3329,2.3403,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:54,332,0.0,839.4666666666667,10.605395833333334,19.60309375,61.01770833333333,31.0,20.0,38.396458333333335,14.79,4.545075612831845,0.0,2899.5,1,urban,S1_urban_iesire,0.1262,0.1601,0.3329,2.3112,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:55,333,0.0,825.0342287694978,10.365805892547664,19.22,62.0,31.098786828422902,20.0,38.32842287694978,14.79,5.976276502557839,0.0505,2899.5,1,urban,S1_urban_iesire,0.1262,0.1602,0.3329,2.259,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:56,334,0.3633610900832767,831.7537850113549,10.433694171082513,19.07465556396669,62.0,32.36336109008327,20.0,39.06396669190007,14.79,4.152260247846143,0.1164,2899.6,1,urban,S1_urban_iesire,0.1262,0.1603,0.3329,2.2738,0.1564,0.4126
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:57,335,0.8382502543235084,824.1726856561546,10.314557477110885,18.82,62.0,33.0,20.0,38.34852492370295,14.79,4.22748204250918,-0.0505,2899.9,1,urban,S1_urban_iesire,0.1262,0.1605,0.3329,2.2479,0.1549,0.4087
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:58,336,0.0,829.8043278084715,10.44186003683241,18.82,62.0,33.16206261510128,20.0,38.583793738489874,14.86130755064456,3.962741471116338,-0.0499,2899.9,1,urban,S1_urban_iesire,0.1262,0.1606,0.3329,2.2756,0.1528,0.4031
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:19:59,337,0.4787234042551873,842.3404255319108,10.872765957446765,20.435212765957,62.0,34.0,20.0,38.63404255319145,15.313297872340405,4.79926191178582,0.7858,2900.0,1,urban,S1_urban_iesire,0.1443,0.1607,0.3808,2.3695,0.1716,0.4527
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:00,338,5.657894736842022,1001.414473684208,12.84914473684205,36.915328947368266,62.164473684210506,34.164473684210506,20.0,39.62039473684214,16.29078947368419,1.8626189320102653,1.3893,2901.6,0,urban,S1_urban_iesire,0.3673,0.1611,0.9692,2.8002,0.4414,1.1647
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:01,339,10.481942714819429,1206.645080946451,17.25845579078456,41.62841843088418,63.0,35.0,20.0,38.67422166874222,17.603810709838108,2.0760602718656083,1.3585,2904.5,0,urban,S1_urban_iesire,0.7244,0.1618,1.9114,3.7612,0.7451,1.9661
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:02,340,15.439205955334993,1639.893920595534,25.880496277915643,36.910223325062034,62.640198511166254,35.0,20.0,39.512158808933,18.6790570719603,1.76786129777615,1.2485,2908.8,0,urban,S1_urban_iesire,1.0599,0.1629,2.7965,5.6402,0.992,2.6176
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:03,341,19.47135416666672,2092.029947916671,35.068645833333434,34.9,62.29427083333334,35.0,20.0,39.50026041666669,19.398958333333344,2.045587831445841,1.2909,2914.2,0,urban,S1_urban_iesire,1.3732,0.1643,3.6233,7.6425,1.2718,3.3559
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:04,342,24.73353520060567,2187.608062074177,38.19524602573792,38.84205904617729,63.0,35.34670704012113,20.0,40.00658591975773,20.269629068887216,2.164814339948048,1.2869,2921.1,0,urban,S1_urban_iesire,1.6841,0.1659,4.4436,8.3239,1.5979,4.2162
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:05,343,28.73735199138861,1768.14316469322,31.315748116254067,46.21248654467169,63.0,36.0,20.0,38.56727664155005,20.82553283100108,1.920296664338204,1.3201,2929.0,0,urban,S1_urban_iesire,1.813,0.1678,4.7839,6.8247,1.8931,4.995
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:06,344,34.238095238095354,2086.166666666673,38.791523809523966,45.97657142857144,63.0,36.0,20.0,37.92380952380953,21.500761904761923,1.83186216992645,1.5631,2938.5,0,urban,S1_urban_iesire,2.1601,0.1699,5.6996,8.4539,2.6185,6.9093
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:07,345,39.99134199134201,2414.4101731601745,46.38891774891778,46.429307359307366,63.0,36.0,20.0,39.01688311688312,22.16549783549784,1.7388630364897435,1.3241,2949.7,0,urban,S1_urban_iesire,2.5231,0.1724,6.6574,10.1096,2.6436,6.9755
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:08,346,43.77150304083408,2310.468288444822,44.01397046046898,48.33258905299744,63.0,36.0,20.0,39.40564726324933,22.05840139009556,1.647935627130597,0.7882,2961.8,0,urban,S1_urban_iesire,2.4938,0.1749,6.5803,9.592,1.8706,4.9358
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:09,347,45.66666666666666,1679.9166666666667,30.48333333333333,48.10333333333333,63.0,36.333333333333336,20.0,37.96666666666666,21.466666666666665,1.676661938555535,0.5007,2974.5,0,urban,S1_urban_iesire,1.7455,0.1767,4.6057,6.6433,1.3798,3.6406
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:10,348,47.37670609645132,1358.9278889899906,23.121919927206555,43.97737033666967,63.0,37.0,20.0,38.317106460418536,20.85226569608736,1.8938515180854127,0.3691,2987.7,0,urban,S1_urban_iesire,1.0177,0.1777,2.6852,5.039,1.1623,3.067
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:11,349,48.32440782698249,1389.9286817713696,22.57910401647786,43.996879505664296,63.0,37.0,20.0,40.0,19.836364572605564,2.0706503237061984,0.2255,3001.1,0,urban,S1_urban_iesire,1.0538,0.1787,2.7804,4.9207,0.8838,2.332
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:12,350,49.0,1418.4124891961972,21.750259291270527,35.2813742437338,63.0,37.0,20.0,40.05946413137424,18.677554019014693,1.891961888243547,0.0938,3014.7,0,urban,S1_urban_iesire,0.752,0.1795,1.9841,4.7401,0.615,1.6228
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:13,351,49.0,1424.901146131805,21.26461318051576,27.73551575931232,63.26790830945559,37.0,20.0,40.22679083094556,18.19230659025788,2.2510236855813845,0.0,3028.3,0,urban,S1_urban_iesire,0.4416,0.1799,1.1653,4.6342,0.4133,1.0906
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:14,352,49.0,1422.2816985645932,20.64112440191388,31.271531100478395,63.61004784688996,37.0,20.0,39.83205741626795,17.699234449760773,2.0517335273697848,0.0,3041.9,0,urban,S1_urban_iesire,0.6138,0.1806,1.6197,4.4983,0.4133,1.0906
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:15,353,49.0,1431.364445574771,20.291749745676498,34.25213631739557,63.0,37.0,20.0,38.81312309257374,17.26,1.674482525858532,0.0,3055.5,0,urban,S1_urban_iesire,0.7475,0.1813,1.9724,4.4222,0.4133,1.0906
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:16,354,49.0,1424.4378422782036,20.037513691128147,25.25098576122674,63.27601314348303,37.0,20.0,38.36922234392115,17.179956188389923,1.6863080408824933,-0.0346,3069.1,0,urban,S1_urban_iesire,0.3329,0.1816,0.8783,4.3668,0.3389,0.8943
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:17,355,48.75055187637969,1409.9503311258277,19.515386313465783,25.69216335540838,64.0,37.0,20.0,39.50022075055188,16.897660044150108,2.0452928374305146,-0.1368,3082.7,0,urban,S1_urban_iesire,0.3313,0.182,0.8742,4.253,0.1177,0.3107
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:18,356,48.01471670345841,1392.842163355408,19.000301692420887,22.807689477556977,64.0,37.0,20.0,39.20588668138337,16.68426784400294,1.5233573197667427,-0.072,3096.0,0,urban,S1_urban_iesire,0.1921,0.1822,0.5068,4.1408,0.2503,0.6605
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:19,357,48.23243243243242,1421.194594594595,19.677297297297304,30.705729729729743,64.0,36.0,20.0,39.623243243243245,16.752594594594598,2.49480248525541,0.1357,3109.4,0,urban,S1_urban_iesire,0.5531,0.1827,1.4595,4.2883,0.6918,1.8253
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:20,358,48.99206349206353,1404.3531746031754,19.14206349206348,29.73158730158762,64.0,35.99206349206353,20.0,39.69841269841271,16.533492063492048,2.9305691614332687,0.0041,3123.0,0,urban,S1_urban_iesire,0.5017,0.1832,1.3238,4.1716,0.422,1.1136
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:21,359,48.26205450733752,1392.87893081761,19.44716981132075,23.85033542976937,64.0,35.0,20.0,39.65723270440252,16.93069182389937,1.6666657567616894,0.0011,3136.4,0,urban,S1_urban_iesire,0.2419,0.1835,0.6383,4.2381,0.4072,1.0744
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:22,360,49.0,1411.3148694187028,19.54010109519798,30.19796967144065,64.0,35.0,20.0,40.00025273799495,16.785088458298233,1.881462794885597,0.0866,3150.0,0,urban,S1_urban_iesire,0.5206,0.184,1.3737,4.2584,0.5996,1.582
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:23,361,48.88550420168069,1408.185136554622,19.46694327731092,26.80396008403359,64.0,35.0,20.0,39.58550420168069,16.729233193277302,2.08542495866353,-0.1389,3163.6,0,urban,S1_urban_iesire,0.3858,0.1844,1.0179,4.2425,0.114,0.3008
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:24,362,48.0,1405.9546402502606,19.81199165797706,27.77615224191868,64.0,35.0,20.0,39.07653806047963,17.087080291970803,2.982098122253029,-0.1002,3177.0,0,urban,S1_urban_iesire,0.4416,0.1848,1.1653,4.3176,0.1908,0.5034
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:25,363,48.1639072847682,1405.1560430463578,19.76753311258277,27.70733443708607,64.0,35.0,20.0,40.721357615894064,17.040480132450323,2.6367661469100607,0.1377,3190.3,0,urban,S1_urban_iesire,0.452,0.1853,1.1926,4.308,0.6948,1.8333
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:26,364,48.99172185430464,1395.8431291390727,20.00759933774835,29.007003311258288,64.0,35.0,20.0,39.314072847682105,17.396440397350997,1.76133246643809,-0.0011,3203.9,0,urban,S1_urban_iesire,0.5042,0.1858,1.3304,4.3603,0.4109,1.0841
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:27,365,48.156319290465646,1424.5631929046565,20.891241685144124,34.9609645232816,64.0,35.0,20.0,40.27494456762748,17.66811529933481,3.320833220866124,0.0011,3217.3,0,urban,S1_urban_iesire,0.7669,0.1865,2.0237,4.5528,0.406,1.0712
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:28,366,49.0,1434.6583263246423,20.92869638351555,32.8477375946175,64.20100925147182,35.0,20.0,39.62010092514719,17.636433978132878,2.3008179569600338,0.1265,3230.9,0,urban,S1_urban_iesire,0.6934,0.1872,1.8295,4.561,0.6854,1.8084
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:29,367,49.06747638326588,1441.503036437247,21.477975708502026,24.14539811066152,65.0,35.0,20.0,39.70674763832659,17.97055330634278,1.9481969747488297,0.1389,3244.6,0,urban,S1_urban_iesire,0.2404,0.1875,0.6342,4.6807,0.7132,1.8819
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:30,368,50.0,1450.8890134529152,21.581636771300456,36.77213004484296,64.76905829596411,35.0,20.0,39.73071748878923,17.872331838565024,1.8139347234335064,0.1295,3258.4,0,urban,S1_urban_iesire,0.8881,0.1884,2.3433,4.7033,0.7092,1.8714
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:31,369,50.0,1469.9473094170403,22.00764573991032,32.668991031390114,64.02167414050822,35.0,20.0,39.50650224215247,17.97696562032885,1.5043629244042425,0.1815,3272.3,0,urban,S1_urban_iesire,0.6995,0.1891,1.8456,4.7961,0.8233,2.1724
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:32,370,51.30704697986576,1476.0767617449665,22.150478187919465,31.83262583892608,65.0,35.0,20.0,39.74253355704698,18.080478187919464,2.436627614296953,0.0515,3286.6,0,urban,S1_urban_iesire,0.684,0.1897,1.8049,4.8273,0.5568,1.4691
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:33,371,50.37080536912752,1479.2263003355706,22.34370805369128,26.13221476510072,65.0,35.18540268456376,20.0,40.255620805369134,18.21623322147651,2.474312540765359,0.0907,3300.6,0,urban,S1_urban_iesire,0.3764,0.1901,0.9932,4.8694,0.63,1.6622
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:34,372,51.960219478738,1494.997256515775,22.379890260631,42.14135802469142,65.0,36.0,20.0,40.4522633744856,17.99153635116598,1.4963359431444838,0.1695,3315.0,0,urban,S1_urban_iesire,1.1711,0.1913,3.0901,4.8773,0.8354,2.2043
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:35,373,51.591133004926135,1515.7192118226606,23.28561576354682,31.27463054187212,65.0,36.0,20.0,39.713793103448296,18.48576354679804,1.9211435154560663,0.1444,3329.3,0,urban,S1_urban_iesire,0.6912,0.192,1.8238,5.0747,0.7712,2.035
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:36,374,53.0,1536.87012987013,23.929870129870107,38.93909090909082,65.0,36.0,20.0,40.62597402597402,18.71376623376621,2.389661235601221,0.1957,3344.1,0,urban,S1_urban_iesire,1.0734,0.193,2.8321,5.2151,0.9172,2.42
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:37,375,53.0,1534.7851622874807,22.71962905718702,31.751267387944416,64.79907264296754,36.0,20.0,40.44018547140649,17.809860896445134,3.0837213416723444,-0.046,3358.8,0,urban,S1_urban_iesire,0.7311,0.1938,1.9292,4.9513,0.3549,0.9366
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:38,376,52.6687242798354,1519.5982510288063,22.479506172839503,22.46950617283949,64.33127572016461,36.0,20.0,40.63312757201646,17.786069958847737,2.4123349034139863,-0.1345,3373.4,0,urban,S1_urban_iesire,0.2098,0.194,0.5535,4.899,0.1468,0.3874
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:39,377,52.03168567807348,1515.946134347274,22.67865652724965,26.513713561469647,65.0,36.0,20.0,40.7,17.993941698352334,2.3315124590568246,0.1072,3387.9,0,urban,S1_urban_iesire,0.4105,0.1944,1.0832,4.9424,0.6945,1.8326
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:40,378,53.44029850746266,1562.7919776119395,24.04492537313432,44.93115671641795,65.0,35.779850746268664,20.0,40.85410447761193,18.42,1.8588984185049635,0.3867,3402.7,0,urban,S1_urban_iesire,1.3741,0.1958,3.6257,5.2401,1.3746,3.6269
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:41,379,54.81573033707866,1593.169101123596,24.6723595505618,37.66716853932608,65.0,35.0,20.0,41.36314606741573,18.473438202247188,1.5789284947289055,0.1188,3417.9,0,urban,S1_urban_iesire,1.104,0.1969,2.913,5.3769,0.7714,2.0354
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:42,380,54.29557713052858,1570.4619741100323,24.61502696871629,23.28961165048538,65.0,35.0,20.0,41.08176914778857,18.71,2.042274516358582,0.0654,3433.0,0,urban,S1_urban_iesire,0.294,0.1972,0.7758,5.3644,0.6346,1.6743
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:43,381,55.28677685950412,1595.2690082644622,24.88184297520661,33.91089256198332,65.0,35.0,20.0,40.31247933884299,18.583818181818188,2.6373168394934527,0.2367,3448.4,0,urban,S1_urban_iesire,0.9111,0.1981,2.404,5.4225,1.0662,2.8134
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:44,382,56.0,1630.7867847411444,25.298119891008177,41.38363760217978,65.0,34.813351498637594,20.0,39.529291553133525,18.378256130790195,1.852858861852676,0.0991,3463.9,0,urban,S1_urban_iesire,1.3569,0.1994,3.5802,5.5132,0.7451,1.9661
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:45,383,56.0,1626.7447311046512,26.0259375,32.350545058139495,65.29287790697676,34.0,20.0,41.13640988372092,18.93493459302326,1.5217200808726474,0.0,3479.5,0,urban,S1_urban_iesire,0.8724,0.2003,2.302,5.6719,0.5016,1.3234
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:46,384,56.0,1630.210404624277,26.32313294797688,29.17919075144501,65.96878612716765,34.0,20.0,40.48751445086706,19.126578034682087,1.7462190209802615,0.0385,3495.0,0,urban,S1_urban_iesire,0.7038,0.201,1.8571,5.7366,0.5962,1.5731
DIESEL_Constanta-DN3-Murfatlar-retur,09-10,2026-09-11 09:20:47,385,56.27692307692305,1646.923076923077,26.14184615384615,34.33738461538459,65.0,33.86153846153847,20.0,40.29384615384613,18.71,2.1081983325770786,0.2759,3510.7,0,urban,S1_urban_iesire,1.0182,0.202,2.6866,5.6971,1.1868,3.1315
