ruta,fereastra_orara,timestamp_local,segment,t_rel_s,v_kmh,a_ms2,dist_cum_m,rpm,maf_g_s,sarcina_motor_pct,CO2_g_s_benzina,CO2_g_s_diesel,stationare,clasa_RDE,strada,tip_drum_OSM,dist_map_match_m
RUTA_A,11-13,2026-04-02 11:59:00,11:47,663,33.19,0.019,2953.8,2041.0,17.133,5.7,3.6948,3.7339,0,urban,Strada Dezrobirii,secondary,12.2
RUTA_A,11-13,2026-04-02 11:59:01,11:47,664,31.46,-1.003,2962.6,1333.0,6.24,3.7,1.3455,1.3598,0,urban,Strada Dezrobirii,secondary,15.0
RUTA_A,11-13,2026-04-02 11:59:02,11:47,665,25.97,-1.716,2969.8,1052.0,3.069,3.0,0.6618,0.6688,0,urban,Strada Dezrobirii,secondary,9.4
RUTA_A,11-13,2026-04-02 11:59:03,11:47,666,19.11,-1.865,2975.1,926.0,2.725,2.8,0.5877,0.594,0,urban,Strada Dezrobirii,secondary,7.5
RUTA_A,11-13,2026-04-02 11:59:04,11:47,667,12.54,-1.634,2978.6,878.0,2.682,2.8,0.5784,0.5846,0,urban,Strada Dezrobirii,secondary,9.1
RUTA_A,11-13,2026-04-02 11:59:05,11:47,668,7.34,-0.415,2980.6,882.0,2.823,2.9,0.6088,0.6153,0,urban,Strada Dezrobirii,secondary,11.5
RUTA_A,11-13,2026-04-02 11:59:06,11:47,669,9.56,0.711,2983.3,1165.0,3.942,3.5,0.85,0.8591,0,urban,Strada Dezrobirii,secondary,9.9
RUTA_A,11-13,2026-04-02 11:59:07,11:47,670,12.46,0.985,2986.7,1524.0,8.133,8.7,1.7538,1.7724,0,urban,Strada Dezrobirii,secondary,8.5
RUTA_A,11-13,2026-04-02 11:59:08,11:47,671,16.65,1.111,2991.4,2025.0,18.055,22.3,3.8935,3.9348,0,urban,Strada Dezrobirii,secondary,8.3
RUTA_A,11-13,2026-04-02 11:59:09,11:47,672,20.46,1.032,2997.0,2235.0,16.223,24.4,3.4983,3.5354,0,urban,Strada Dezrobirii,secondary,8.4
RUTA_A,11-13,2026-04-02 11:59:10,11:47,673,24.08,0.884,3003.7,2302.0,9.031,21.2,1.9475,1.9682,0,urban,Strada Dezrobirii,primary,5.7
RUTA_A,11-13,2026-04-02 11:59:11,11:47,674,26.83,0.851,3011.2,2215.0,10.501,20.7,2.2644,2.2884,0,urban,Strada Dezrobirii,primary,3.6
RUTA_A,11-13,2026-04-02 11:59:12,11:47,675,30.2,1.259,3019.6,2217.0,13.899,22.8,2.9972,3.0289,0,urban,Strada Dezrobirii,primary,2.4
RUTA_A,11-13,2026-04-02 11:59:13,11:47,676,35.9,1.361,3029.6,2552.0,24.508,34.2,5.285,5.341,0,urban,Strada Dezrobirii,secondary,7.5
RUTA_A,11-13,2026-04-02 11:59:14,11:47,677,40.0,0.876,3040.7,2598.0,24.434,36.7,5.2691,5.3249,0,urban,Strada Dezrobirii,secondary,4.8
RUTA_A,11-13,2026-04-02 11:59:15,11:47,678,42.21,0.726,3052.4,2297.0,11.563,28.4,2.4936,2.52,0,urban,Strada Dezrobirii,secondary,10.1
RUTA_A,11-13,2026-04-02 11:59:16,11:47,679,45.23,0.904,3065.0,2239.0,15.029,28.1,3.2411,3.2754,0,urban,Strada Dezrobirii,secondary,16.0
RUTA_A,11-13,2026-04-02 11:59:17,11:47,680,48.72,0.872,3078.5,2317.0,27.685,32.2,5.9701,6.0334,0,urban,Strada Dezrobirii,secondary,6.6
RUTA_A,11-13,2026-04-02 11:59:18,11:47,681,51.51,0.77,3092.8,2430.0,30.49,34.7,6.575,6.6447,0,urban,Strada Dezrobirii,secondary,13.2
RUTA_A,11-13,2026-04-02 11:59:19,11:47,682,54.26,0.81,3107.9,2550.0,32.491,37.1,7.0066,7.0809,0,urban,Pasajul Cumpenei,secondary,9.1
RUTA_A,11-13,2026-04-02 11:59:20,11:47,683,57.34,0.695,3123.8,2695.0,35.181,40.0,7.5865,7.6669,0,urban,Pasajul Cumpenei,secondary,14.6
RUTA_A,11-13,2026-04-02 11:59:21,11:47,684,59.27,0.348,3140.3,2734.0,28.79,38.9,6.2084,6.2741,0,urban,Pasajul Cumpenei,secondary,8.4
RUTA_A,11-13,2026-04-02 11:59:22,11:47,685,59.85,0.276,3156.9,2650.0,11.782,33.2,2.5407,2.5677,0,urban,Pasajul Cumpenei,secondary,7.7
RUTA_A,11-13,2026-04-02 11:59:23,11:47,686,61.26,0.432,3173.9,2520.0,16.562,32.3,3.5715,3.6093,0,rural,Pasajul Cumpenei,secondary,9.2
RUTA_A,11-13,2026-04-02 11:59:24,11:47,687,62.96,0.472,3191.4,2374.0,28.997,32.9,6.253,6.3193,0,rural,Pasajul Cumpenei,secondary,14.2
RUTA_A,11-13,2026-04-02 11:59:25,11:47,688,64.66,0.456,3209.3,2428.0,30.37,34.2,6.5492,6.6186,0,rural,Pasajul Cumpenei,service,8.4
RUTA_A,11-13,2026-04-02 11:59:26,11:47,689,66.24,0.378,3227.7,2486.0,31.442,35.5,6.7803,6.8522,0,rural,Pasajul Cumpenei,service,10.7
RUTA_A,11-13,2026-04-02 11:59:27,11:47,690,67.38,0.244,3246.5,2536.0,32.489,36.6,7.006,7.0803,0,rural,Pasajul Cumpenei,secondary,11.3
RUTA_A,11-13,2026-04-02 11:59:28,11:47,691,68.0,0.086,3265.3,2567.0,28.702,32.2,6.1895,6.2551,0,rural,Pasajul Cumpenei,secondary,8.9
RUTA_A,11-13,2026-04-02 11:59:29,11:47,692,68.0,0.0,3284.2,2575.0,19.103,21.2,4.1196,4.1632,0,rural,Pasajul Cumpenei,secondary,6.6
RUTA_A,11-13,2026-04-02 11:59:30,11:47,693,68.0,0.0,3303.1,2574.0,17.94,18.0,3.8687,3.9097,0,rural,Pasajul Cumpenei,service,14.3
RUTA_A,11-13,2026-04-02 11:59:31,11:47,694,68.0,-0.066,3322.0,2566.0,22.169,20.0,4.7807,4.8313,0,rural,Pasajul Cumpenei,secondary,6.5
RUTA_A,11-13,2026-04-02 11:59:32,11:47,695,67.53,-0.12,3340.8,2542.0,20.581,21.7,4.4382,4.4852,0,rural,Pasajul Cumpenei,secondary,12.1
RUTA_A,11-13,2026-04-02 11:59:33,11:47,696,67.14,0.101,3359.4,2520.0,18.138,22.7,3.9115,3.9529,0,rural,Pasajul Cumpenei,secondary,12.3
RUTA_A,11-13,2026-04-02 11:59:34,11:47,697,68.25,0.208,3378.4,2551.0,20.786,19.0,4.4824,4.5299,0,rural,Pasajul Cumpenei,secondary,5.7
RUTA_A,11-13,2026-04-02 11:59:35,11:47,698,68.63,-0.102,3397.4,2438.0,19.311,14.1,4.1644,4.2085,0,rural,Pasajul Cumpenei,secondary,5.3
RUTA_A,11-13,2026-04-02 11:59:36,11:47,699,67.52,-0.269,3416.2,2033.0,9.467,6.9,2.0415,2.0631,0,rural,Pasajul Cumpenei,secondary,6.3
RUTA_A,11-13,2026-04-02 11:59:37,11:47,700,66.7,-0.193,3434.7,1599.0,4.279,3.4,0.9228,0.9325,0,rural,Pasajul Cumpenei,secondary,11.7
RUTA_A,11-13,2026-04-02 11:59:38,11:47,701,66.13,-0.157,3453.1,1141.0,3.221,3.2,0.6946,0.7019,0,rural,Pasajul Cumpenei,secondary,8.2
RUTA_A,11-13,2026-04-02 11:59:39,11:47,702,65.57,-0.158,3471.3,986.0,2.931,3.0,0.6321,0.6388,0,rural,Pasajul Cumpenei,secondary,12.0
RUTA_A,11-13,2026-04-02 11:59:40,11:47,703,65.0,-0.079,3489.4,926.0,2.88,2.8,0.621,0.6276,0,rural,Pasajul Cumpenei,secondary,6.0
RUTA_A,11-13,2026-04-02 11:59:41,11:47,704,65.0,0.0,3507.4,897.0,2.799,2.8,0.6037,0.6101,0,rural,Pasajul Cumpenei,secondary,5.1
RUTA_A,11-13,2026-04-02 11:59:42,11:47,705,65.0,0.0,3525.5,870.0,2.725,2.8,0.5876,0.5938,0,rural,Pasajul Cumpenei,secondary,4.7
RUTA_A,11-13,2026-04-02 11:59:43,11:47,706,65.0,-0.026,3543.5,857.0,2.686,2.8,0.5791,0.5853,0,rural,Pasajul Cumpenei,secondary,4.9
RUTA_A,11-13,2026-04-02 11:59:44,11:47,707,64.81,-0.102,3561.5,849.0,2.662,2.8,0.574,0.5801,0,rural,Pasajul Cumpenei,secondary,5.4
RUTA_A,11-13,2026-04-02 11:59:45,11:47,708,64.26,-0.153,3579.4,851.0,2.667,2.8,0.5752,0.5813,0,rural,Strada Cumpenei,secondary,5.9
RUTA_A,11-13,2026-04-02 11:59:46,11:47,709,63.71,-0.155,3597.1,853.0,2.673,2.8,0.5764,0.5825,0,rural,Strada Cumpenei,secondary,10.4
RUTA_A,11-13,2026-04-02 11:59:47,11:47,710,63.15,-0.16,3614.6,854.0,2.678,2.8,0.5776,0.5837,0,rural,Strada Cumpenei,secondary,3.4
RUTA_A,11-13,2026-04-02 11:59:48,11:47,711,62.56,-0.171,3632.0,849.0,2.649,2.8,0.5713,0.5773,0,rural,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 11:59:49,11:47,712,61.92,-0.255,3649.2,842.0,2.608,2.8,0.5624,0.5684,0,rural,Strada Cumpenei,secondary,10.3
RUTA_A,11-13,2026-04-02 11:59:50,11:47,713,60.73,-0.298,3666.1,840.0,2.578,2.8,0.556,0.5619,0,rural,Strada Cumpenei,secondary,6.9
RUTA_A,11-13,2026-04-02 11:59:51,11:47,714,59.77,-0.213,3682.7,839.0,2.578,2.8,0.556,0.5619,0,urban,Strada Cumpenei,secondary,10.5
RUTA_A,11-13,2026-04-02 11:59:52,11:47,715,59.19,-0.215,3699.1,840.0,2.625,2.8,0.566,0.572,0,urban,Strada Cumpenei,secondary,8.6
RUTA_A,11-13,2026-04-02 11:59:53,11:47,716,58.22,-0.295,3715.3,842.0,2.613,2.8,0.5634,0.5694,0,urban,Strada Cumpenei,secondary,9.9
RUTA_A,11-13,2026-04-02 11:59:54,11:47,717,57.06,-0.31,3731.1,846.0,2.572,2.8,0.5547,0.5606,0,urban,Strada Cumpenei,secondary,6.1
RUTA_A,11-13,2026-04-02 11:59:55,11:47,718,55.99,-0.336,3746.7,837.0,2.59,2.8,0.5586,0.5645,0,urban,Strada Cumpenei,secondary,11.9
RUTA_A,11-13,2026-04-02 11:59:56,11:47,719,54.65,-0.816,3761.9,828.0,2.608,2.8,0.5625,0.5684,0,urban,Strada Cumpenei,secondary,8.8
RUTA_A,11-13,2026-04-02 11:59:57,11:47,720,50.11,-1.427,3775.8,826.0,2.586,2.8,0.5576,0.5635,0,urban,Strada Cumpenei,secondary,9.8
RUTA_A,11-13,2026-04-02 11:59:58,11:47,721,44.37,-1.959,3788.1,821.0,2.572,2.8,0.5546,0.5604,0,urban,Strada Cumpenei,secondary,6.9
RUTA_A,11-13,2026-04-02 11:59:59,11:47,722,36.0,-2.37,3798.1,811.0,2.577,2.8,0.5557,0.5616,0,urban,Strada Cumpenei,secondary,10.0
RUTA_A,11-13,2026-04-02 12:00:00,11:47,723,27.31,-2.481,3805.7,802.0,2.585,2.8,0.5574,0.5633,0,urban,Strada Cumpenei,secondary,5.4
RUTA_A,11-13,2026-04-02 12:00:01,11:47,724,18.14,-2.291,3810.7,793.0,2.596,2.8,0.5598,0.5658,0,urban,Strada Cumpenei,secondary,5.1
RUTA_A,11-13,2026-04-02 12:00:02,11:47,725,10.82,-1.899,3813.8,798.0,2.608,8.1,0.5623,0.5683,0,urban,Strada Cumpenei,secondary,6.5
RUTA_A,11-13,2026-04-02 12:00:03,11:47,726,4.46,-0.443,3815.0,810.0,2.619,16.3,0.5648,0.5708,0,urban,Strada Cumpenei,secondary,8.7
RUTA_A,11-13,2026-04-02 12:00:04,11:47,727,7.63,0.93,3817.1,1138.0,4.413,12.0,0.9516,0.9617,0,urban,Strada Cumpenei,secondary,9.9
RUTA_A,11-13,2026-04-02 12:00:05,11:47,728,11.16,0.651,3820.2,1480.0,6.452,8.2,1.3914,1.4062,0,urban,Strada Cumpenei,secondary,8.8
RUTA_A,11-13,2026-04-02 12:00:06,11:47,729,12.31,0.546,3823.6,1759.0,9.15,13.4,1.9732,1.9941,0,urban,Strada Cumpenei,secondary,9.0
RUTA_A,11-13,2026-04-02 12:00:07,11:47,730,15.09,1.098,3827.8,2084.0,10.36,14.3,2.2341,2.2578,0,urban,Strada Cumpenei,secondary,11.7
RUTA_A,11-13,2026-04-02 12:00:08,11:47,731,20.22,1.511,3833.4,2476.0,9.402,8.9,2.0274,2.0489,0,urban,Strada Cumpenei,residential,10.1
RUTA_A,11-13,2026-04-02 12:00:09,11:47,732,25.97,1.641,3840.7,2508.0,16.076,17.0,3.4666,3.5034,0,urban,Strada Cumpenei,residential,6.5
RUTA_A,11-13,2026-04-02 12:00:10,11:47,733,32.04,1.655,3849.6,2350.0,26.788,32.1,5.7766,5.8378,0,urban,Strada Cumpenei,residential,10.3
RUTA_A,11-13,2026-04-02 12:00:11,11:47,734,37.89,1.559,3860.1,2606.0,20.309,20.9,4.3796,4.426,0,urban,Strada Cumpenei,secondary,9.4
RUTA_A,11-13,2026-04-02 12:00:12,11:47,735,43.26,1.054,3872.1,2856.0,12.814,8.3,2.7634,2.7927,0,urban,Strada Cumpenei,secondary,14.4
RUTA_A,11-13,2026-04-02 12:00:13,11:47,736,45.47,0.743,3884.7,2482.0,21.676,22.2,4.6743,4.7238,0,urban,Strada Cumpenei,secondary,8.1
RUTA_A,11-13,2026-04-02 12:00:14,11:47,737,48.61,1.159,3898.2,2294.0,28.826,33.0,6.2163,6.2822,0,urban,Strada Cumpenei,secondary,10.9
RUTA_A,11-13,2026-04-02 12:00:15,11:47,738,53.82,1.159,3913.2,2522.0,32.169,37.1,6.9372,7.0107,0,urban,Strada Cumpenei,secondary,7.7
RUTA_A,11-13,2026-04-02 12:00:16,11:47,739,56.96,0.665,3929.0,2554.0,25.772,36.3,5.5577,5.6166,0,urban,Strada Cumpenei,secondary,10.7
RUTA_A,11-13,2026-04-02 12:00:17,11:47,740,58.61,0.676,3945.3,2446.0,12.351,32.0,2.6634,2.6916,0,urban,Strada Cumpenei,secondary,4.7
RUTA_A,11-13,2026-04-02 12:00:18,11:47,741,61.82,0.961,3962.5,2435.0,17.966,32.9,3.8743,3.9154,0,rural,Strada Cumpenei,secondary,13.6
RUTA_A,11-13,2026-04-02 12:00:19,11:47,742,65.53,0.937,3980.7,2453.0,29.494,35.4,6.3604,6.4277,0,rural,Strada Cumpenei,secondary,6.2
RUTA_A,11-13,2026-04-02 12:00:20,11:47,743,68.57,0.774,3999.7,2566.0,33.045,32.3,7.126,7.2015,0,rural,Strada Cumpenei,secondary,10.2
RUTA_A,11-13,2026-04-02 12:00:21,11:47,744,71.1,0.432,4019.5,2635.0,32.129,26.6,6.9285,7.0019,0,rural,Strada Cumpenei,secondary,7.6
RUTA_A,11-13,2026-04-02 12:00:22,11:47,745,71.68,0.093,4039.4,2431.0,15.572,12.9,3.358,3.3936,0,rural,Strada Cumpenei,secondary,5.8
RUTA_A,11-13,2026-04-02 12:00:23,11:47,746,71.77,-0.06,4059.3,2277.0,11.484,10.8,2.4764,2.5027,0,rural,Strada Cumpenei,secondary,7.4
RUTA_A,11-13,2026-04-02 12:00:24,11:47,747,71.24,0.021,4079.1,2188.0,23.461,23.9,5.0592,5.1128,0,rural,Pasajul Cumpenei,secondary,9.0
RUTA_A,11-13,2026-04-02 12:00:25,11:47,748,71.92,0.328,4099.1,2169.0,28.61,30.2,6.1697,6.2351,0,rural,Pasajul Cumpenei,secondary,4.6
RUTA_A,11-13,2026-04-02 12:00:26,11:47,749,73.6,0.412,4119.5,2208.0,28.06,30.8,6.0511,6.1152,0,rural,Pasajul Cumpenei,secondary,5.0
RUTA_A,11-13,2026-04-02 12:00:27,11:47,750,74.88,0.331,4140.3,2239.0,26.454,28.9,5.7048,5.7652,0,rural,Pasajul Cumpenei,secondary,5.2
RUTA_A,11-13,2026-04-02 12:00:28,11:47,751,75.98,0.078,4161.4,2267.0,24.401,26.1,5.262,5.3178,0,rural,Pasajul Cumpenei,secondary,2.5
RUTA_A,11-13,2026-04-02 12:00:29,11:47,752,75.44,-0.166,4182.4,2255.0,18.637,19.9,4.0189,4.0615,0,rural,Pasajul Cumpenei,secondary,8.5
RUTA_A,11-13,2026-04-02 12:00:30,11:47,753,74.79,-0.251,4203.2,2240.0,12.989,13.8,2.8011,2.8308,0,rural,Pasajul Cumpenei,secondary,14.1
RUTA_A,11-13,2026-04-02 12:00:31,11:47,754,73.64,-0.359,4223.6,2212.0,7.851,7.7,1.6931,1.7111,0,rural,Pasajul Cumpenei,secondary,9.0
RUTA_A,11-13,2026-04-02 12:00:32,11:47,755,72.2,-0.449,4243.7,2173.0,4.667,4.2,1.0064,1.017,0,rural,Pasajul Cumpenei,secondary,4.5
RUTA_A,11-13,2026-04-02 12:00:33,11:47,756,70.4,-0.437,4263.2,2119.0,3.918,4.0,0.8449,0.8538,0,rural,Pasajul Cumpenei,secondary,8.1
RUTA_A,11-13,2026-04-02 12:00:34,11:47,757,69.06,-0.354,4282.4,2081.0,3.708,3.9,0.7995,0.808,0,rural,Pasajul Cumpenei,secondary,13.2
RUTA_A,11-13,2026-04-02 12:00:35,11:47,758,67.85,-0.324,4301.2,2091.0,3.688,3.9,0.7954,0.8038,0,rural,Pasajul Cumpenei,secondary,6.7
RUTA_A,11-13,2026-04-02 12:00:36,11:47,759,66.73,-0.257,4319.8,2381.0,3.902,3.9,0.8415,0.8504,0,rural,Pasajul Cumpenei,secondary,0.7
RUTA_A,11-13,2026-04-02 12:00:37,11:47,760,66.0,-0.101,4338.1,2554.0,3.951,3.9,0.8519,0.861,0,rural,Pasajul Cumpenei,secondary,7.3
RUTA_A,11-13,2026-04-02 12:00:38,11:47,761,66.0,-0.082,4356.4,2515.0,3.699,3.9,0.7977,0.8062,0,rural,Pasajul Cumpenei,secondary,12.6
RUTA_A,11-13,2026-04-02 12:00:39,11:47,762,65.41,-0.239,4374.6,2477.0,3.568,3.8,0.7695,0.7776,0,rural,Pasajul Cumpenei,secondary,1.0
RUTA_A,11-13,2026-04-02 12:00:40,11:47,763,64.28,-0.306,4392.5,2441.0,3.546,3.6,0.7646,0.7727,0,rural,Pasajul Cumpenei,secondary,10.7
RUTA_A,11-13,2026-04-02 12:00:41,11:47,764,63.21,-0.297,4410.0,2399.0,3.504,3.5,0.7557,0.7637,0,rural,Pasajul Cumpenei,secondary,4.0
RUTA_A,11-13,2026-04-02 12:00:42,11:47,765,62.14,-0.613,4427.3,2355.0,3.456,3.5,0.7454,0.7533,0,rural,Pasajul Cumpenei,secondary,15.5
RUTA_A,11-13,2026-04-02 12:00:43,11:47,766,58.79,-0.982,4443.6,2235.0,3.468,3.5,0.7479,0.7559,0,urban,Pasajul Cumpenei,secondary,1.5
RUTA_A,11-13,2026-04-02 12:00:44,11:47,767,55.07,-0.608,4458.9,2103.0,3.49,3.5,0.7525,0.7605,0,urban,Pasajul Cumpenei,secondary,9.8
RUTA_A,11-13,2026-04-02 12:00:45,11:47,768,54.41,-0.149,4474.0,2064.0,3.431,3.5,0.7399,0.7478,0,urban,Pasajul Cumpenei,secondary,8.2
RUTA_A,11-13,2026-04-02 12:00:46,11:47,769,54.0,-0.057,4489.0,2036.0,3.383,3.5,0.7295,0.7372,0,urban,Pasajul Cumpenei,secondary,6.2
RUTA_A,11-13,2026-04-02 12:00:47,11:47,770,54.0,-0.233,4504.0,2030.0,3.359,3.5,0.7244,0.7321,0,urban,Pasajul Cumpenei,secondary,4.0
RUTA_A,11-13,2026-04-02 12:00:48,11:47,771,52.32,-0.622,4518.6,1980.0,3.303,3.4,0.7123,0.7198,0,urban,Pasajul Cumpenei,secondary,16.1
RUTA_A,11-13,2026-04-02 12:00:49,11:47,772,49.52,-1.185,4532.3,1901.0,3.225,3.2,0.6954,0.7027,0,urban,Pasajul Cumpenei,secondary,3.3
RUTA_A,11-13,2026-04-02 12:00:50,11:47,773,43.78,-1.685,4544.5,1575.0,3.063,3.1,0.6605,0.6675,0,urban,Pasajul Cumpenei,secondary,12.4
RUTA_A,11-13,2026-04-02 12:00:51,11:47,774,37.38,-1.78,4554.9,1213.0,2.884,3.1,0.6219,0.6285,0,urban,Strada Cumpenei,secondary,9.1
RUTA_A,11-13,2026-04-02 12:00:52,11:47,775,30.97,-1.768,4563.5,1044.0,2.715,2.9,0.5854,0.5916,0,urban,Strada Cumpenei,secondary,2.3
RUTA_A,11-13,2026-04-02 12:00:53,11:47,776,24.66,-1.731,4570.3,916.0,2.589,2.8,0.5582,0.5642,0,urban,Strada Cumpenei,secondary,7.7
RUTA_A,11-13,2026-04-02 12:00:54,11:47,777,18.5,-1.345,4575.5,855.0,2.533,2.8,0.5462,0.552,0,urban,Strada Cumpenei,secondary,12.0
RUTA_A,11-13,2026-04-02 12:00:55,11:47,778,14.97,-0.732,4579.6,819.0,2.5,2.8,0.539,0.5448,0,urban,Strada Cumpenei,secondary,13.5
RUTA_A,11-13,2026-04-02 12:00:56,11:47,779,13.23,-0.203,4583.3,801.0,2.482,2.8,0.5353,0.541,0,urban,Strada Cumpenei,secondary,11.6
RUTA_A,11-13,2026-04-02 12:00:57,11:47,780,13.51,0.054,4587.0,781.0,2.414,2.5,0.5205,0.5261,0,urban,Strada Cumpenei,secondary,8.2
RUTA_A,11-13,2026-04-02 12:00:58,11:47,781,13.62,-0.31,4590.8,768.0,2.362,2.4,0.5094,0.5148,0,urban,Strada Cumpenei,secondary,5.9
RUTA_A,11-13,2026-04-02 12:00:59,11:47,782,11.28,-0.392,4594.0,787.0,2.439,2.6,0.5259,0.5314,0,urban,Strada Cumpenei,secondary,6.0
RUTA_A,11-13,2026-04-02 12:01:00,11:47,783,10.79,0.175,4597.0,951.0,3.742,4.4,0.8069,0.8155,0,urban,Strada Cumpenei,secondary,7.6
RUTA_A,11-13,2026-04-02 12:01:01,11:47,784,12.54,0.019,4600.4,1287.0,6.515,8.1,1.405,1.4198,0,urban,Strada Cumpenei,secondary,8.9
RUTA_A,11-13,2026-04-02 12:01:02,11:47,785,10.93,-0.615,4603.5,1465.0,5.94,6.6,1.2809,1.2945,0,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:03,11:47,786,8.11,-1.018,4605.7,1585.0,4.158,3.3,0.8966,0.9061,0,urban,Strada Cumpenei,secondary,6.6
RUTA_A,11-13,2026-04-02 12:01:04,11:47,787,3.59,-1.126,4606.7,1229.0,3.363,2.9,0.7252,0.7329,0,urban,Strada Cumpenei,secondary,6.9
RUTA_A,11-13,2026-04-02 12:01:05,11:47,788,0.0,-0.499,4606.7,957.0,2.809,2.8,0.6058,0.6123,1,urban,Strada Cumpenei,secondary,6.8
RUTA_A,11-13,2026-04-02 12:01:06,11:47,789,0.0,0.0,4606.7,1061.0,2.993,3.0,0.6454,0.6522,1,urban,Strada Cumpenei,secondary,6.9
RUTA_A,11-13,2026-04-02 12:01:07,11:47,790,0.0,0.0,4606.7,1072.0,2.984,3.1,0.6436,0.6504,1,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:08,11:47,791,0.0,0.0,4606.7,952.0,2.706,2.8,0.5836,0.5898,1,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:09,11:47,792,0.0,0.0,4606.7,919.0,2.801,6.3,0.604,0.6104,1,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:10,11:47,793,0.0,0.811,4606.7,958.0,3.206,12.9,0.6913,0.6987,1,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:11,11:47,794,5.84,1.814,4608.4,1222.0,9.051,18.1,1.9518,1.9725,0,urban,Strada Cumpenei,secondary,7.0
RUTA_A,11-13,2026-04-02 12:01:12,11:47,795,13.06,2.071,4612.0,1575.0,14.572,21.0,3.1423,3.1756,0,urban,Strada Cumpenei,secondary,6.3
RUTA_A,11-13,2026-04-02 12:01:13,11:47,796,20.75,1.517,4617.7,2163.0,10.453,11.0,2.2542,2.2781,0,urban,Strada Cumpenei,primary,2.0
RUTA_A,11-13,2026-04-02 12:01:14,11:47,797,23.99,0.135,4624.4,2265.0,7.048,5.0,1.5199,1.536,0,urban,Strada Cumpenei,primary,7.5
RUTA_A,11-13,2026-04-02 12:01:15,11:47,798,21.73,-0.679,4630.4,1765.0,4.521,3.9,0.975,0.9853,0,urban,Strada Cumpenei,primary,8.7
RUTA_A,11-13,2026-04-02 12:01:16,11:47,799,19.1,-0.754,4635.7,1490.0,4.383,4.6,0.9452,0.9553,0,urban,Strada Cumpenei,primary,7.7
RUTA_A,11-13,2026-04-02 12:01:17,11:47,800,16.3,-0.359,4640.3,1321.0,5.375,6.1,1.1591,1.1714,0,urban,Bulevardul I. C. Brătianu,primary,2.7
RUTA_A,11-13,2026-04-02 12:01:18,11:47,801,16.51,0.244,4644.9,1412.0,9.633,11.9,2.0774,2.0994,0,urban,Bulevardul I. C. Brătianu,primary,2.9
RUTA_A,11-13,2026-04-02 12:01:19,11:47,802,18.06,1.234,4649.9,1565.0,14.68,18.4,3.1657,3.1992,0,urban,Bulevardul I. C. Brătianu,primary,1.6
RUTA_A,11-13,2026-04-02 12:01:20,11:47,803,25.4,1.765,4656.9,1903.0,22.111,26.6,4.7682,4.8187,0,urban,Bulevardul I. C. Brătianu,primary,5.2
RUTA_A,11-13,2026-04-02 12:01:21,11:47,804,30.77,1.228,4665.5,2054.0,19.795,22.7,4.2688,4.314,0,urban,Bulevardul I. C. Brătianu,primary,11.3
RUTA_A,11-13,2026-04-02 12:01:22,11:47,805,34.24,0.463,4675.0,2026.0,8.076,7.3,1.7416,1.7601,0,urban,Bulevardul I. C. Brătianu,primary,5.8
RUTA_A,11-13,2026-04-02 12:01:23,11:47,806,34.1,-0.175,4684.5,1597.0,4.326,3.4,0.933,0.9429,0,urban,Bulevardul I. C. Brătianu,primary,4.9
RUTA_A,11-13,2026-04-02 12:01:24,11:47,807,32.98,-0.232,4693.6,1073.0,2.865,2.8,0.6179,0.6244,0,urban,Bulevardul I. C. Brătianu,primary,3.4
RUTA_A,11-13,2026-04-02 12:01:25,11:47,808,32.43,-0.277,4702.6,979.0,2.745,2.8,0.592,0.5983,0,urban,Bulevardul I. C. Brătianu,primary,7.4
RUTA_A,11-13,2026-04-02 12:01:26,11:47,809,30.98,-0.886,4711.2,901.0,2.649,3.4,0.5712,0.5773,0,urban,Bulevardul I. C. Brătianu,primary,4.9
RUTA_A,11-13,2026-04-02 12:01:27,11:47,810,26.05,-0.927,4718.5,886.0,2.643,6.4,0.57,0.5761,0,urban,Bulevardul I. C. Brătianu,primary,4.7
RUTA_A,11-13,2026-04-02 12:01:28,11:47,811,24.31,0.235,4725.2,1129.0,7.455,12.9,1.6077,1.6248,0,urban,Bulevardul I. C. Brătianu,primary,6.2
RUTA_A,11-13,2026-04-02 12:01:29,11:47,812,27.74,1.135,4732.9,1793.0,20.094,25.0,4.3332,4.3791,0,urban,Bulevardul I. C. Brătianu,primary,4.1
RUTA_A,11-13,2026-04-02 12:01:30,11:47,813,32.48,1.422,4742.0,2278.0,27.204,22.2,5.8664,5.9285,0,urban,Bulevardul I. C. Brătianu,primary,8.4
RUTA_A,11-13,2026-04-02 12:01:31,11:47,814,37.98,1.09,4752.5,2660.0,31.121,10.8,6.7112,6.7823,0,urban,Bulevardul I. C. Brătianu,primary,2.6
RUTA_A,11-13,2026-04-02 12:01:32,11:47,815,40.33,0.554,4763.7,2382.0,28.53,17.3,6.1524,6.2176,0,urban,Bulevardul I. C. Brătianu,primary,9.7
